"dose","p_eff_hat","p_eff_lcl","p_eff_ucl","r_eff_hat","r_eff_lcl","r_eff_ucl","q_eff_hat","q_eff_lcl","q_eff_ucl","p_eff_true","q_eff_true","r_eff_true","nR","eR","nI","eI","alpha_eff_true","scenario","replicate","method"
5,0.447748871003419,0.11870159400591,0.82414420341509,0.241891196632071,0.000318351522344688,0.767873284438572,0.592504363268164,0.263410672265905,0.899942113547676,0.7,0.85,0.5,3,1,3,2,0.3,"sce3",14,"fixed_beta"
1,0.0801521512286687,1.66121189651052e-05,0.323048456004583,0.159147492170854,2.27702425598163e-10,0.752753083235422,0.227950387439269,0.00221392906847755,0.766853066050989,0.05,0.05,0,6,0,0,0,0.3,"sce3",14,"hierarchical_beta"
2,0.0812984036348011,2.79424761992324e-06,0.32427663629072,0.0865591735230342,2.01744800488319e-14,0.426952437384503,0.161145216019045,0.00142946103799232,0.511347632207192,0.1,0.115,0.0166666666666667,3,0,3,0,0.3,"sce3",14,"hierarchical_beta"
3,0.253570264399667,0.0399606758551894,0.60055869828095,0.130234864298378,3.57799255463967e-10,0.557745163648821,0.35686011509192,0.0981201104620809,0.684740327361863,0.3,0.33,0.0428571428571428,3,1,3,1,0.3,"sce3",14,"hierarchical_beta"
4,0.127778438559449,1.07975509378845e-05,0.400417077547403,0.147781493632749,8.24350734673795e-10,0.542191301618943,0.262629948871365,0.035006815670497,0.606416080332441,0.5,0.59,0.18,3,0,3,1,0.3,"sce3",14,"hierarchical_beta"
5,0.303233941782563,0.0423297275097601,0.684280409561769,0.213585793232463,3.14779836763065e-10,0.765165362299701,0.464633429872431,0.16945216345905,0.81707033619712,0.7,0.85,0.5,3,1,3,2,0.3,"sce3",14,"hierarchical_beta"
1,0.0245852923431048,5.24290690442034e-10,0.188433119535034,0.0242767878901346,1.49007323305759e-29,0.300075735548949,0.0484424960176392,1.86807721362565e-08,0.335084237317182,0.05,0.05,0,6,0,0,0,0.3,"sce3",15,"fixed_beta"
2,0.11379741094715,1.59210731439737e-05,0.387078286463534,0.119747553639851,2.14851710417239e-10,0.553214158353495,0.225217553953574,0.0228727950336746,0.612973637055993,0.1,0.115,0.0166666666666667,3,0,3,1,0.3,"sce3",15,"fixed_beta"
3,0.289594625968782,0.0636661565286532,0.642722875046952,0.0939156051880108,7.24376122544445e-09,0.542636499648121,0.358376971540334,0.113344460219658,0.738812992490082,0.3,0.33,0.0428571428571428,3,1,3,1,0.3,"sce3",15,"fixed_beta"
4,0.407947056207775,0.0663173107927164,0.774396703749974,0.231634090737555,4.04877894923493e-05,0.726429962985806,0.559049887317738,0.254786205213765,0.855749814434988,0.5,0.59,0.18,3,1,3,2,0.3,"sce3",15,"fixed_beta"
5,0.86324209688048,0.560996816150553,0.996002559147287,0.263748232563708,0.00137174272055631,0.810379339746709,0.902818728723223,0.668474133929185,0.997945604366815,0.7,0.85,0.5,3,3,3,3,0.3,"sce3",15,"fixed_beta"
1,0.0846232422551712,7.93807349151607e-07,0.344967082244833,0.234429787197577,9.69861625632258e-10,0.840687326433004,0.298032998922227,0.00166113178824294,0.847261861824338,0.05,0.05,0,6,0,0,0,0.3,"sce3",15,"hierarchical_beta"
2,0.156821020297971,1.01337596608002e-08,0.528348770249044,0.192890067271387,1.30480461920293e-20,0.615065800572425,0.32467308742308,0.0447023762735554,0.726136550006307,0.1,0.115,0.0166666666666667,3,0,3,1,0.3,"sce3",15,"hierarchical_beta"
3,0.304406251293051,0.0382861778297957,0.670519683016536,0.174342681970916,1.19676076912583e-16,0.646971415905913,0.430699345121868,0.0962130169095751,0.787539143103357,0.3,0.33,0.0428571428571428,3,1,3,1,0.3,"sce3",15,"hierarchical_beta"
4,0.393285032700591,0.055605159598995,0.772884741703884,0.220290206006263,1.25346742728025e-11,0.714521144378639,0.54209228345898,0.204096716535973,0.856414067273401,0.5,0.59,0.18,3,1,3,2,0.3,"sce3",15,"hierarchical_beta"
5,0.792641203418645,0.331310345999681,0.999908666028942,0.256486946653162,8.24491392996495e-12,0.941694823114346,0.857176182196969,0.514796191238201,0.999970844763029,0.7,0.85,0.5,3,3,3,3,0.3,"sce3",15,"hierarchical_beta"
1,0.027865690653628,2.52105212624146e-09,0.187074875662062,0.0338162714112039,3.08372429907621e-24,0.366555078331028,0.0607687140819087,2.89030522551649e-07,0.41071322975562,0.05,0.05,0,6,0,0,0,0.3,"sce3",16,"fixed_beta"
2,0.0472162425479455,1.82170364521131e-05,0.23480075437223,0.0301330548187698,3.70491506794398e-12,0.241268388435811,0.0759655700056981,9.78108192148276e-05,0.343149832491519,0.1,0.115,0.0166666666666667,3,0,3,0,0.3,"sce3",16,"fixed_beta"
3,0.144823337906459,0.00061726063613481,0.467020872762712,0.134221217503483,8.85928119675858e-07,0.54282045145568,0.265357760577661,0.0283720453788562,0.636833630516924,0.3,0.33,0.0428571428571428,3,0,3,1,0.3,"sce3",16,"fixed_beta"
4,0.574603370973294,0.235786731849414,0.861315036494144,0.177259541446719,5.17987686344448e-06,0.699760140887081,0.657240724587664,0.325869198906933,0.918352537785035,0.5,0.59,0.18,3,2,3,2,0.3,"sce3",16,"fixed_beta"
5,0.861102935084322,0.536468345138778,0.993763050804306,0.264948489630831,0.000222625468778607,0.858343058908315,0.90063842837578,0.637285202483555,0.997033413452581,0.7,0.85,0.5,3,3,3,3,0.3,"sce3",16,"fixed_beta"
1,0.0463759557489494,1.99020144934837e-21,0.291072310299807,0.185945455325195,3.96204593596267e-07,0.790196917146134,0.223597742746537,0.000287044595903127,0.815806809625488,0.05,0.05,0,6,0,0,0,0.3,"sce3",16,"hierarchical_beta"
2,0.0454355652875633,9.17883440656211e-13,0.260654156898134,0.110725381506369,3.35848941376596e-08,0.458240317981397,0.150749980833175,0.000202898651636845,0.492531031018401,0.1,0.115,0.0166666666666667,3,0,3,0,0.3,"sce3",16,"hierarchical_beta"
3,0.110972620495711,2.85191747294382e-11,0.490177354810514,0.218997546495983,2.33912021549962e-05,0.673451856733726,0.311939869125318,0.0347684957711728,0.722668054741791,0.3,0.33,0.0428571428571428,3,0,3,1,0.3,"sce3",16,"hierarchical_beta"
4,0.561718224477099,0.185902415855581,0.876275128629186,0.200892109443717,3.19761632182233e-08,0.709164841070304,0.659047275990261,0.316466613822886,0.919716678055238,0.5,0.59,0.18,3,2,3,2,0.3,"sce3",16,"hierarchical_beta"
5,0.866412826571979,0.436282724934788,0.999944823377988,0.216310518332465,2.51081120749207e-08,0.87237937551318,0.903062550902511,0.58336419931732,0.99995792492634,0.7,0.85,0.5,3,3,3,3,0.3,"sce3",16,"hierarchical_beta"
1,0.146577720657112,0.0082289070545005,0.420776490272307,0.0390006836727367,1.23671687298852e-24,0.423060313271332,0.179939524235598,0.0103698171284749,0.556138108793225,0.05,0.05,0,6,1,0,0,0.3,"sce3",17,"fixed_beta"
2,0.0550641919120534,1.78998736747936e-05,0.256325249727193,0.0322008738697831,2.75425995354084e-11,0.249281640411473,0.0853150885005873,0.000136983447094782,0.372552962518539,0.1,0.115,0.0166666666666667,3,0,3,0,0.3,"sce3",17,"fixed_beta"
3,0.194549793772568,0.0212379345341795,0.502922773964566,0.0522927695800481,1.72372206327454e-07,0.313247602363283,0.23715248835309,0.0340511290221806,0.579182538198198,0.3,0.33,0.0428571428571428,3,1,3,0,0.3,"sce3",17,"fixed_beta"
4,0.467357796798744,0.163823229197538,0.775437789905145,0.111523705812164,7.25368207929834e-06,0.490161006095423,0.52756562908837,0.224452453392743,0.831574808828637,0.5,0.59,0.18,3,2,3,1,0.3,"sce3",17,"fixed_beta"
5,0.52652802998434,0.137108999160074,0.904902635045236,0.392482877476045,0.000937517795419243,0.924848571481703,0.73288324182344,0.35701587459533,0.970681341374541,0.7,0.85,0.5,3,1,3,3,0.3,"sce3",17,"fixed_beta"
1,0.222913994181015,0.0378110516274493,0.495524897616991,0.126207148029976,1.78259802658509e-28,0.925601211922406,0.321626960517777,0.0505080061010555,0.93793587331499,0.05,0.05,0,6,1,0,0,0.3,"sce3",17,"hierarchical_beta"
2,0.126904696735845,0.000363602748087108,0.405118780887437,0.0525209428516432,3.90722081562372e-27,0.333384769988498,0.173590667195981,0.00271253138305952,0.4675550311166,0.1,0.115,0.0166666666666667,3,0,3,0,0.3,"sce3",17,"hierarchical_beta"
3,0.225582914641645,0.0360519801325727,0.498479476199378,0.0574893581542127,3.13014371792664e-32,0.380944909034696,0.269644558917762,0.0482452599821017,0.583675646185988,0.3,0.33,0.0428571428571428,3,1,3,0,0.3,"sce3",17,"hierarchical_beta"
4,0.406594794412856,0.14259594998593,0.745913363525563,0.083798101584312,1.19889048037361e-37,0.443694261797805,0.456871711643007,0.167259526577637,0.780065205147155,0.5,0.59,0.18,3,2,3,1,0.3,"sce3",17,"hierarchical_beta"
5,0.425205821956319,0.0725019539527198,0.864525072443824,0.320186223216603,4.38583805381752e-16,0.998684483287042,0.641523090089775,0.249838699571341,0.998843433442083,0.7,0.85,0.5,3,1,3,3,0.3,"sce3",17,"hierarchical_beta"
1,0.157565975306725,0.00594665024214777,0.461243714093253,0.0311935482620299,1.78005963539928e-28,0.38082442247356,0.184518293321271,0.00804724959093583,0.522748968510877,0.05,0.05,0,6,1,0,0,0.3,"sce3",18,"fixed_beta"
2,0.122788490636669,0.000245499350234582,0.407314560488288,0.11517643247477,6.88221622171246e-09,0.519826561510417,0.227997233868534,0.0249162400090291,0.626233668254769,0.1,0.115,0.0166666666666667,3,0,3,1,0.3,"sce3",18,"fixed_beta"
3,0.422703005159926,0.124032886581562,0.73069689849586,0.0775428139812749,6.84930233835725e-07,0.477329817514538,0.470262473474387,0.152725347012505,0.782216486974334,0.3,0.33,0.0428571428571428,3,2,3,1,0.3,"sce3",18,"fixed_beta"
4,0.400075885678921,0.0620391615201278,0.730559063843443,0.240322491712829,6.64673625675851e-05,0.729531863119662,0.557922652476748,0.205066828029183,0.868791337313009,0.5,0.59,0.18,3,1,3,2,0.3,"sce3",18,"fixed_beta"
5,0.609193077265964,0.274279273270663,0.9028176246864,0.200368381258687,6.25085059728031e-05,0.750036110473616,0.691882679751148,0.374918168881022,0.944655687525526,0.7,0.85,0.5,3,2,3,2,0.3,"sce3",18,"fixed_beta"
1,0.269998902499933,0.0355222126664113,0.565837438381304,0.186094382339634,1.94811107762306e-24,0.814201865287433,0.407909367298488,0.0910848147563556,0.864626614107618,0.05,0.05,0,6,1,0,0,0.3,"sce3",18,"hierarchical_beta"
2,0.243814962246121,0.00405121956892227,0.541082476979821,0.16358844524836,2.76350144813385e-09,0.614146987142956,0.377648203464564,0.0787463219658915,0.711493080623152,0.1,0.115,0.0166666666666667,3,0,3,1,0.3,"sce3",18,"hierarchical_beta"
3,0.435231142472198,0.164551750534987,0.753435247288474,0.122304668288665,1.4630162060315e-21,0.575263842831477,0.505395701467476,0.202687931786405,0.807440725636225,0.3,0.33,0.0428571428571428,3,2,3,1,0.3,"sce3",18,"hierarchical_beta"
4,0.409748676908006,0.109938738949575,0.712950114878187,0.186025333996521,5.60097861174231e-11,0.692569231652131,0.530421518891735,0.242744235357765,0.832828813580985,0.5,0.59,0.18,3,1,3,2,0.3,"sce3",18,"hierarchical_beta"
5,0.497914356930444,0.18313554851145,0.820768729873198,0.189651710465751,5.39432136473023e-17,0.752332374933924,0.598662754503691,0.273886264250899,0.915132364361325,0.7,0.85,0.5,3,2,3,2,0.3,"sce3",18,"hierarchical_beta"
1,0.0228749154634975,1.16696881419479e-10,0.158842052103388,0.0327303938466675,5.29123175058104e-25,0.364976593988536,0.0549900189292482,6.28655400839342e-08,0.405207360863461,0.05,0.05,0,6,0,0,0,0.3,"sce3",19,"fixed_beta"
2,0.289957628752673,0.0403659273482991,0.597675589787664,0.06355535094941,3.11478063422638e-12,0.484507267903062,0.338673127632852,0.0712476685228372,0.671112986420975,0.1,0.115,0.0166666666666667,3,1,3,1,0.3,"sce3",19,"fixed_beta"
3,0.32781504211145,0.0722384496658318,0.676943525402959,0.054321662611194,6.54909381715005e-08,0.305594810048135,0.363483767363702,0.0898631738719388,0.709068974942495,0.3,0.33,0.0428571428571428,3,2,3,0,0.3,"sce3",19,"fixed_beta"
4,0.327361639181017,0.0556582451709659,0.709405290479089,0.119069009071887,6.02946476615225e-06,0.550924895383558,0.409695866045533,0.0993508892517587,0.784661638087321,0.5,0.59,0.18,3,1,3,1,0.3,"sce3",19,"fixed_beta"
5,0.690647574274443,0.299143023482919,0.958982205634948,0.333724587365578,0.000373792278194925,0.902387589761811,0.805688062414532,0.492783137059449,0.984065758399294,0.7,0.85,0.5,3,2,3,3,0.3,"sce3",19,"fixed_beta"
1,0.158272238798325,0.000210821277492954,0.448285242620775,0.134455470879096,2.62667227193214e-15,0.823743614524206,0.271897502211453,0.00657522279360992,0.857863712851822,0.05,0.05,0,6,0,0,0,0.3,"sce3",19,"hierarchical_beta"
2,0.343070584669655,0.0677212361522684,0.672246736311104,0.0980625598251222,1.85972904027461e-16,0.510682946605602,0.409652293426372,0.104762740764404,0.729146083243001,0.1,0.115,0.0166666666666667,3,1,3,1,0.3,"sce3",19,"hierarchical_beta"
3,0.347733400948572,0.099402956611654,0.662145969459808,0.05621750906009,1.44625134085838e-13,0.312403888856924,0.385209862247815,0.125691915252754,0.697772960685557,0.3,0.33,0.0428571428571428,3,2,3,0,0.3,"sce3",19,"hierarchical_beta"
4,0.330165064069772,0.076902273666744,0.642457034203452,0.0902319509783759,6.79710745662577e-13,0.509365862212703,0.391531492684123,0.119045050880118,0.725129989207112,0.5,0.59,0.18,3,1,3,1,0.3,"sce3",19,"hierarchical_beta"
5,0.615056955795515,0.218136278521404,0.927120502425881,0.207621257266429,6.50041792196677e-18,0.907389699665304,0.710680531579662,0.347878346459153,0.967901355928872,0.7,0.85,0.5,3,2,3,3,0.3,"sce3",19,"hierarchical_beta"
1,0.0237375775968909,1.72472205594756e-09,0.185280639035166,0.0233004405817757,3.65692200893412e-24,0.28396401347226,0.0464590247432988,1.90417465219747e-08,0.336152625051018,0.05,0.05,0,6,0,0,0,0.3,"sce3",20,"fixed_beta"
2,0.0460764034655821,1.01708393859914e-05,0.24587467963002,0.0325593681835193,1.27774935937864e-10,0.264965781646716,0.0771786357520571,0.00024835668333002,0.332500920791085,0.1,0.115,0.0166666666666667,3,0,3,0,0.3,"sce3",20,"fixed_beta"
3,0.146499232858175,0.00111597102310945,0.45750039899644,0.138812322054139,9.48009900122058e-07,0.566962706021401,0.270339807061204,0.024941851076178,0.643590533036681,0.3,0.33,0.0428571428571428,3,0,3,1,0.3,"sce3",20,"fixed_beta"
4,0.45919328063699,0.151243052042483,0.782931141523834,0.105989422280748,2.91959954589877e-05,0.493101359881161,0.519104778114999,0.191556847737921,0.826572979265906,0.5,0.59,0.18,3,2,3,1,0.3,"sce3",20,"fixed_beta"
5,0.685497904291945,0.318633934052479,0.942390347812935,0.313806518553685,0.000110085293366921,0.911642955210235,0.800556304091499,0.498820901274979,0.974864324706716,0.7,0.85,0.5,3,2,3,3,0.3,"sce3",20,"fixed_beta"
1,0.0773428356442207,7.66753910223835e-10,0.361946777216065,0.150504611779755,7.90070862768558e-22,0.769486513085031,0.217820341753141,0.000108015088766077,0.790972325469207,0.05,0.05,0,6,0,0,0,0.3,"sce3",20,"hierarchical_beta"
2,0.0689069043993433,4.94314414038777e-08,0.291637227930558,0.0808294300774857,1.61901825169579e-78,0.416196529734126,0.14424288627103,0.000293815181001381,0.48616377025832,0.1,0.115,0.0166666666666667,3,0,3,0,0.3,"sce3",20,"hierarchical_beta"
3,0.13971906863354,8.11214333863949e-08,0.512690308216659,0.141052841194241,8.42888533266423e-30,0.642904058806364,0.267735955653537,0.0346302571850728,0.661346962054866,0.3,0.33,0.0428571428571428,3,0,3,1,0.3,"sce3",20,"hierarchical_beta"
4,0.414499467789592,0.129072132144836,0.731130480669782,0.0972274723535765,1.46759680351819e-34,0.490297387151935,0.47435085319948,0.169208937267748,0.781725061292775,0.5,0.59,0.18,3,2,3,1,0.3,"sce3",20,"hierarchical_beta"
5,0.609672141370662,0.218676074320665,0.957137868195696,0.219005433776121,6.84296204621279e-27,0.980259042867758,0.71618941967229,0.350480287203176,0.990512425797212,0.7,0.85,0.5,3,2,3,3,0.3,"sce3",20,"hierarchical_beta"
1,0.141686306098225,0.00907416540320137,0.420278655094417,0.028865891278209,1.11408054327095e-27,0.348527278328315,0.166881173850738,0.0111204798589627,0.514311723653932,0.05,0.05,0,6,1,0,0,0.3,"sce3",21,"fixed_beta"
2,0.0514100139671405,1.56700279432152e-05,0.242388327166114,0.0298815420737864,3.78920762472879e-11,0.223878272476563,0.0794213076616107,0.000192798299944221,0.394796745803249,0.1,0.115,0.0166666666666667,3,0,3,0,0.3,"sce3",21,"fixed_beta"
3,0.304616945489681,0.0505335011169858,0.636417876751258,0.0963427491649092,2.59476482121634e-07,0.487065762942433,0.373292583373401,0.0816903668264453,0.706474399063657,0.3,0.33,0.0428571428571428,3,1,3,1,0.3,"sce3",21,"fixed_beta"
4,0.574978688371067,0.221003840850172,0.851034991656162,0.174140685629751,3.71624123309719e-05,0.714835150490987,0.656275611767131,0.312973502782008,0.92081060165193,0.5,0.59,0.18,3,2,3,2,0.3,"sce3",21,"fixed_beta"
5,0.490060916219834,0.150031426301206,0.827430600389682,0.150265420598095,0.000435878801248708,0.545207499139796,0.569327462241364,0.242408684272081,0.879130711485394,0.7,0.85,0.5,3,2,3,1,0.3,"sce3",21,"fixed_beta"
1,0.24212245816517,0.0339508423004141,0.573305435926624,0.103158478601848,2.23609614498808e-58,0.864899768118971,0.31924203095074,0.0501257938574473,0.889689183165428,0.05,0.05,0,6,1,0,0,0.3,"sce3",21,"hierarchical_beta"
2,0.156373897720353,0.00195476604585296,0.476704572862823,0.0423365968644394,3.22382370105258e-32,0.260332873576594,0.191936777569727,0.00668061898757955,0.52400470627333,0.1,0.115,0.0166666666666667,3,0,3,0,0.3,"sce3",21,"hierarchical_beta"
3,0.320177580615828,0.086588740964721,0.627592581691304,0.0642124077281941,2.43069966449961e-21,0.461789480538079,0.36659698267084,0.111197406329766,0.683005200562091,0.3,0.33,0.0428571428571428,3,1,3,1,0.3,"sce3",21,"hierarchical_beta"
4,0.512220954964877,0.187151695697336,0.84039934460434,0.0935481769578671,3.09135346626421e-69,0.595441503124384,0.563060122157845,0.246043485325657,0.882473664761997,0.5,0.59,0.18,3,2,3,2,0.3,"sce3",21,"hierarchical_beta"
5,0.426274511451143,0.141752235486027,0.751100344496791,0.0645585814005293,2.86465092945101e-25,0.422014875435825,0.465123181758931,0.17066902831977,0.787221844337056,0.7,0.85,0.5,3,2,3,1,0.3,"sce3",21,"hierarchical_beta"
1,0.022830298822355,4.18770441025125e-09,0.192985581629976,0.0358560099452603,5.54758235280001e-25,0.373660908646077,0.0579720696938125,8.58330762145058e-08,0.424099645416648,0.05,0.05,0,6,0,0,0,0.3,"sce3",22,"fixed_beta"
2,0.04604056527933,1.01553463293478e-05,0.26362308141349,0.0287554343105868,2.77302227652017e-10,0.241129747299008,0.0737036394166353,0.00012839936035731,0.338323244944752,0.1,0.115,0.0166666666666667,3,0,3,0,0.3,"sce3",22,"fixed_beta"
3,0.31691046211303,0.0504455417453364,0.659624692765119,0.0922875967797185,3.47316239497302e-06,0.561218127114711,0.383380320411354,0.100249490239523,0.710683212787531,0.3,0.33,0.0428571428571428,3,1,3,1,0.3,"sce3",22,"fixed_beta"
4,0.177635885636062,0.00517843713277811,0.485267932305254,0.159152613330478,7.48060053814904e-05,0.580651913360808,0.314835969633199,0.0619313128003191,0.675478922209239,0.5,0.59,0.18,3,0,3,1,0.3,"sce3",22,"fixed_beta"
5,0.595988534132448,0.246849806141539,0.904639839941974,0.177744475930697,8.72861094047822e-05,0.735061712859607,0.672926652775964,0.36296834677697,0.949280339939306,0.7,0.85,0.5,3,2,3,2,0.3,"sce3",22,"fixed_beta"
1,0.0637954188413732,4.9034680816705e-11,0.311099571860787,0.139887853974989,4.31825606847325e-48,0.78360806098947,0.195012588664512,0.000119989356352571,0.821179243932567,0.05,0.05,0,6,0,0,0,0.3,"sce3",22,"hierarchical_beta"
2,0.0676639103904851,1.81458388436338e-09,0.313555052291518,0.0723937390400066,1.69473577532278e-36,0.377796384454296,0.135592689145832,8.14044220944341e-05,0.465425225177186,0.1,0.115,0.0166666666666667,3,0,3,0,0.3,"sce3",22,"hierarchical_beta"
3,0.271747384609416,0.0285617350714847,0.597709297111861,0.11367176752921,1.37571381643445e-50,0.504607408403244,0.358901542941449,0.0868401863539558,0.696281559375288,0.3,0.33,0.0428571428571428,3,1,3,1,0.3,"sce3",22,"hierarchical_beta"
4,0.1339536416734,6.44274187756195e-06,0.45331290080705,0.150112912710114,1.66944829580111e-17,0.570680938474393,0.269407291100765,0.0233807391302289,0.642559014664566,0.5,0.59,0.18,3,0,3,1,0.3,"sce3",22,"hierarchical_beta"
5,0.477138143007635,0.173119020004834,0.857316068518789,0.152386235425258,2.3909080456077e-22,0.696729710693073,0.565006751424795,0.24106135858098,0.894295085711658,0.7,0.85,0.5,3,2,3,2,0.3,"sce3",22,"hierarchical_beta"
1,0.148767723396195,0.010325417367284,0.427266138838871,0.0327588603209988,1.3728811828836e-32,0.315433742473732,0.176035055446721,0.0132335756222796,0.543087277168988,0.05,0.05,0,6,1,0,0,0.3,"sce3",23,"fixed_beta"
2,0.0519927699288591,2.22177612853956e-05,0.272720268644455,0.0310367112967149,3.47319707850527e-12,0.282772626082927,0.0814212691692227,0.000214399760029486,0.346799570267439,0.1,0.115,0.0166666666666667,3,0,3,0,0.3,"sce3",23,"fixed_beta"
3,0.142960921423237,0.000526404109567525,0.469953426954274,0.150119682016099,8.38991240794445e-07,0.62094539779771,0.279231663342769,0.0392610027409629,0.65306560693982,0.3,0.33,0.0428571428571428,3,0,3,1,0.3,"sce3",23,"fixed_beta"
4,0.460844648511839,0.136988753092402,0.781268802731396,0.105109758000174,5.99456101736492e-06,0.50509257003977,0.519612317323058,0.19373727180555,0.821888775271915,0.5,0.59,0.18,3,2,3,1,0.3,"sce3",23,"fixed_beta"
5,0.673612804238005,0.284687319837706,0.958744718655849,0.323856036324518,0.000490909525878902,0.87791592962821,0.791385784995058,0.448608804077496,0.978930932759127,0.7,0.85,0.5,3,2,3,3,0.3,"sce3",23,"fixed_beta"
1,0.214808093317124,0.0250639482453536,0.493917971931084,0.142507050665976,1.61095871348617e-13,0.747500124179309,0.326076702469128,0.042589627582811,0.819628986982225,0.05,0.05,0,6,1,0,0,0.3,"sce3",23,"hierarchical_beta"
2,0.108819973150352,0.0001289220368003,0.404102169062138,0.0840129596301096,2.95501224268574e-18,0.448688375180162,0.18398846313044,0.00258339691567031,0.53554246924272,0.1,0.115,0.0166666666666667,3,0,3,0,0.3,"sce3",23,"hierarchical_beta"
3,0.178831127737834,0.00101907043874628,0.498902895384136,0.146955033295148,1.79248919272458e-12,0.560070756995648,0.305264012407377,0.0388250908479209,0.645673487474148,0.3,0.33,0.0428571428571428,3,0,3,1,0.3,"sce3",23,"hierarchical_beta"
4,0.413014498035265,0.114203572747827,0.744949563844223,0.107765483079853,5.52915246645505e-31,0.498209304173183,0.47866119825978,0.17155007259326,0.788606028891283,0.5,0.59,0.18,3,2,3,1,0.3,"sce3",23,"hierarchical_beta"
5,0.593364310529966,0.222462745441709,0.930647287633068,0.223138169219647,5.64807753853936e-20,0.959921002885467,0.696503778673902,0.352778263108489,0.993622169702391,0.7,0.85,0.5,3,2,3,3,0.3,"sce3",23,"hierarchical_beta"
1,0.0222607307547541,4.10193402961014e-09,0.139370844876636,0.0257814005183289,1.1372450861647e-26,0.326860657288534,0.0474563306182233,2.22475983536158e-07,0.357642227824054,0.05,0.05,0,6,0,0,0,0.3,"sce3",24,"fixed_beta"
2,0.0600401224694561,2.11001628535196e-05,0.287151032533264,0.0309039964599713,2.89242748335409e-11,0.268794994829577,0.0890653482065359,0.000284777738484972,0.406421450539862,0.1,0.115,0.0166666666666667,3,0,3,0,0.3,"sce3",24,"fixed_beta"
3,0.443336938560142,0.125799904741265,0.765459958892698,0.0782712295212549,1.95781662022449e-07,0.514167581989789,0.488009276258639,0.175957399540005,0.816137019785485,0.3,0.33,0.0428571428571428,3,2,3,1,0.3,"sce3",24,"fixed_beta"
4,0.448452680190596,0.137095613231195,0.765347561639578,0.115914707146024,4.56497276787657e-05,0.568683580083419,0.515166205340787,0.193358876702181,0.813813513992716,0.5,0.59,0.18,3,2,3,1,0.3,"sce3",24,"fixed_beta"
5,0.70746527583764,0.343450132880252,0.961771088267554,0.294795761488338,0.000567610149976185,0.872316068622,0.80176794311724,0.482021890892895,0.977199407416959,0.7,0.85,0.5,3,2,3,3,0.3,"sce3",24,"fixed_beta"
1,0.0948957378878494,3.36455971048634e-06,0.377284876289889,0.128462617559938,1.11931499415474e-21,0.771327947134596,0.211278190789097,0.00234489854461007,0.807654473491559,0.05,0.05,0,6,0,0,0,0.3,"sce3",24,"hierarchical_beta"
2,0.094526849385905,1.01571345782807e-05,0.358695601717221,0.0728431031364494,9.45997266501951e-18,0.436498513723987,0.159435910483921,0.00136230608769394,0.551730832869501,0.1,0.115,0.0166666666666667,3,0,3,0,0.3,"sce3",24,"hierarchical_beta"
3,0.456255596154373,0.137977800099422,0.798147825817021,0.0869652901685571,5.24212500362996e-17,0.435623667413108,0.505418723402587,0.162368732866969,0.811253499865135,0.3,0.33,0.0428571428571428,3,2,3,1,0.3,"sce3",24,"hierarchical_beta"
4,0.429931823399476,0.133142210229331,0.770615899156019,0.0952542603679251,8.59842503151207e-18,0.475487450658171,0.486512236676543,0.167566649452771,0.806107360777305,0.5,0.59,0.18,3,2,3,1,0.3,"sce3",24,"hierarchical_beta"
5,0.636390418758671,0.243161064346783,0.952119371294305,0.231567149906537,9.75058042476723e-17,0.943463368710725,0.738342583099225,0.390625981167911,0.985026847481683,0.7,0.85,0.5,3,2,3,3,0.3,"sce3",24,"hierarchical_beta"
1,0.146123246856679,0.0078308543750821,0.472043989296521,0.0283583706100578,3.14655729941087e-22,0.295026927437571,0.17084984745371,0.00871609400803138,0.530982909648155,0.05,0.05,0,6,1,0,0,0.3,"sce3",25,"fixed_beta"
2,0.0455427088143584,2.5470925579658e-06,0.214962785909323,0.0319767532819874,1.36779051081064e-10,0.270950447268464,0.075946023241527,0.000272447562601867,0.362442892785514,0.1,0.115,0.0166666666666667,3,0,3,0,0.3,"sce3",25,"fixed_beta"
3,0.538801647637185,0.180420435333149,0.850996420046555,0.158441986199213,6.59042778641887e-07,0.721399254823357,0.621300981119538,0.287707565706233,0.910143740989229,0.3,0.33,0.0428571428571428,3,2,3,2,0.3,"sce3",25,"fixed_beta"
4,0.687883135863258,0.291226905555487,0.949615293080114,0.268136111725482,0.000112297300253483,0.908808138419515,0.785869142235789,0.485146195620219,0.981331044178436,0.5,0.59,0.18,3,2,3,3,0.3,"sce3",25,"fixed_beta"
5,0.445349717667875,0.116359522688475,0.802130950640583,0.23492368135846,0.000151987971556187,0.771933165115733,0.587520546528169,0.223780871888498,0.887237248381449,0.7,0.85,0.5,3,1,3,2,0.3,"sce3",25,"fixed_beta"
1,0.23071779629822,0.0276216099858436,0.508686246464468,0.227717984337747,1.63258179526972e-15,0.881241298735915,0.405105028151604,0.0800753490055816,0.908802444793964,0.05,0.05,0,6,1,0,0,0.3,"sce3",25,"hierarchical_beta"
2,0.134481587455641,0.000590284495286715,0.401755775275689,0.110305698469593,8.9498241128852e-12,0.487246860946579,0.228310456927422,0.00834281593893355,0.64650042456373,0.1,0.115,0.0166666666666667,3,0,3,0,0.3,"sce3",25,"hierarchical_beta"
