"Plot_Alpha","Source_Alpha","Gap","Display_Method","CRM_r_model","Metric","Raw_Value","Plot_Value","Nmax_eff","n_scenarios_found"
0.9,0.9,"0.15","IPCRM","cumu_crm","Average MTD allocation",13.5451,45.1503333333333,30,10000
0.9,0.9,"0.15","Discount CRM","random","Average MTD allocation",13.082,43.6066666666667,30,9950
0.9,0,"0.15","Oracle (CRM, alpha = 0)","r_fixed","Average MTD allocation",12.8457,42.819,30,9830
0.9,0.9,"0.05","CRM","r_fixed","Average overdose selection %",7.4733,7.4733,30,9950
0.9,0.9,"0.05","Alpha-CRM","alpha_crm","Average overdose selection %",12.436,12.436,30,10000
0.9,0.9,"0.05","IPCRM","cumu_crm","Average overdose selection %",21.5495,21.5495,30,10000
0.9,0.9,"0.05","Discount CRM","random","Average overdose selection %",11.354,11.354,30,9930
0.9,0,"0.05","Oracle (CRM, alpha = 0)","r_fixed","Average overdose selection %",24.7201,24.7201,30,10000
0.9,0.9,"0.10","CRM","r_fixed","Average overdose selection %",8.1795,8.1795,30,9980
0.9,0.9,"0.10","Alpha-CRM","alpha_crm","Average overdose selection %",13.1346,13.1346,30,9830
0.9,0.9,"0.10","IPCRM","cumu_crm","Average overdose selection %",18.5234,18.5234,30,10000
0.9,0.9,"0.10","Discount CRM","random","Average overdose selection %",11.0338,11.0338,30,9910
0.9,0,"0.10","Oracle (CRM, alpha = 0)","r_fixed","Average overdose selection %",22.8869,22.8869,30,10000
0.9,0.9,"0.15","CRM","r_fixed","Average overdose selection %",8.1614,8.1614,30,9920
0.9,0.9,"0.15","Alpha-CRM","alpha_crm","Average overdose selection %",11.9069,11.9069,30,9950
0.9,0.9,"0.15","IPCRM","cumu_crm","Average overdose selection %",14.3442,14.3442,30,10000
0.9,0.9,"0.15","Discount CRM","random","Average overdose selection %",9.8916,9.8916,30,9950
0.9,0,"0.15","Oracle (CRM, alpha = 0)","r_fixed","Average overdose selection %",18.9821,18.9821,30,9830
0.9,0.9,"0.05","CRM","r_fixed","Average overdose allocation",2.8747,9.58233333333333,30,9950
0.9,0.9,"0.05","Alpha-CRM","alpha_crm","Average overdose allocation",4.0729,13.5763333333333,30,10000
0.9,0.9,"0.05","IPCRM","cumu_crm","Average overdose allocation",6.5706,21.902,30,10000
0.9,0.9,"0.05","Discount CRM","random","Average overdose allocation",4.4112,14.704,30,9930
0.9,0,"0.05","Oracle (CRM, alpha = 0)","r_fixed","Average overdose allocation",6.0867,20.289,30,10000
0.9,0.9,"0.10","CRM","r_fixed","Average overdose allocation",3.5903,11.9676666666667,30,9980
0.9,0.9,"0.10","Alpha-CRM","alpha_crm","Average overdose allocation",5.0418,16.806,30,9830
0.9,0.9,"0.10","IPCRM","cumu_crm","Average overdose allocation",7.0211,23.4036666666667,30,10000
0.9,0.9,"0.10","Discount CRM","random","Average overdose allocation",5.1329,17.1096666666667,30,9910
0.9,0,"0.10","Oracle (CRM, alpha = 0)","r_fixed","Average overdose allocation",6.5453,21.8176666666667,30,10000
0.9,0.9,"0.15","CRM","r_fixed","Average overdose allocation",4.1946,13.982,30,9920
0.9,0.9,"0.15","Alpha-CRM","alpha_crm","Average overdose allocation",5.6269,18.7563333333333,30,9950
0.9,0.9,"0.15","IPCRM","cumu_crm","Average overdose allocation",6.9805,23.2683333333333,30,10000
0.9,0.9,"0.15","Discount CRM","random","Average overdose allocation",5.5837,18.6123333333333,30,9950
0.9,0,"0.15","Oracle (CRM, alpha = 0)","r_fixed","Average overdose allocation",6.5932,21.9773333333333,30,9830
0.9,0.9,"0.05","CRM","r_fixed","Average total unique patients",21.9591,21.9591,30,9950
0.9,0.9,"0.05","Alpha-CRM","alpha_crm","Average total unique patients",21.7828,21.7828,30,10000
0.9,0.9,"0.05","IPCRM","cumu_crm","Average total unique patients",22.2687,22.2687,30,10000
0.9,0.9,"0.05","Discount CRM","random","Average total unique patients",21.6427,21.6427,30,9930
0.9,0,"0.05","Oracle (CRM, alpha = 0)","r_fixed","Average total unique patients",21.9817,21.9817,30,10000
0.9,0.9,"0.10","CRM","r_fixed","Average total unique patients",21.8338,21.8338,30,9980
0.9,0.9,"0.10","Alpha-CRM","alpha_crm","Average total unique patients",21.9287,21.9287,30,9830
0.9,0.9,"0.10","IPCRM","cumu_crm","Average total unique patients",22.5333,22.5333,30,10000
0.9,0.9,"0.10","Discount CRM","random","Average total unique patients",21.7693,21.7693,30,9910
0.9,0,"0.10","Oracle (CRM, alpha = 0)","r_fixed","Average total unique patients",22.0694,22.0694,30,10000
0.9,0.9,"0.15","CRM","r_fixed","Average total unique patients",22.0087,22.0087,30,9920
0.9,0.9,"0.15","Alpha-CRM","alpha_crm","Average total unique patients",22.1368,22.1368,30,9950
0.9,0.9,"0.15","IPCRM","cumu_crm","Average total unique patients",22.7567,22.7567,30,10000
0.9,0.9,"0.15","Discount CRM","random","Average total unique patients",21.9726,21.9726,30,9950
0.9,0,"0.15","Oracle (CRM, alpha = 0)","r_fixed","Average total unique patients",22.2173,22.2173,30,9830
0.9,0.9,"0.05","CRM","r_fixed","Average trial duration",353.7078,50.5296857142857,30,9950
0.9,0.9,"0.05","Alpha-CRM","alpha_crm","Average trial duration",352.7018,50.3859714285714,30,10000
0.9,0.9,"0.05","IPCRM","cumu_crm","Average trial duration",356.7118,50.9588285714286,30,10000
0.9,0.9,"0.05","Discount CRM","random","Average trial duration",352.0512,50.2930285714286,30,9930
0.9,0,"0.05","Oracle (CRM, alpha = 0)","r_fixed","Average trial duration",354.2513,50.6073285714286,30,10000
0.9,0.9,"0.10","CRM","r_fixed","Average trial duration",351.0327,50.1475285714286,30,9980
0.9,0.9,"0.10","Alpha-CRM","alpha_crm","Average trial duration",351.7032,50.2433142857143,30,9830
0.9,0.9,"0.10","IPCRM","cumu_crm","Average trial duration",357.5475,51.0782142857143,30,10000
0.9,0.9,"0.10","Discount CRM","random","Average trial duration",351.3824,50.1974857142857,30,9910
0.9,0,"0.10","Oracle (CRM, alpha = 0)","r_fixed","Average trial duration",353.0144,50.4306285714286,30,10000
0.9,0.9,"0.15","CRM","r_fixed","Average trial duration",350.8755,50.1250714285714,30,9920
0.9,0.9,"0.15","Alpha-CRM","alpha_crm","Average trial duration",351.8373,50.2624714285714,30,9950
0.9,0.9,"0.15","IPCRM","cumu_crm","Average trial duration",357.887,51.1267142857143,30,10000
0.9,0.9,"0.15","Discount CRM","random","Average trial duration",351.2798,50.1828285714286,30,9950
0.9,0,"0.15","Oracle (CRM, alpha = 0)","r_fixed","Average trial duration",352.8053,50.4007571428571,30,9830
