"Task_ID","Scenario","Source_Scenario","Scenario_Group","Scenario_Attempt","True_MTD","True_OBD","Target_Toxicity","Allocation","Nmax","N_s1","N_s2","Model","CRM_r_Model","CRM_Prior_a","CRM_Prior_b","Efficacy_Model","Efficacy_Prior_a","Efficacy_Prior_b","Efficacy_Carryover_Prior_a","Efficacy_Carryover_Prior_b","Efficacy_Additive_Alpha_Prior_a","Efficacy_Additive_Alpha_Prior_b","Utility_Type","Lambda_T","m_U","Enrollment_Scheme","Arrival_Rate","T_assess","Cycle_Max","IPDE_Design","Flexible_IPDE","Toxicity_IPDE_Alpha","Efficacy_IPDE_Alpha","Dose","True_DLT_rate","True_Efficacy_rate","Estimated_CRM_pj","Estimated_Efficacy","Estimated_Utility","r_hat","r_cap","r_use","MTD_Selection_pct","OBD_Selection_pct","Pts_Treated","Unique_Pts_by_Dose","IPDE_Doses","Total_Administrations","Total_Unique_Patients","Early_Stopping_pct","Design_Early_Stopping_pct","No_OBD_Selection_pct","Duration","n_valid","ntrial_from_files"
322,26,1,"higher_gap_above_MTD",1,3,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,5,0.8,0.55,0.4802,0.5037,51.0176,0.0812,NA,NA,0.2045,0.1022,0.4601,0.4601,0.0695,28.8374,23.1268,0.5112,0.5112,10.4294,1277.7113,978,978
323,27,2,"higher_gap_above_MTD",1,3,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,1,0.11,0.1,0.1641,0.1537,42.6572,0.077,NA,NA,12.8834,25.5624,8.3282,8.3282,0.4356,29.3804,23.0644,0.2045,0.2045,5.5215,1272.1805,978,978
323,27,2,"higher_gap_above_MTD",1,3,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,2,0.17,0.2,0.2122,0.2465,46.3031,0.077,NA,NA,21.0634,22.1881,6.3098,6.3098,2.9581,29.3804,23.0644,0.2045,0.2045,5.5215,1272.1805,978,978
323,27,2,"higher_gap_above_MTD",1,3,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,3,0.3,0.4,0.3077,0.4074,52.1383,0.077,NA,NA,46.5235,38.6503,9.4908,9.4908,1.6319,29.3804,23.0644,0.2045,0.2045,5.5215,1272.1805,978,978
323,27,2,"higher_gap_above_MTD",1,3,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,4,0.5,0.42,0.3555,0.4564,53.1601,0.077,NA,NA,17.4847,7.771,3.9325,3.9325,1.0613,29.3804,23.0644,0.2045,0.2045,5.5215,1272.1805,978,978
323,27,2,"higher_gap_above_MTD",1,3,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,5,0.62,0.45,0.4517,0.4892,51.2836,0.077,NA,NA,1.8405,0.3067,1.319,1.319,0.229,29.3804,23.0644,0.2045,0.2045,5.5215,1272.1805,978,978
324,28,3,"higher_gap_above_MTD",1,2,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,1,0.2,0.05,0.2561,0.0959,35.5053,0.0855,NA,NA,47.2393,21.6769,12.1442,12.1442,0.2924,25.7239,21.5552,2.7607,2.7607,33.6401,1193.1908,978,978
324,28,3,"higher_gap_above_MTD",1,2,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,2,0.3,0.3,0.3104,0.3687,49.7059,0.0855,NA,NA,35.7873,39.3661,8.4663,8.4663,2.7065,25.7239,21.5552,2.7607,2.7607,33.6401,1193.1908,978,978
324,28,3,"higher_gap_above_MTD",1,2,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,3,0.5,0.32,0.4105,0.4191,48.7289,0.0855,NA,NA,13.2924,5.0102,4.0982,4.0982,0.8497,25.7239,21.5552,2.7607,2.7607,33.6401,1193.1908,978,978
324,28,3,"higher_gap_above_MTD",1,2,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,4,0.6,0.35,0.4577,0.4781,50.3803,0.0855,NA,NA,0.9202,0.3067,0.8896,0.8896,0.2894,25.7239,21.5552,2.7607,2.7607,33.6401,1193.1908,978,978
324,28,3,"higher_gap_above_MTD",1,2,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,5,0.77,0.4,0.5482,0.4966,47.8664,0.0855,NA,NA,0,0,0.1258,0.1258,0.0307,25.7239,21.5552,2.7607,2.7607,33.6401,1193.1908,978,978
325,29,4,"higher_gap_above_MTD",1,2,1,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,1,0.19,0.4,0.2423,0.3882,53.6017,0.0831,NA,NA,42.638,71.2679,18.1196,18.1196,0.6196,29.4877,25.7945,2.454,2.6585,2.7607,1430.6578,978,978
325,29,4,"higher_gap_above_MTD",1,2,1,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,2,0.3,0.4,0.2964,0.415,53.0475,0.0831,NA,NA,41.002,21.9836,7.227,7.227,2.0941,29.4877,25.7945,2.454,2.6585,2.7607,1430.6578,978,978
325,29,4,"higher_gap_above_MTD",1,2,1,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,3,0.56,0.4,0.3969,0.4552,51.4352,0.0831,NA,NA,13.1902,3.681,3.5706,3.5706,0.8067,29.4877,25.7945,2.454,2.6585,2.7607,1430.6578,978,978
325,29,4,"higher_gap_above_MTD",1,2,1,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,4,0.74,0.4,0.4445,0.4913,51.6949,0.0831,NA,NA,0.7157,0.3067,0.5368,0.5368,0.1646,29.4877,25.7945,2.454,2.6585,2.7607,1430.6578,978,978
325,29,4,"higher_gap_above_MTD",1,2,1,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,5,0.86,0.4,0.5365,0.4985,48.4534,0.0831,NA,NA,0,0,0.0337,0.0337,0.0082,29.4877,25.7945,2.454,2.6585,2.7607,1430.6578,978,978
326,30,5,"higher_gap_above_MTD",1,4,4,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,1,0.05,0.12,0.1049,0.1786,46.5213,0.069,NA,NA,2.045,28.2209,5.2239,5.2239,0.3937,29.9172,21.9816,0,0,0.818,1215.3359,978,978
326,30,5,"higher_gap_above_MTD",1,4,4,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,2,0.08,0.15,0.1441,0.2017,46.3397,0.069,NA,NA,2.2495,15.1329,4.6166,4.6166,2.7894,29.9172,21.9816,0,0,0.818,1215.3359,978,978
326,30,5,"higher_gap_above_MTD",1,4,4,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,3,0.17,0.2,0.2283,0.2307,44.7115,0.069,NA,NA,22.8016,12.5767,5.8344,5.8344,1.5644,29.9172,21.9816,0,0,0.818,1215.3359,978,978
326,30,5,"higher_gap_above_MTD",1,4,4,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,4,0.27,0.4,0.2731,0.3865,52.2648,0.069,NA,NA,46.4213,33.0266,8.0552,8.0552,2.2924,29.9172,21.9816,0,0,0.818,1215.3359,978,978
326,30,5,"higher_gap_above_MTD",1,4,4,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,5,0.54,0.5,0.368,0.4845,54.349,0.069,NA,NA,26.4826,10.2249,6.1871,6.1871,0.8957,29.9172,21.9816,0,0,0.818,1215.3359,978,978
327,31,6,"higher_gap_above_MTD",1,4,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,1,0.04,0.2,0.0851,0.2562,51.9697,0.07,NA,NA,1.5337,9.816,4.1442,4.1442,0.1513,29.9847,22.7556,0,0,0.1022,1255.0156,978,978
327,31,6,"higher_gap_above_MTD",1,4,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,2,0.06,0.5,0.12,0.4492,62.1568,0.07,NA,NA,1.3292,42.229,5.7393,5.7393,2.7618,29.9847,22.7556,0,0,0.1022,1255.0156,978,978
327,31,6,"higher_gap_above_MTD",1,4,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,3,0.1,0.5,0.1979,0.4482,58.9754,0.07,NA,NA,8.589,23.3129,6.4939,6.4939,1.4622,29.9847,22.7556,0,0,0.1022,1255.0156,978,978
327,31,6,"higher_gap_above_MTD",1,4,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,4,0.2,0.5,0.2406,0.4679,58.4502,0.07,NA,NA,39.5706,20.7566,7.6994,7.6994,1.7188,29.9847,22.7556,0,0,0.1022,1255.0156,978,978
327,31,6,"higher_gap_above_MTD",1,4,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,5,0.6,0.5,0.3332,0.4768,55.2807,0.07,NA,NA,48.9775,3.7832,5.908,5.908,1.135,29.9847,22.7556,0,0,0.1022,1255.0156,978,978
328,32,1,"higher_gap_below_MTD",1,4,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,1,0.02,0.08,0.0735,0.1588,46.5861,0.0748,NA,NA,0.7157,15.3374,4.0368,4.0368,0.3415,29.9448,20.9847,0,0,0.6135,1153.7154,978,978
328,32,1,"higher_gap_below_MTD",1,4,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,2,0.05,0.15,0.1052,0.1937,47.4153,0.0748,NA,NA,0.3067,17.0757,4.3436,4.3436,2.8395,29.9448,20.9847,0,0,0.6135,1153.7154,978,978
328,32,1,"higher_gap_below_MTD",1,4,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,3,0.11,0.3,0.1776,0.2814,49.7803,0.0748,NA,NA,7.771,32.9243,7.6656,7.6656,2.0562,29.9448,20.9847,0,0,0.6135,1153.7154,978,978
328,32,1,"higher_gap_below_MTD",1,4,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,4,0.3,0.3,0.2181,0.2969,49.0877,0.0748,NA,NA,30.0613,24.9489,7.1227,7.1227,2.5634,29.9448,20.9847,0,0,0.6135,1153.7154,978,978
328,32,1,"higher_gap_below_MTD",1,4,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,5,0.36,0.3,0.3076,0.3409,48.1504,0.0748,NA,NA,61.1452,9.1002,6.7761,6.7761,1.1595,29.9448,20.9847,0,0,0.6135,1153.7154,978,978
329,33,2,"higher_gap_below_MTD",1,4,4,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,1,0.01,0.05,0.0832,0.1483,45.5705,0.0735,NA,NA,0,13.5992,3.5307,3.5307,0.2035,30,21.956,0,0,0.1022,1211.3585,978,978
329,33,2,"higher_gap_below_MTD",1,4,4,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,2,0.02,0.08,0.1174,0.1618,45.0103,0.0735,NA,NA,0.3067,6.135,3.6196,3.6196,2.635,30,21.956,0,0,0.1022,1211.3585,978,978
329,33,2,"higher_gap_below_MTD",1,4,4,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,3,0.09,0.2,0.1939,0.223,45.6265,0.0735,NA,NA,8.7935,12.8834,5.2975,5.2975,1.4233,30,21.956,0,0,0.1022,1211.3585,978,978
329,33,2,"higher_gap_below_MTD",1,4,4,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,4,0.32,0.4,0.236,0.3704,52.7852,0.0735,NA,NA,38.5481,40.0818,8.227,8.227,2.8211,30,21.956,0,0,0.1022,1211.3585,978,978
329,33,2,"higher_gap_below_MTD",1,4,4,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,5,0.38,0.5,0.3276,0.4772,55.5285,0.0735,NA,NA,52.3517,27.1984,9.3252,9.3252,0.9611,30,21.956,0,0,0.1022,1211.3585,978,978
330,34,3,"higher_gap_below_MTD",1,3,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,1,0.05,0.05,0.1304,0.1304,42.6088,0.0743,NA,NA,2.454,21.8814,5.3804,5.3804,0.502,29.7178,21.726,0,0,2.045,1197.7866,978,978
330,34,3,"higher_gap_below_MTD",1,3,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,2,0.13,0.1,0.1736,0.1578,42.5228,0.0743,NA,NA,9.7137,14.4172,5.7975,5.7975,3.2771,29.7178,21.726,0,0,2.045,1197.7866,978,978
330,34,3,"higher_gap_below_MTD",1,3,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,3,0.3,0.3,0.263,0.2996,47.459,0.0743,NA,NA,41.82,42.7403,9.8313,9.8313,1.9796,29.7178,21.726,0,0,2.045,1197.7866,978,978
330,34,3,"higher_gap_below_MTD",1,3,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,4,0.36,0.32,0.3092,0.3738,50.0567,0.0743,NA,NA,29.6524,15.8487,5.4601,5.4601,1.6912,29.7178,21.726,0,0,2.045,1197.7866,978,978
330,34,3,"higher_gap_below_MTD",1,3,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,5,0.42,0.35,0.4048,0.4392,50.1602,0.0743,NA,NA,16.3599,3.0675,3.2485,3.2485,0.5419,29.7178,21.726,0,0,2.045,1197.7866,978,978
331,35,4,"higher_gap_below_MTD",1,3,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,1,0.03,0.2,0.1217,0.2432,49.7218,0.0727,NA,NA,1.3292,16.7689,4.6595,4.6595,0.3241,29.9847,23.0552,0,0,0.1022,1273.3177,978,978
331,35,4,"higher_gap_below_MTD",1,3,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,2,0.09,0.45,0.1635,0.404,57.6959,0.0727,NA,NA,6.3395,44.4785,8.4202,8.4202,3.136,29.9847,23.0552,0,0,0.1022,1273.3177,978,978
331,35,4,"higher_gap_below_MTD",1,3,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,3,0.3,0.45,0.2511,0.4152,54.8659,0.0727,NA,NA,42.7403,26.6871,8.8221,8.8221,1.6299,29.9847,23.0552,0,0,0.1022,1273.3177,978,978
331,35,4,"higher_gap_below_MTD",1,3,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,4,0.4,0.45,0.2969,0.4423,54.6613,0.0727,NA,NA,30.5726,9.6115,5.0276,5.0276,1.3374,29.9847,23.0552,0,0,0.1022,1273.3177,978,978
331,35,4,"higher_gap_below_MTD",1,3,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,5,0.45,0.45,0.3921,0.4773,52.9551,0.0727,NA,NA,19.0184,2.3517,3.0552,3.0552,0.502,29.9847,23.0552,0,0,0.1022,1273.3177,978,978
332,36,5,"higher_gap_below_MTD",1,2,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,1,0.13,0.05,0.1922,0.1063,38.6932,0.0835,NA,NA,23.1084,26.9939,9.6074,9.6074,0.4294,27.8374,21.5675,0.409,0.409,15.2352,1188.5399,978,978
332,36,5,"higher_gap_below_MTD",1,2,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,2,0.29,0.2,0.2421,0.2536,45.5331,0.0835,NA,NA,34.4581,39.7751,8.365,8.365,3.4796,27.8374,21.5675,0.409,0.409,15.2352,1188.5399,978,978
332,36,5,"higher_gap_below_MTD",1,2,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,3,0.35,0.22,0.3389,0.3227,45.8077,0.0835,NA,NA,24.7444,11.4519,5.7577,5.7577,1.1994,27.8374,21.5675,0.409,0.409,15.2352,1188.5399,978,978
332,36,5,"higher_gap_below_MTD",1,2,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,4,0.4,0.3,0.3864,0.4269,50.1581,0.0835,NA,NA,11.9632,5.317,2.8313,2.8313,0.9346,27.8374,21.5675,0.409,0.409,15.2352,1188.5399,978,978
332,36,5,"higher_gap_below_MTD",1,2,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,5,0.43,0.35,0.4806,0.4755,49.306,0.0835,NA,NA,5.317,1.227,1.2761,1.2761,0.227,27.8374,21.5675,0.409,0.409,15.2352,1188.5399,978,978
333,37,6,"higher_gap_below_MTD",1,2,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,1,0.08,0.05,0.1965,0.1074,38.5852,0.086,NA,NA,17.0757,33.2311,8.7822,8.7822,0.5879,28.7331,21.6677,0.1022,0.1022,7.1575,1198.305,978,978
333,37,6,"higher_gap_below_MTD",1,2,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,2,0.3,0.2,0.2475,0.2285,43.8109,0.086,NA,NA,43.9673,47.0348,10.5706,10.5706,4.093,28.7331,21.6677,0.1022,0.1022,7.1575,1198.305,978,978
333,37,6,"higher_gap_below_MTD",1,2,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,3,0.4,0.2,0.3456,0.2931,43.7625,0.086,NA,NA,27.0961,9.816,6.1687,6.1687,1.2894,28.7331,21.6677,0.1022,0.1022,7.1575,1198.305,978,978
333,37,6,"higher_gap_below_MTD",1,2,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,4,0.45,0.2,0.3935,0.4048,48.5492,0.086,NA,NA,9.2025,2.454,2.4141,2.4141,0.9018,28.7331,21.6677,0.1022,0.1022,7.1575,1198.305,978,978
333,37,6,"higher_gap_below_MTD",1,2,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,5,0.5,0.2,0.4881,0.4629,48.2493,0.086,NA,NA,2.5562,0.3067,0.7975,0.7975,0.1933,28.7331,21.6677,0.1022,0.1022,7.1575,1198.305,978,978
334,1,1,"base_example",1,1,1,0.3,"one_stage",30,30,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,1,0.3,0.05,0.3196,0.0804,32.0395,0.0805,NA,NA,50.1022,34.2536,15.138,15.138,1.0225,24.9172,19.2904,11.7587,13.1902,48.2618,1064.226,978,978
334,1,1,"base_example",1,1,1,0.3,"one_stage",30,30,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,2,0.35,0.06,0.3738,0.137,33.2653,0.0805,NA,NA,24.6421,15.7464,5.7914,5.7914,3.2147,24.9172,19.2904,11.7587,13.1902,48.2618,1064.226,978,978
334,1,1,"base_example",1,1,1,0.3,"one_stage",30,30,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,3,0.4,0.07,0.4707,0.3487,42.0949,0.0805,NA,NA,8.6912,1.636,2.2669,2.2669,0.7014,24.9172,19.2904,11.7587,13.1902,48.2618,1064.226,978,978
334,1,1,"base_example",1,1,1,0.3,"one_stage",30,30,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,4,0.45,0.08,0.5152,0.4006,43.4256,0.0805,NA,NA,4.09,0,1.3436,1.3436,0.5634,24.9172,19.2904,11.7587,13.1902,48.2618,1064.226,978,978
334,1,1,"base_example",1,1,1,0.3,"one_stage",30,30,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,5,0.5,0.09,0.5993,0.4667,44.0293,0.0805,NA,NA,0.7157,0.1022,0.3773,0.3773,0.1247,24.9172,19.2904,11.7587,13.1902,48.2618,1064.226,978,978
335,2,2,"base_example",1,3,3,0.3,"one_stage",30,30,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,1,0.15,0.2,0.1621,0.2164,46.4972,0.074,NA,NA,4.2945,30.3681,9.862,9.862,0.592,29.8742,23.4724,0.3067,0.3067,1.0225,1298.3295,978,978
335,2,2,"base_example",1,3,3,0.3,"one_stage",30,30,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,6,"continuous",0.0179,28,2,1,1,0,0,2,0.2,0.25,0.2091,0.2426,46.1936,0.074,NA,NA,30.5726,20.7566,7.2669,7.2669,3.1973,29.8742,23.4724,0.3067,0.3067,1.0225,1298.3295,978,978
