"Task_ID","Scenario","Source_Scenario","Scenario_Group","Scenario_Attempt","True_MTD","True_OBD","Target_Toxicity","Allocation","Nmax","N_s1","N_s2","Model","CRM_r_Model","CRM_Prior_a","CRM_Prior_b","Efficacy_Model","Efficacy_Prior_a","Efficacy_Prior_b","Efficacy_Carryover_Prior_a","Efficacy_Carryover_Prior_b","Efficacy_Additive_Alpha_Prior_a","Efficacy_Additive_Alpha_Prior_b","Utility_Type","Lambda_T","m_U","Enrollment_Scheme","Arrival_Rate","T_assess","Cycle_Max","IPDE_Design","Flexible_IPDE","Toxicity_IPDE_Alpha","Efficacy_IPDE_Alpha","Dose","True_DLT_rate","True_Efficacy_rate","Estimated_CRM_pj","Estimated_Efficacy","Estimated_Utility","r_hat","r_cap","r_use","MTD_Selection_pct","OBD_Selection_pct","Pts_Treated","Unique_Pts_by_Dose","IPDE_Doses","Total_Administrations","Total_Unique_Patients","Early_Stopping_pct","Design_Early_Stopping_pct","No_OBD_Selection_pct","Duration","n_valid","ntrial_from_files"
1,1,1,"base_example",1,1,1,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,1,0.3,0.05,0.326,0.0781,-0.0197,0.0847,NA,NA,58.6,30.4,15.39,15.39,0.58,22.599,18.993,13.1,13.7,57,1049.0872,1000,1000
1,1,1,"base_example",1,1,1,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,2,0.35,0.06,0.3799,0.3152,0.2013,0.0847,NA,NA,17.1,11,3.84,3.84,1.993,22.599,18.993,13.1,13.7,57,1049.0872,1000,1000
1,1,1,"base_example",1,1,1,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,3,0.4,0.07,0.4758,0.3817,0.2389,0.0847,NA,NA,6.9,1,2.127,2.127,0.569,22.599,18.993,13.1,13.7,57,1049.0872,1000,1000
1,1,1,"base_example",1,1,1,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,4,0.45,0.08,0.52,0.449,0.293,0.0847,NA,NA,3.4,0.4,0.921,0.921,0.378,22.599,18.993,13.1,13.7,57,1049.0872,1000,1000
1,1,1,"base_example",1,1,1,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,5,0.5,0.09,0.6032,0.4815,0.3005,0.0847,NA,NA,0.9,0.2,0.321,0.321,0.086,22.599,18.993,13.1,13.7,57,1049.0872,1000,1000
2,2,2,"base_example",1,3,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,1,0.15,0.2,0.161,0.2246,0.1763,0.0782,NA,NA,22,34.8,11.412,11.412,0.366,29.718,24.401,0.5,0.5,1.9,1347.0283,1000,1000
2,2,2,"base_example",1,3,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,2,0.2,0.25,0.2076,0.3094,0.2471,0.0782,NA,NA,18.5,16.2,5.202,5.202,2.403,29.718,24.401,0.5,0.5,1.9,1347.0283,1000,1000
2,2,2,"base_example",1,3,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,3,0.3,0.5,0.3009,0.4757,0.3854,0.0782,NA,NA,29.6,32,7.173,7.173,1.356,29.718,24.401,0.5,0.5,1.9,1347.0283,1000,1000
2,2,2,"base_example",1,3,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,4,0.35,0.5,0.3479,0.4851,0.3808,0.0782,NA,NA,20,11.9,3.921,3.921,0.884,29.718,24.401,0.5,0.5,1.9,1347.0283,1000,1000
2,2,2,"base_example",1,3,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,5,0.45,0.5,0.443,0.4985,0.3656,0.0782,NA,NA,9.4,3.2,2.01,2.01,0.308,29.718,24.401,0.5,0.5,1.9,1347.0283,1000,1000
3,3,3,"base_example",1,3,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,1,0.15,0.1,0.1637,0.1565,0.1074,0.081,NA,NA,22,18.4,9.708,9.708,0.173,28.881,23.185,0.5,0.5,10,1279.4482,1000,1000
3,3,3,"base_example",1,3,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,2,0.2,0.4,0.2105,0.392,0.3289,0.081,NA,NA,18.2,40.3,7.485,7.485,2.898,28.881,23.185,0.5,0.5,10,1279.4482,1000,1000
3,3,3,"base_example",1,3,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,3,0.3,0.4,0.3038,0.4138,0.3226,0.081,NA,NA,31,21.4,6.156,6.156,1.248,28.881,23.185,0.5,0.5,10,1279.4482,1000,1000
3,3,3,"base_example",1,3,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,4,0.35,0.4,0.3508,0.4457,0.3404,0.081,NA,NA,18.4,7.3,3.678,3.678,1.026,28.881,23.185,0.5,0.5,10,1279.4482,1000,1000
3,3,3,"base_example",1,3,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,5,0.45,0.4,0.4456,0.4714,0.3377,0.081,NA,NA,9.9,2.6,1.854,1.854,0.351,28.881,23.185,0.5,0.5,10,1279.4482,1000,1000
4,4,4,"base_example",1,4,4,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,1,0.05,0.05,0.0998,0.1408,0.1109,0.0738,NA,NA,2,7.3,4.533,4.533,0.291,29.73,22.197,0,0,1.9,1224.0765,1000,1000
4,4,4,"base_example",1,4,4,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,2,0.1,0.1,0.1376,0.179,0.1377,0.0738,NA,NA,3,8.3,4.308,4.308,2.828,29.73,22.197,0,0,1.9,1224.0765,1000,1000
4,4,4,"base_example",1,4,4,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,3,0.18,0.25,0.2196,0.2698,0.2039,0.0738,NA,NA,20.4,21.3,6.627,6.627,1.447,29.73,22.197,0,0,1.9,1224.0765,1000,1000
4,4,4,"base_example",1,4,4,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,4,0.3,0.5,0.2636,0.4675,0.3884,0.0738,NA,NA,39.8,42.1,7.851,7.851,2.218,29.73,22.197,0,0,1.9,1224.0765,1000,1000
4,4,4,"base_example",1,4,4,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,5,0.4,0.55,0.3574,0.5082,0.401,0.0738,NA,NA,34.8,19.1,6.411,6.411,0.749,29.73,22.197,0,0,1.9,1224.0765,1000,1000
5,5,5,"base_example",1,5,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,1,0.07,0.05,0.0839,0.1391,0.1139,0.0764,NA,NA,5.4,5,4.974,4.974,0.186,29.415,20.889,0.1,0.1,4.3,1151.9415,1000,1000
5,5,5,"base_example",1,5,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,2,0.12,0.3,0.1171,0.294,0.2589,0.0764,NA,NA,3.3,34.7,6.543,6.543,3.431,29.415,20.889,0.1,0.1,4.3,1151.9415,1000,1000
5,5,5,"base_example",1,5,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,3,0.17,0.3,0.1915,0.303,0.2455,0.0764,NA,NA,12.6,26.7,6.627,6.627,1.753,29.415,20.889,0.1,0.1,4.3,1151.9415,1000,1000
5,5,5,"base_example",1,5,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,4,0.22,0.3,0.2326,0.328,0.2582,0.0764,NA,NA,23.6,18.8,5.769,5.769,2.101,29.415,20.889,0.1,0.1,4.3,1151.9415,1000,1000
5,5,5,"base_example",1,5,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,5,0.3,0.3,0.3224,0.3688,0.2721,0.0764,NA,NA,55,10.5,5.502,5.502,1.055,29.415,20.889,0.1,0.1,4.3,1151.9415,1000,1000
6,6,1,"five_scenarios_txt",1,1,1,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,1,0.29,0.3,0.3088,0.3053,0.2127,0.0829,NA,NA,56.3,68.2,19.548,19.548,0.364,27.495,24.647,12.7,13.5,13.8,1368.0733,1000,1000
6,6,1,"five_scenarios_txt",1,1,1,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,2,0.34,0.32,0.3629,0.4074,0.2985,0.0829,NA,NA,17,12.9,4.026,4.026,1.526,27.495,24.647,12.7,13.5,13.8,1368.0733,1000,1000
6,6,1,"five_scenarios_txt",1,1,1,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,3,0.38,0.35,0.46,0.4468,0.3088,0.0829,NA,NA,9.1,3.6,2.457,2.457,0.554,27.495,24.647,12.7,13.5,13.8,1368.0733,1000,1000
6,6,1,"five_scenarios_txt",1,1,1,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,4,0.43,0.38,0.5049,0.4798,0.3284,0.0829,NA,NA,4,0.9,1.089,1.089,0.327,27.495,24.647,12.7,13.5,13.8,1368.0733,1000,1000
6,6,1,"five_scenarios_txt",1,1,1,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,5,0.52,0.4,0.5899,0.4932,0.3163,0.0829,NA,NA,0.9,0.6,0.375,0.375,0.077,27.495,24.647,12.7,13.5,13.8,1368.0733,1000,1000
7,7,2,"five_scenarios_txt",1,4,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,1,0.16,0.2,0.1522,0.2361,0.1904,0.0762,NA,NA,22.7,26.2,10.818,10.818,0.192,29.643,24.433,0.7,0.7,2.3,1349.8612,1000,1000
7,7,2,"five_scenarios_txt",1,4,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,2,0.2,0.5,0.197,0.4663,0.4072,0.0762,NA,NA,15.2,36.7,7.035,7.035,2.595,29.643,24.433,0.7,0.7,2.3,1349.8612,1000,1000
7,7,2,"five_scenarios_txt",1,4,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,3,0.26,0.5,0.2874,0.4709,0.3847,0.0762,NA,NA,21.9,20.3,5.616,5.616,1.112,29.643,24.433,0.7,0.7,2.3,1349.8612,1000,1000
7,7,2,"five_scenarios_txt",1,4,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,4,0.31,0.5,0.3335,0.4794,0.3794,0.0762,NA,NA,21.9,10.5,3.732,3.732,0.951,29.643,24.433,0.7,0.7,2.3,1349.8612,1000,1000
7,7,2,"five_scenarios_txt",1,4,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,5,0.36,0.5,0.4276,0.487,0.3587,0.0762,NA,NA,17.6,4,2.442,2.442,0.36,29.643,24.433,0.7,0.7,2.3,1349.8612,1000,1000
8,8,3,"five_scenarios_txt",1,1,1,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,1,0.32,0.1,0.348,0.119,0.0146,0.0843,NA,NA,62,43.3,17.352,17.352,0.349,23.964,21.261,17.4,18.1,43.8,1173.8073,1000,1000
8,8,3,"five_scenarios_txt",1,1,1,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,2,0.37,0.15,0.4022,0.3665,0.2458,0.0843,NA,NA,13,9.3,3.675,3.675,1.618,23.964,21.261,17.4,18.1,43.8,1173.8073,1000,1000
8,8,3,"five_scenarios_txt",1,1,1,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,3,0.42,0.2,0.4975,0.4252,0.2759,0.0843,NA,NA,4.9,2,1.845,1.845,0.42,23.964,21.261,17.4,18.1,43.8,1173.8073,1000,1000
8,8,3,"five_scenarios_txt",1,1,1,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,4,0.48,0.3,0.5409,0.4797,0.3174,0.0843,NA,NA,2.1,1.2,0.825,0.825,0.268,23.964,21.261,17.4,18.1,43.8,1173.8073,1000,1000
8,8,3,"five_scenarios_txt",1,1,1,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,5,0.52,0.4,0.6222,0.4959,0.3093,0.0843,NA,NA,0.6,0.4,0.267,0.267,0.048,23.964,21.261,17.4,18.1,43.8,1173.8073,1000,1000
9,9,4,"five_scenarios_txt",1,5,5,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,1,0.15,0.05,0.1331,0.1137,0.0738,0.0801,NA,NA,21.5,13.6,8.907,8.907,0.421,27.723,21.217,0.5,0.5,19.3,1169.2823,1000,1000
9,9,4,"five_scenarios_txt",1,5,5,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,2,0.18,0.08,0.1734,0.2132,0.1612,0.0801,NA,NA,10.5,10.7,4.335,4.335,2.654,27.723,21.217,0.5,0.5,19.3,1169.2823,1000,1000
9,9,4,"five_scenarios_txt",1,5,5,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,3,0.22,0.2,0.2573,0.2949,0.2177,0.0801,NA,NA,16,16.9,5.358,5.358,1.313,27.723,21.217,0.5,0.5,19.3,1169.2823,1000,1000
9,9,4,"five_scenarios_txt",1,5,5,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,4,0.26,0.25,0.3011,0.3619,0.2715,0.0801,NA,NA,17.3,13.5,4.011,4.011,1.419,27.723,21.217,0.5,0.5,19.3,1169.2823,1000,1000
9,9,4,"five_scenarios_txt",1,5,5,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,5,0.29,0.5,0.3927,0.4878,0.37,0.0801,NA,NA,34.2,26,5.112,5.112,0.699,27.723,21.217,0.5,0.5,19.3,1169.2823,1000,1000
10,10,5,"five_scenarios_txt",1,2,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,1,0.23,0.05,0.2395,0.1039,0.0321,0.0827,NA,NA,43.6,11.7,11.766,11.766,0.084,25.053,21.114,4.2,4.3,38.5,1165.1946,1000,1000
10,10,5,"five_scenarios_txt",1,2,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,2,0.28,0.4,0.2907,0.4259,0.3387,0.0827,NA,NA,20.7,31.1,5.841,5.841,2.273,25.053,21.114,4.2,4.3,38.5,1165.1946,1000,1000
10,10,5,"five_scenarios_txt",1,2,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,3,0.32,0.42,0.3868,0.4559,0.3398,0.0827,NA,NA,16.3,12.4,4.179,4.179,0.839,25.053,21.114,4.2,4.3,38.5,1165.1946,1000,1000
10,10,5,"five_scenarios_txt",1,2,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,4,0.39,0.45,0.433,0.4759,0.346,0.0827,NA,NA,10.1,4.3,2.139,2.139,0.567,25.053,21.114,4.2,4.3,38.5,1165.1946,1000,1000
10,10,5,"five_scenarios_txt",1,2,2,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,5,0.43,0.5,0.5231,0.4951,0.3382,0.0827,NA,NA,5.1,2,1.128,1.128,0.176,25.053,21.114,4.2,4.3,38.5,1165.1946,1000,1000
11,11,1,"five_scenarios_txt",1,2,1,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,1,0.22,0.2,0.2547,0.2059,0.1294,0.0821,NA,NA,46.5,66.6,18.456,18.456,0.572,28.917,24.723,4,4.2,7.2,1370.2611,1000,1000
11,11,1,"five_scenarios_txt",1,2,1,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,2,0.32,0.2,0.3089,0.3195,0.2268,0.0821,NA,NA,33.1,21.4,5.817,5.817,2.373,28.917,24.723,4,4.2,7.2,1370.2611,1000,1000
11,11,1,"five_scenarios_txt",1,2,1,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,3,0.44,0.2,0.409,0.3756,0.2529,0.0821,NA,NA,13.9,4.1,3.507,3.507,0.813,28.917,24.723,4,4.2,7.2,1370.2611,1000,1000
11,11,1,"five_scenarios_txt",1,2,1,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,4,0.59,0.2,0.4563,0.4512,0.3143,0.0821,NA,NA,2.5,0.7,0.993,0.993,0.401,28.917,24.723,4,4.2,7.2,1370.2611,1000,1000
11,11,1,"five_scenarios_txt",1,2,1,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,5,0.67,0.2,0.547,0.4912,0.3271,0.0821,NA,NA,0,0,0.144,0.144,0.035,28.917,24.723,4,4.2,7.2,1370.2611,1000,1000
12,12,2,"five_scenarios_txt",3,4,4,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,1,0.06,0.05,0.1039,0.1363,0.1051,0.0724,NA,NA,3.6,15.1,5.07,5.07,0.338,29.55,21.832,0.1,0.1,3.2,1205.768,1000,1000
12,12,2,"five_scenarios_txt",3,4,4,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,2,0.09,0.1,0.1425,0.1778,0.1351,0.0724,NA,NA,2.8,12.2,4.635,4.635,2.919,29.55,21.832,0.1,0.1,3.2,1205.768,1000,1000
12,12,2,"five_scenarios_txt",3,4,4,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,3,0.18,0.12,0.2257,0.1867,0.119,0.0724,NA,NA,20.1,9.4,5.349,5.349,1.375,29.55,21.832,0.1,0.1,3.2,1205.768,1000,1000
12,12,2,"five_scenarios_txt",3,4,4,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,4,0.29,0.4,0.2702,0.399,0.318,0.0724,NA,NA,42.3,36.3,7.386,7.386,2.249,29.55,21.832,0.1,0.1,3.2,1205.768,1000,1000
12,12,2,"five_scenarios_txt",3,4,4,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,5,0.44,0.6,0.3645,0.5463,0.4369,0.0724,NA,NA,31.1,23.8,7.11,7.11,0.837,29.55,21.832,0.1,0.1,3.2,1205.768,1000,1000
13,13,3,"five_scenarios_txt",1,3,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,1,0.21,0.05,0.2241,0.1036,0.0364,0.0823,NA,NA,39.8,13.4,11.454,11.454,0.148,25.671,21.07,2.9,2.9,33.9,1162.3066,1000,1000
13,13,3,"five_scenarios_txt",1,3,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,2,0.29,0.3,0.2749,0.3666,0.2841,0.0823,NA,NA,21.8,33.3,6.165,6.165,2.524,25.671,21.07,2.9,2.9,33.9,1162.3066,1000,1000
13,13,3,"five_scenarios_txt",1,3,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,3,0.3,0.32,0.3713,0.4105,0.2991,0.0823,NA,NA,19.2,13.3,4.497,4.497,0.965,25.671,21.07,2.9,2.9,33.9,1162.3066,1000,1000
13,13,3,"five_scenarios_txt",1,3,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,4,0.39,0.35,0.4179,0.4482,0.3228,0.0823,NA,NA,11.7,4.3,2.394,2.394,0.745,25.671,21.07,2.9,2.9,33.9,1162.3066,1000,1000
13,13,3,"five_scenarios_txt",1,3,3,0.3,"two_stage",30,6,30,"CRM","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,5,0.46,0.4,0.5094,0.4811,0.3283,0.0823,NA,NA,4.6,1.8,1.161,1.161,0.219,25.671,21.07,2.9,2.9,33.9,1162.3066,1000,1000
