"Task_ID","Scenario","Source_Scenario","Scenario_Group","Scenario_Attempt","True_MTD","True_OBD","Target_Toxicity","Allocation","Nmax","Sample_Size","N_s1","N_s2","Model","Model_ID","Carryover_Model","CRM_r_Model","CRM_Prior_a","CRM_Prior_b","Efficacy_Model","Efficacy_Prior_a","Efficacy_Prior_b","Efficacy_Carryover_Prior_a","Efficacy_Carryover_Prior_b","Efficacy_Additive_Alpha_Prior_a","Efficacy_Additive_Alpha_Prior_b","Utility_Type","Lambda_T","Stage2_Allocation","Enrollment_Scheme","Arrival_Rate","T_assess","Cycle_Max","IPDE_Dose_Assignment","Toxicity_IPDE_Alpha","Efficacy_IPDE_Alpha","Efficacy_Threshold","Futility_Cutoff","Min_Eff_N_for_Futility","Recycle_Toxicity_Rule","Recycle_Efficacy_Rule","Dose","True_DLT_rate","True_Efficacy_rate","Estimated_CRM_pj","Estimated_Efficacy","Estimated_Utility","r_hat","r_cap","r_use","MTD_Selection_pct","OBD_Selection_pct","Pts_Treated","Unique_Pts_by_Dose","IPDE_Doses","Total_Administrations","Total_Unique_Patients","Early_Stopping_pct","Design_Early_Stopping_pct","No_OBD_Selection_pct","Duration","n_valid","ntrial_from_files"
1,1,1,"base_example",1,1,1,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"top2_randomized","continuous",0.0179,28,1,"any_admissible_dose",0,0,0.2,0.95,3,1,0,1,0.3,0.05,0.3343,0.0762,31.1992,0.1389,NA,NA,53.0761,27.633,15.9937,15.9937,0,23.4369,23.4369,13.6601,13.6601,55.9958,1298.2008,959,959
1,1,1,"base_example",1,1,1,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"top2_randomized","continuous",0.0179,28,1,"any_admissible_dose",0,0,0.2,0.95,3,1,0,2,0.35,0.06,0.3887,0.2496,39.4278,0.1389,NA,NA,21.2722,13.9729,5.0803,5.0803,0,23.4369,23.4369,13.6601,13.6601,55.9958,1298.2008,959,959
1,1,1,"base_example",1,1,1,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"top2_randomized","continuous",0.0179,28,1,"any_admissible_dose",0,0,0.2,0.95,3,1,0,3,0.4,0.07,0.485,0.3669,42.6131,0.1389,NA,NA,9.9062,1.7727,1.5871,1.5871,0,23.4369,23.4369,13.6601,13.6601,55.9958,1298.2008,959,959
1,1,1,"base_example",1,1,1,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"top2_randomized","continuous",0.0179,28,1,"any_admissible_dose",0,0,0.2,0.95,3,1,0,4,0.45,0.08,0.529,0.4415,45.3307,0.1389,NA,NA,1.7727,0.5214,0.6413,0.6413,0,23.4369,23.4369,13.6601,13.6601,55.9958,1298.2008,959,959
1,1,1,"base_example",1,1,1,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"top2_randomized","continuous",0.0179,28,1,"any_admissible_dose",0,0,0.2,0.95,3,1,0,5,0.5,0.09,0.6117,0.4852,44.6453,0.1389,NA,NA,0.3128,0.1043,0.1345,0.1345,0,23.4369,23.4369,13.6601,13.6601,55.9958,1298.2008,959,959
2,16,1,"five_scenarios_txt",1,5,1,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"top2_randomized","continuous",0.0179,28,1,"any_admissible_dose",0,0,0.2,0.95,3,1,0,1,0.02,0.2,0.0419,0.2145,51.1929,0.1368,NA,NA,0,34.2023,7.7664,7.7664,0,30,30,0,0,0,1663.4754,959,959
2,16,1,"five_scenarios_txt",1,5,1,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"top2_randomized","continuous",0.0179,28,1,"any_admissible_dose",0,0,0.2,0.95,3,1,0,2,0.06,0.2,0.0637,0.2047,49.7362,0.1368,NA,NA,0,22.732,6.7998,6.7998,0,30,30,0,0,0,1663.4754,959,959
2,16,1,"five_scenarios_txt",1,5,1,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"top2_randomized","continuous",0.0179,28,1,"any_admissible_dose",0,0,0.2,0.95,3,1,0,3,0.09,0.2,0.1181,0.2088,47.8022,0.1368,NA,NA,0.6257,16.4755,5.6444,5.6444,0,30,30,0,0,0,1663.4754,959,959
2,16,1,"five_scenarios_txt",1,5,1,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"top2_randomized","continuous",0.0179,28,1,"any_admissible_dose",0,0,0.2,0.95,3,1,0,4,0.14,0.2,0.1508,0.2207,47.209,0.1368,NA,NA,6.5693,15.537,5.5172,5.5172,0,30,30,0,0,0,1663.4754,959,959
2,16,1,"five_scenarios_txt",1,5,1,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"top2_randomized","continuous",0.0179,28,1,"any_admissible_dose",0,0,0.2,0.95,3,1,0,5,0.26,0.2,0.2276,0.2428,45.4639,0.1368,NA,NA,92.805,11.0532,4.2722,4.2722,0,30,30,0,0,0,1663.4754,959,959
