"Task_ID","Scenario","Source_Scenario","Scenario_Group","Attempt","Allocation","Model_ID","Carryover_Model","Efficacy_Model","Nmax","N_s1","N_s2","n_eval","Cycle_Max","Arrival_Rate","T_assess","True_MTD","True_OBD","Target_Toxicity","Utility_Type","Lambda_T","Dose","True_DLT_rate","True_Efficacy_rate","Estimated_CRM_pj","Estimated_Efficacy","Estimated_Utility","Carryover_Mean","MTD_Selection_pct","OBD_Selection_pct","Pts_Treated","Unique_Pts_by_Dose","IPDE_Doses","Total_Administrations","Total_Unique_Patients","Duration","Early_Stop_pct","ntrial"
3,20,5,"five_scenarios_txt",1,"two_stage","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,3,2,0.3,3,1,1,0.07,0.05,0.134397408177288,0.11998129079421,41.8229811205611,0.119330151114722,2.3,11,5.37,3.604,1.912,29.562,18.768,1102.63965162177,2.9,1000
3,20,5,"five_scenarios_txt",1,"two_stage","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,3,2,0.3,3,1,2,0.14,0.25,0.177958760879193,0.230716873352235,46.7246619659664,0.119330151114722,15.2,50.2,11.082,8.128,4.487,29.562,18.768,1102.63965162177,2.9,1000
3,20,5,"five_scenarios_txt",1,"two_stage","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,3,2,0.3,3,1,3,0.31,0.25,0.267818437053057,0.264758287294547,45.1727597555506,0.119330151114722,44.7,25.9,7.986,6.257,2.726,29.562,18.768,1102.63965162177,2.9,1000
3,20,5,"five_scenarios_txt",1,"two_stage","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,3,2,0.3,3,1,4,0.41,0.25,0.314173660358336,0.360902360870934,49.0871952379226,0.119330151114722,27.6,8.8,3.753,3.122,1.264,29.562,18.768,1102.63965162177,2.9,1000
3,20,5,"five_scenarios_txt",1,"two_stage","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,3,2,0.3,3,1,5,0.52,0.25,0.409734026678148,0.431999190144731,49.5305903415579,0.119330151114722,10.1,1.2,1.371,1.206,0.405,29.562,18.768,1102.63965162177,2.9,1000
4,24,4,"five_scenarios_txt",1,"two_stage","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,5,4,0.3,3,1,1,0.01,0.05,0.0290782307128735,0.145240917761287,47.5513258371623,0.119569238192351,0,1.3,3.426,2.382,1.103,30,19.527,1201.29316809362,0,1000
4,24,4,"five_scenarios_txt",1,"two_stage","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,5,4,0.3,3,1,2,0.02,0.08,0.0463192759016355,0.163585884959244,47.9623820614892,0.119569238192351,0,1.8,3.48,2.798,1.8,30,19.527,1201.29316809362,0,1000
4,24,4,"five_scenarios_txt",1,"two_stage","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,5,4,0.3,3,1,3,0.05,0.2,0.0922126621357395,0.229229557425571,50.0652669601047,0.119569238192351,0.7,4.8,4.479,3.511,1.862,30,19.527,1201.29316809362,0,1000
4,24,4,"five_scenarios_txt",1,"two_stage","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,5,4,0.3,3,1,4,0.1,0.5,0.121169238979237,0.428022208045714,60.8345629235734,0.119569238192351,4.3,56,10.644,8.448,3.507,30,19.527,1201.29316809362,0,1000
4,24,4,"five_scenarios_txt",1,"two_stage","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,5,4,0.3,3,1,5,0.25,0.5,0.192073653881054,0.439050388336992,58.6600771449774,0.119569238192351,95,36.1,7.971,6.563,2.201,30,19.527,1201.29316809362,0,1000
5,27,2,"higher_gap_above_MTD",1,"two_stage","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,3,3,0.3,3,1,1,0.11,0.1,0.160369345612221,0.13909026928793,41.930642332787,0.116165086284994,7,16.4,7.704,5.119,2.817,29.157,19.149,1115.47639196044,5.1,1000
