"Scenario_Set","Model","Method","BOIN_Method","BOIN_r_estimator","CRM_r_model","CFO_Method","Alpha_true","r_carry","Accrual","T_assess","Nmax_eff","Dose_Cap","Cycle_Max","Continuous_Enrollment","Restrict_To_Tried","Restrict_To_Target","Metric","D1","D2","D3","D4","D5","Total","Duration","n_scenarios_expected","n_scenarios_found","n_scenarios_missing","n_files_found","ntrial_total_from_files"
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0,0,0.0714,28,30,3,2,1,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,12.5424,NA,10000,9900,100,9900,990000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0,0,0.0714,28,30,3,2,1,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,20.0102,NA,10000,9900,100,9900,990000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0,0,0.0714,28,30,3,2,1,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,7.2695,NA,10000,9900,100,9900,990000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0,0,0.0714,28,30,3,2,1,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,9.4119,NA,10000,9900,100,9900,990000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0,0,0.0714,28,30,3,2,1,1,0,"Average dose selection %",15.8017,17.7663,18.0334,17.6418,25.9025,NA,NA,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0,0,0.0714,28,30,3,2,1,1,0,"Average dose allocation",7.4822,6.0091,5.2748,4.2906,6.1405,NA,NA,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0,0,0.0714,28,30,3,2,1,1,0,"Average total unique patients",NA,NA,NA,NA,NA,22.3469,NA,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0,0,0.0714,28,30,3,2,1,1,0,"Average trial duration",NA,NA,NA,NA,NA,NA,353.58,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0,0,0.0714,28,30,3,2,1,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,57.8039,NA,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0,0,0.0714,28,30,3,2,1,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,12.4267,NA,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0,0,0.0714,28,30,3,2,1,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,23.0073,NA,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0,0,0.0714,28,30,3,2,1,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,7.771,NA,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0,0,0.0714,28,30,3,2,1,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,8.9994,NA,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0,0,0.0714,28,30,3,2,1,1,0,"Average dose selection %",14.7811,19.8056,18.7341,19.1132,25.0225,NA,NA,10000,9930,70,9930,993000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0,0,0.0714,28,30,3,2,1,1,0,"Average dose allocation",6.1075,7.1962,5.6311,4.7402,5.9611,NA,NA,10000,9930,70,9930,993000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0,0,0.0714,28,30,3,2,1,1,0,"Average total unique patients",NA,NA,NA,NA,NA,23.0024,NA,10000,9930,70,9930,993000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0,0,0.0714,28,30,3,2,1,1,0,"Average trial duration",NA,NA,NA,NA,NA,NA,359.6149,10000,9930,70,9930,993000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0,0,0.0714,28,30,3,2,1,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,59.7622,NA,10000,9930,70,9930,993000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0,0,0.0714,28,30,3,2,1,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,12.4922,NA,10000,9930,70,9930,993000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0,0,0.0714,28,30,3,2,1,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,24.9116,NA,10000,9930,70,9930,993000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0,0,0.0714,28,30,3,2,1,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,8.8338,NA,10000,9930,70,9930,993000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0,0,0.0714,28,30,3,2,1,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,8.31,NA,10000,9930,70,9930,993000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average dose selection %",19.7485,18.214,18.9021,16.6187,21.9687,NA,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average dose allocation",8.3802,6.176,5.5488,4.1579,4.9376,NA,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average total unique patients",NA,NA,NA,NA,NA,22.1381,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average trial duration",NA,NA,NA,NA,NA,NA,352.1418,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,59.9426,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,13.2002,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,14.7161,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,5.7231,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,10.2771,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average dose selection %",19.1704,18.2108,18.8249,16.4234,22.7866,NA,NA,10000,9660,340,9660,966000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average dose allocation",7.8028,6.2589,5.5561,4.2046,5.3779,NA,NA,10000,9660,340,9660,966000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average total unique patients",NA,NA,NA,NA,NA,22.1698,NA,10000,9660,340,9660,966000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average trial duration",NA,NA,NA,NA,NA,NA,352.7259,10000,9660,340,9660,966000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,59.5179,NA,10000,9660,340,9660,966000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,12.8114,NA,10000,9660,340,9660,966000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,15.9932,NA,10000,9660,340,9660,966000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,6.6225,NA,10000,9660,340,9660,966000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,9.7664,NA,10000,9660,340,9660,966000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average dose selection %",17.7389,17.5324,18.2315,16.8823,24.5854,NA,NA,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average dose allocation",7.8249,6.1041,5.2158,4.2103,5.8226,NA,NA,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average total unique patients",NA,NA,NA,NA,NA,22.2679,NA,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average trial duration",NA,NA,NA,NA,NA,NA,352.9571,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,59.4361,NA,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,12.8195,NA,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,18.8664,NA,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,7.0342,NA,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,9.3239,NA,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average dose selection %",16.4805,19.6883,19.0011,18.42,23.7296,NA,NA,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average dose allocation",6.4009,7.3181,5.5644,4.646,5.6902,NA,NA,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average total unique patients",NA,NA,NA,NA,NA,22.9215,NA,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average trial duration",NA,NA,NA,NA,NA,NA,359.0582,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,61.6442,NA,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,12.888,NA,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,21.0084,NA,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,8.1841,NA,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.3,0,0.0714,28,30,3,2,1,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,8.5476,NA,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average dose selection %",21.7358,17.9964,19.1653,15.8585,20.4659,NA,NA,10000,9970,30,9970,997000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average dose allocation",8.8046,6.2086,5.4995,4.0563,4.6039,NA,NA,10000,9970,30,9970,997000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average total unique patients",NA,NA,NA,NA,NA,22.0688,NA,10000,9970,30,9970,997000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average trial duration",NA,NA,NA,NA,NA,NA,351.5019,10000,9970,30,9970,997000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,59.7125,NA,10000,9970,30,9970,997000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,13.445,NA,10000,9970,30,9970,997000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,11.0705,NA,10000,9970,30,9970,997000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,4.9196,NA,10000,9970,30,9970,997000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,10.8083,NA,10000,9970,30,9970,997000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average dose selection %",21.0472,17.9808,19.0006,15.7329,21.4334,NA,NA,10000,9860,140,9860,986000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average dose allocation",8.0477,6.3336,5.5323,4.165,5.0976,NA,NA,10000,9860,140,9860,986000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average total unique patients",NA,NA,NA,NA,NA,22.0724,NA,10000,9860,140,9860,986000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average trial duration",NA,NA,NA,NA,NA,NA,352.0381,10000,9860,140,9860,986000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,59.4932,NA,10000,9860,140,9860,986000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,12.9885,NA,10000,9860,140,9860,986000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,12.6199,NA,10000,9860,140,9860,986000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,6.0686,NA,10000,9860,140,9860,986000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,10.1191,NA,10000,9860,140,9860,986000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average dose selection %",19.6857,17.2242,18.3852,16.2486,23.248,NA,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average dose allocation",8.1779,6.1787,5.1451,4.1301,5.5268,NA,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average total unique patients",NA,NA,NA,NA,NA,22.1997,NA,10000,9950,50,9950,995000
