"Scenario_Set","Scenario_Name","Scenario","Model","Method","BOIN_Method","BOIN_r_estimator","CRM_r_model","CFO_Method","Alpha_true","r_carry","Accrual","T_assess","Cycle_Max","Continuous_Enrollment","Restrict_To_Tried","Dose","True_DLT_rate","True_IPDE_DLT_rate","Estimated_pj","r_hat","r_cap","r_use","MTD_Selection_pct","Pts_Treated","Unique_Pts_by_Dose","IPDE_Doses","Total_Administrations","Total_Unique_Patients","Early_Stopping_pct","Duration","n_valid","ntrial_from_files","CRM_Skeleton","CRM_Theta_Prior_Mean","CRM_Theta_Prior_SD","CRM_r_Prior_a","CRM_r_Prior_b","CFO_Skeleton","CFO_Model_File","CFO_Sigma2_Beta","CFO_Eta","CFO_PK_Method","CFO_N_MC_W","CFO_M_Use","CFO_Use_Monotone_Pair","CFO_N_Chains","CFO_N_Adapt","CFO_N_Burnin","CFO_N_Iter","CFO_Thin","CRM_Dose_Values","CRM_Alpha_Grid_Length","CRM_Dose_Scores_Raw","CRM_Dose_Scores","CRM_Cumu_Beta0_Mean","CRM_Cumu_Beta0_Prec","CRM_Cumu_Beta0_DF","CRM_Cumu_Beta1_Shape","CRM_Cumu_Beta1_Rate","CRM_Cumu_Beta2_Rate","CRM_Cumu_Include_Current"
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.6,0,0.0714,28,1,1,1,2,0.3,0.39,0.2214,NA,NA,0,47.1318,11.8326,11.8326,0,29.6899,29.6899,1.292,434.0962,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.6,0,0.0714,28,1,1,1,3,0.38,0.56,0.3229,NA,NA,0,21.292,5.6496,5.6496,0,29.6899,29.6899,1.292,434.0962,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.6,0,0.0714,28,1,1,1,4,0.45,0.678,0.3985,NA,NA,0,6.9251,1.6977,1.6977,0,29.6899,29.6899,1.292,434.0962,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.6,0,0.0714,28,1,1,1,5,0.55,0.82,0.4869,NA,NA,0,1.0853,0.3085,0.3085,0,29.6899,29.6899,1.292,434.0962,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,NA,0.6,0,0.0714,28,1,1,1,1,0.15,0.15,0.084,NA,NA,0,22.2739,10.2016,10.2016,0,29.6899,29.6899,1.292,434.0962,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,NA,0.6,0,0.0714,28,1,1,1,2,0.3,0.39,0.2214,NA,NA,0,47.1318,11.8326,11.8326,0,29.6899,29.6899,1.292,434.0962,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,NA,0.6,0,0.0714,28,1,1,1,3,0.38,0.56,0.3229,NA,NA,0,21.292,5.6496,5.6496,0,29.6899,29.6899,1.292,434.0962,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,NA,0.6,0,0.0714,28,1,1,1,4,0.45,0.678,0.3985,NA,NA,0,6.9251,1.6977,1.6977,0,29.6899,29.6899,1.292,434.0962,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,NA,0.6,0,0.0714,28,1,1,1,5,0.55,0.82,0.4869,NA,NA,0,1.0853,0.3085,0.3085,0,29.6899,29.6899,1.292,434.0962,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.6,0,0.0714,28,2,1,1,1,0.15,0.15,0.1,NA,NA,0,37.3127,12.6605,12.6605,0,29.6899,22.4837,1.292,356.9849,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.6,0,0.0714,28,2,1,1,2,0.3,0.39,0.2592,NA,NA,0,45.6848,11.9643,11.9643,5.4755,29.6899,22.4837,1.292,356.9849,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.6,0,0.0714,28,2,1,1,3,0.38,0.56,0.3669,NA,NA,0,14.2119,4.1829,4.1829,1.1876,29.6899,22.4837,1.292,356.9849,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.6,0,0.0714,28,2,1,1,4,0.45,0.678,0.4913,NA,NA,0,1.447,0.8248,0.8248,0.5101,29.6899,22.4837,1.292,356.9849,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.6,0,0.0714,28,2,1,1,5,0.55,0.82,0.5968,NA,NA,0,0.0517,0.0574,0.0574,0.0331,29.6899,22.4837,1.292,356.9849,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,NA,0.6,0,0.0714,28,2,1,1,1,0.15,0.15,0.1,NA,NA,0,37.3127,12.6605,12.6605,0,29.6899,22.4837,1.292,356.9849,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,NA,0.6,0,0.0714,28,2,1,1,2,0.3,0.39,0.2592,NA,NA,0,45.6848,11.9643,11.9643,5.4755,29.6899,22.4837,1.292,356.9849,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,NA,0.6,0,0.0714,28,2,1,1,3,0.38,0.56,0.3669,NA,NA,0,14.2119,4.1829,4.1829,1.1876,29.6899,22.4837,1.292,356.9849,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,NA,0.6,0,0.0714,28,2,1,1,4,0.45,0.678,0.4913,NA,NA,0,1.447,0.8248,0.8248,0.5101,29.6899,22.4837,1.292,356.9849,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,NA,0.6,0,0.0714,28,2,1,1,5,0.55,0.82,0.5968,NA,NA,0,0.0517,0.0574,0.0574,0.0331,29.6899,22.4837,1.292,356.9849,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.6,0,0.0714,28,3,1,1,1,0.15,0.15,0.1039,NA,NA,0,37.416,12.7535,12.7535,0,29.6899,21.5592,1.292,350.4818,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.6,0,0.0714,28,3,1,1,2,0.3,0.39,0.2751,NA,NA,0,51.1111,12.8031,12.8031,5.5798,29.6899,21.5592,1.292,350.4818,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.6,0,0.0714,28,3,1,1,3,0.38,0.56,0.4077,NA,NA,0,8.6822,3.5256,3.5256,2.2899,29.6899,21.5592,1.292,350.4818,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.6,0,0.0714,28,3,1,1,4,0.45,0.678,0.4645,NA,NA,0,1.4987,0.5612,0.5612,0.2196,29.6899,21.5592,1.292,350.4818,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.6,0,0.0714,28,3,1,1,5,0.55,0.82,0.6246,NA,NA,0,0,0.0465,0.0465,0.0413,29.6899,21.5592,1.292,350.4818,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,NA,0.6,0,0.0714,28,3,1,1,1,0.15,0.15,0.1039,NA,NA,0,37.416,12.7535,12.7535,0,29.6899,21.5592,1.292,350.4818,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,NA,0.6,0,0.0714,28,3,1,1,2,0.3,0.39,0.2751,NA,NA,0,51.1111,12.8031,12.8031,5.5798,29.6899,21.5592,1.292,350.4818,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,NA,0.6,0,0.0714,28,3,1,1,3,0.38,0.56,0.4077,NA,NA,0,8.6822,3.5256,3.5256,2.2899,29.6899,21.5592,1.292,350.4818,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,NA,0.6,0,0.0714,28,3,1,1,4,0.45,0.678,0.4645,NA,NA,0,1.4987,0.5612,0.5612,0.2196,29.6899,21.5592,1.292,350.4818,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,NA,0.6,0,0.0714,28,3,1,1,5,0.55,0.82,0.6246,NA,NA,0,0,0.0465,0.0465,0.0413,29.6899,21.5592,1.292,350.4818,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.9,0,0.0714,28,1,1,1,1,0.15,0.15,0.084,NA,NA,0,22.2739,10.2016,10.2016,0,29.6899,29.6899,1.292,434.0962,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.9,0,0.0714,28,1,1,1,2,0.3,0.435,0.2214,NA,NA,0,47.1318,11.8326,11.8326,0,29.6899,29.6899,1.292,434.0962,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.9,0,0.0714,28,1,1,1,3,0.38,0.65,0.3229,NA,NA,0,21.292,5.6496,5.6496,0,29.6899,29.6899,1.292,434.0962,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.9,0,0.0714,28,1,1,1,4,0.45,0.792,0.3985,NA,NA,0,6.9251,1.6977,1.6977,0,29.6899,29.6899,1.292,434.0962,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.9,0,0.0714,28,1,1,1,5,0.55,0.955,0.4869,NA,NA,0,1.0853,0.3085,0.3085,0,29.6899,29.6899,1.292,434.0962,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,NA,0.9,0,0.0714,28,1,1,1,1,0.15,0.15,0.084,NA,NA,0,22.2739,10.2016,10.2016,0,29.6899,29.6899,1.292,434.0962,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,NA,0.9,0,0.0714,28,1,1,1,2,0.3,0.435,0.2214,NA,NA,0,47.1318,11.8326,11.8326,0,29.6899,29.6899,1.292,434.0962,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,NA,0.9,0,0.0714,28,1,1,1,3,0.38,0.65,0.3229,NA,NA,0,21.292,5.6496,5.6496,0,29.6899,29.6899,1.292,434.0962,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,NA,0.9,0,0.0714,28,1,1,1,4,0.45,0.792,0.3985,NA,NA,0,6.9251,1.6977,1.6977,0,29.6899,29.6899,1.292,434.0962,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,NA,0.9,0,0.0714,28,1,1,1,5,0.55,0.955,0.4869,NA,NA,0,1.0853,0.3085,0.3085,0,29.6899,29.6899,1.292,434.0962,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.9,0,0.0714,28,2,1,1,1,0.15,0.15,0.1075,NA,NA,0,43.7209,13.8853,13.8853,0,29.6899,22.6,1.292,357.4073,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.9,0,0.0714,28,2,1,1,2,0.3,0.435,0.2779,NA,NA,0,43.5142,11.7938,11.7938,5.6956,29.6899,22.6,1.292,357.4073,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.9,0,0.0714,28,2,1,1,3,0.38,0.65,0.3774,NA,NA,0,10.801,3.4667,3.4667,1.0114,29.6899,22.6,1.292,357.4073,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.9,0,0.0714,28,2,1,1,4,0.45,0.792,0.5281,NA,NA,0,0.6718,0.524,0.524,0.3664,29.6899,22.6,1.292,357.4073,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.9,0,0.0714,28,2,1,1,5,0.55,0.955,0.6661,NA,NA,0,0,0.0202,0.0202,0.0165,29.6899,22.6,1.292,357.4073,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,NA,0.9,0,0.0714,28,2,1,1,1,0.15,0.15,0.1075,NA,NA,0,43.7209,13.8853,13.8853,0,29.6899,22.6,1.292,357.4073,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,NA,0.9,0,0.0714,28,2,1,1,2,0.3,0.435,0.2779,NA,NA,0,43.5142,11.7938,11.7938,5.6956,29.6899,22.6,1.292,357.4073,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,NA,0.9,0,0.0714,28,2,1,1,3,0.38,0.65,0.3774,NA,NA,0,10.801,3.4667,3.4667,1.0114,29.6899,22.6,1.292,357.4073,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,NA,0.9,0,0.0714,28,2,1,1,4,0.45,0.792,0.5281,NA,NA,0,0.6718,0.524,0.524,0.3664,29.6899,22.6,1.292,357.4073,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,NA,0.9,0,0.0714,28,2,1,1,5,0.55,0.955,0.6661,NA,NA,0,0,0.0202,0.0202,0.0165,29.6899,22.6,1.292,357.4073,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.9,0,0.0714,28,3,1,1,1,0.15,0.15,0.1114,NA,NA,0,44.1344,13.9643,13.9643,0,29.6899,21.9018,1.292,352.5222,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_methods_prior","Set_5dose_methods_prior_SC4",4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,NA,0.9,0,0.0714,28,3,1,1,2,0.3,0.435,0.2995,NA,NA,0,49.6124,12.8372,12.8372,5.8098,29.6899,21.9018,1.292,352.5222,1935,1935,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
