"Scenario","Model","Method","BOIN_Method","BOIN_r_estimator","CRM_r_model","Alpha_true","r_carry","Accrual","T_assess","Cycle_Max","Continuous_Enrollment","Dose","True_DLT_rate","True_IPDE_DLT_rate","Estimated_pj","r_hat","r_cap","r_use","MTD_Selection_pct","Pts_Treated","Unique_Pts_by_Dose","IPDE_Doses","Total_Administrations","Total_Unique_Patients","Early_Stopping_pct","Duration","n_valid","ntrial_from_files","CRM_Dose_Values","CRM_Theta_Prior_SD","CRM_Alpha_Grid_Length","CRM_Dose_Scores","CRM_Cumu_Beta0_Mean","CRM_Cumu_Beta0_Prec","CRM_Cumu_Beta0_DF","CRM_Cumu_Beta1_Shape","CRM_Cumu_Beta1_Rate","CRM_Cumu_Beta2_Rate","CRM_Cumu_Include_Current"
2,"CRM","crm_level",NA,NA,"level",0.3,0,0.0714,28,1,1,4,0.3,0.354,0.2688,0.0822,NA,NA,41.4,7.641,7.641,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_level",NA,NA,"level",0.3,0,0.0714,28,1,1,5,0.4,0.49,0.3628,0.0991,NA,NA,36.1,8.3625,8.3625,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.3,0,0.0714,28,1,1,1,0.05,0.05,0.1038,NA,NA,NA,0,3.645,3.645,0,29.9865,29.9865,0.05,437.5577,2000,2000,"15,20,30,35,45",1.4142,61,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.3,0,0.0714,28,1,1,2,0.1,0.115,0.1424,NA,NA,NA,1.75,3.849,3.849,0,29.9865,29.9865,0.05,437.5577,2000,2000,"15,20,30,35,45",1.4142,61,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.3,0,0.0714,28,1,1,3,0.18,0.21,0.2256,NA,NA,NA,20.55,6.5175,6.5175,0,29.9865,29.9865,0.05,437.5577,2000,2000,"15,20,30,35,45",1.4142,61,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.3,0,0.0714,28,1,1,4,0.3,0.354,0.27,NA,NA,NA,42.15,7.7475,7.7475,0,29.9865,29.9865,0.05,437.5577,2000,2000,"15,20,30,35,45",1.4142,61,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.3,0,0.0714,28,1,1,5,0.4,0.49,0.3641,NA,NA,NA,35.5,8.2275,8.2275,0,29.9865,29.9865,0.05,437.5577,2000,2000,"15,20,30,35,45",1.4142,61,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.3,0,0.0714,28,1,1,1,0.05,0.05,0.1144,NA,NA,NA,0,3.0615,3.0615,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,"0.15811388,0.47434165,0.79056942,1.10679718,1.42302495",-2,2,1,1.83,1.21,1,0
2,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.3,0,0.0714,28,1,1,2,0.1,0.115,0.1579,NA,NA,NA,1.95,4.023,4.023,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,"0.15811388,0.47434165,0.79056942,1.10679718,1.42302495",-2,2,1,1.83,1.21,1,0
2,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.3,0,0.0714,28,1,1,3,0.18,0.21,0.2193,NA,NA,NA,24.5,7.377,7.377,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,"0.15811388,0.47434165,0.79056942,1.10679718,1.42302495",-2,2,1,1.83,1.21,1,0
2,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.3,0,0.0714,28,1,1,4,0.3,0.354,0.2995,NA,NA,NA,43.8,8.4315,8.4315,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,"0.15811388,0.47434165,0.79056942,1.10679718,1.42302495",-2,2,1,1.83,1.21,1,0
2,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.3,0,0.0714,28,1,1,5,0.4,0.49,0.3913,NA,NA,NA,29.7,7.0935,7.0935,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,"0.15811388,0.47434165,0.79056942,1.10679718,1.42302495",-2,2,1,1.83,1.21,1,0
2,"CRM","crm_fixed",NA,NA,"fixed",0.3,0,0.0714,28,2,1,1,0.05,0.05,0.1092,0,NA,NA,0,3.7155,3.7155,0,29.9865,21.668,0.05,348.2853,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_fixed",NA,NA,"fixed",0.3,0,0.0714,28,2,1,2,0.1,0.115,0.1488,NA,NA,NA,2.45,4.0065,4.0065,3.3075,29.9865,21.668,0.05,348.2853,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_fixed",NA,NA,"fixed",0.3,0,0.0714,28,2,1,3,0.18,0.21,0.2335,NA,NA,NA,24.6,6.9705,6.9705,0.4535,29.9865,21.668,0.05,348.2853,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_fixed",NA,NA,"fixed",0.3,0,0.0714,28,2,1,4,0.3,0.354,0.2783,NA,NA,NA,43.3,7.911,7.911,3.7035,29.9865,21.668,0.05,348.2853,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_fixed",NA,NA,"fixed",0.3,0,0.0714,28,2,1,5,0.4,0.49,0.3728,NA,NA,NA,29.6,7.383,7.383,0.854,29.9865,21.668,0.05,348.2853,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_random",NA,NA,"random",0.3,0,0.0714,28,2,1,1,0.05,0.05,0.1056,0.0397,NA,NA,0.05,3.5985,3.5985,0,29.9865,21.98,0.05,350.4826,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_random",NA,NA,"random",0.3,0,0.0714,28,2,1,2,0.1,0.115,0.1442,NA,NA,NA,1.85,3.897,3.897,3.213,29.9865,21.98,0.05,350.4826,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_random",NA,NA,"random",0.3,0,0.0714,28,2,1,3,0.18,0.21,0.2273,NA,NA,NA,23.8,6.4575,6.4575,0.456,29.9865,21.98,0.05,350.4826,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_random",NA,NA,"random",0.3,0,0.0714,28,2,1,4,0.3,0.354,0.2716,NA,NA,NA,40.2,7.4475,7.4475,3.517,29.9865,21.98,0.05,350.4826,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_random",NA,NA,"random",0.3,0,0.0714,28,2,1,5,0.4,0.49,0.3653,NA,NA,NA,34.05,8.586,8.586,0.8205,29.9865,21.98,0.05,350.4826,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_level",NA,NA,"level",0.3,0,0.0714,28,2,1,1,0.05,0.05,0.1037,NA,NA,NA,0.05,3.5895,3.5895,0,29.9865,21.948,0.05,350.1802,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_level",NA,NA,"level",0.3,0,0.0714,28,2,1,2,0.1,0.115,0.142,0.0382,NA,NA,2.1,3.858,3.858,3.1985,29.9865,21.948,0.05,350.1802,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_level",NA,NA,"level",0.3,0,0.0714,28,2,1,3,0.18,0.21,0.2246,0.0742,NA,NA,22.45,6.42,6.42,0.449,29.9865,21.948,0.05,350.1802,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_level",NA,NA,"level",0.3,0,0.0714,28,2,1,4,0.3,0.354,0.2688,0.0759,NA,NA,41.5,7.485,7.485,3.5255,29.9865,21.948,0.05,350.1802,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_level",NA,NA,"level",0.3,0,0.0714,28,2,1,5,0.4,0.49,0.3624,0.1025,NA,NA,33.85,8.634,8.634,0.8655,29.9865,21.948,0.05,350.1802,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.3,0,0.0714,28,2,1,1,0.05,0.05,0.0969,NA,NA,NA,0,3.561,3.561,0,29.9865,22.169,0.05,351.3718,2000,2000,"15,20,30,35,45",1.4142,61,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.3,0,0.0714,28,2,1,2,0.1,0.115,0.1339,NA,NA,NA,1.7,3.7815,3.7815,3.161,29.9865,22.169,0.05,351.3718,2000,2000,"15,20,30,35,45",1.4142,61,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.3,0,0.0714,28,2,1,3,0.18,0.21,0.2148,NA,NA,NA,19.15,5.6415,5.6415,0.437,29.9865,22.169,0.05,351.3718,2000,2000,"15,20,30,35,45",1.4142,61,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.3,0,0.0714,28,2,1,4,0.3,0.354,0.2584,NA,NA,NA,39.2,7.461,7.461,3.222,29.9865,22.169,0.05,351.3718,2000,2000,"15,20,30,35,45",1.4142,61,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.3,0,0.0714,28,2,1,5,0.4,0.49,0.3515,NA,NA,NA,39.9,9.5415,9.5415,0.9975,29.9865,22.169,0.05,351.3718,2000,2000,"15,20,30,35,45",1.4142,61,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.3,0,0.0714,28,2,1,1,0.05,0.05,0.1127,NA,NA,NA,0,3.0795,3.0795,0,29.9865,21.8305,0.05,349.2101,2000,2000,NA,NA,NA,"0.15811388,0.47434165,0.79056942,1.10679718,1.42302495",-2,2,1,1.83,1.21,1,0
2,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.3,0,0.0714,28,2,1,2,0.1,0.115,0.1535,NA,NA,NA,1.7,3.975,3.975,2.9035,29.9865,21.8305,0.05,349.2101,2000,2000,NA,NA,NA,"0.15811388,0.47434165,0.79056942,1.10679718,1.42302495",-2,2,1,1.83,1.21,1,0
2,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.3,0,0.0714,28,2,1,3,0.18,0.21,0.2105,NA,NA,NA,21.35,6.546,6.546,0.681,29.9865,21.8305,0.05,349.2101,2000,2000,NA,NA,NA,"0.15811388,0.47434165,0.79056942,1.10679718,1.42302495",-2,2,1,1.83,1.21,1,0
2,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.3,0,0.0714,28,2,1,4,0.3,0.354,0.285,NA,NA,NA,41.15,8.247,8.247,3.319,29.9865,21.8305,0.05,349.2101,2000,2000,NA,NA,NA,"0.15811388,0.47434165,0.79056942,1.10679718,1.42302495",-2,2,1,1.83,1.21,1,0
2,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.3,0,0.0714,28,2,1,5,0.4,0.49,0.3716,NA,NA,NA,35.75,8.139,8.139,1.2525,29.9865,21.8305,0.05,349.2101,2000,2000,NA,NA,NA,"0.15811388,0.47434165,0.79056942,1.10679718,1.42302495",-2,2,1,1.83,1.21,1,0
2,"CRM","crm_fixed",NA,NA,"fixed",0.3,0,0.0714,28,3,1,1,0.05,0.05,0.1109,0,NA,NA,0,3.729,3.729,0,29.9865,19.439,0.05,331.5181,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_fixed",NA,NA,"fixed",0.3,0,0.0714,28,3,1,2,0.1,0.115,0.1509,NA,NA,NA,2.7,4.0995,4.0995,3.3255,29.9865,19.439,0.05,331.5181,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_fixed",NA,NA,"fixed",0.3,0,0.0714,28,3,1,3,0.18,0.21,0.2361,NA,NA,NA,25.65,7.0995,7.0995,3.323,29.9865,19.439,0.05,331.5181,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_fixed",NA,NA,"fixed",0.3,0,0.0714,28,3,1,4,0.3,0.354,0.2811,NA,NA,NA,43.55,8.01,8.01,1.753,29.9865,19.439,0.05,331.5181,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_fixed",NA,NA,"fixed",0.3,0,0.0714,28,3,1,5,0.4,0.49,0.3758,NA,NA,NA,28.05,7.0485,7.0485,2.146,29.9865,19.439,0.05,331.5181,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_random",NA,NA,"random",0.3,0,0.0714,28,3,1,1,0.05,0.05,0.107,0.0342,NA,NA,0.1,3.6015,3.6015,0,29.9865,19.677,0.05,331.9842,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_random",NA,NA,"random",0.3,0,0.0714,28,3,1,2,0.1,0.115,0.146,NA,NA,NA,2.75,3.8805,3.8805,3.2045,29.9865,19.677,0.05,331.9842,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_random",NA,NA,"random",0.3,0,0.0714,28,3,1,3,0.18,0.21,0.2294,NA,NA,NA,22.85,6.4635,6.4635,3.205,29.9865,19.677,0.05,331.9842,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_random",NA,NA,"random",0.3,0,0.0714,28,3,1,4,0.3,0.354,0.2738,NA,NA,NA,42.5,7.704,7.704,1.5545,29.9865,19.677,0.05,331.9842,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_random",NA,NA,"random",0.3,0,0.0714,28,3,1,5,0.4,0.49,0.3676,NA,NA,NA,31.75,8.337,8.337,2.3455,29.9865,19.677,0.05,331.9842,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_level",NA,NA,"level",0.3,0,0.0714,28,3,1,1,0.05,0.05,0.1049,NA,NA,NA,0.15,3.6075,3.6075,0,29.9865,19.708,0.05,332.5617,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_level",NA,NA,"level",0.3,0,0.0714,28,3,1,2,0.1,0.115,0.1433,0.0383,NA,NA,2.9,3.8655,3.8655,3.2005,29.9865,19.708,0.05,332.5617,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_level",NA,NA,"level",0.3,0,0.0714,28,3,1,3,0.18,0.21,0.2261,0.0491,NA,NA,22.15,6.327,6.327,3.1825,29.9865,19.708,0.05,332.5617,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_level",NA,NA,"level",0.3,0,0.0714,28,3,1,4,0.3,0.354,0.2703,0.0784,NA,NA,41.2,7.6215,7.6215,1.474,29.9865,19.708,0.05,332.5617,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_level",NA,NA,"level",0.3,0,0.0714,28,3,1,5,0.4,0.49,0.3639,0.1061,NA,NA,33.55,8.565,8.565,2.4215,29.9865,19.708,0.05,332.5617,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.3,0,0.0714,28,3,1,1,0.05,0.05,0.0959,NA,NA,NA,0,3.564,3.564,0,29.9865,20.262,0.05,334.5523,2000,2000,"15,20,30,35,45",1.4142,61,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.3,0,0.0714,28,3,1,2,0.1,0.115,0.1327,NA,NA,NA,1.6,3.6525,3.6525,3.157,29.9865,20.262,0.05,334.5523,2000,2000,"15,20,30,35,45",1.4142,61,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.3,0,0.0714,28,3,1,3,0.18,0.21,0.2129,NA,NA,NA,17.15,5.211,5.211,3.066,29.9865,20.262,0.05,334.5523,2000,2000,"15,20,30,35,45",1.4142,61,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.3,0,0.0714,28,3,1,4,0.3,0.354,0.2562,NA,NA,NA,39.9,7.494,7.494,1.054,29.9865,20.262,0.05,334.5523,2000,2000,"15,20,30,35,45",1.4142,61,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.3,0,0.0714,28,3,1,5,0.4,0.49,0.3491,NA,NA,NA,41.3,10.065,10.065,2.4475,29.9865,20.262,0.05,334.5523,2000,2000,"15,20,30,35,45",1.4142,61,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.3,0,0.0714,28,3,1,1,0.05,0.05,0.1119,NA,NA,NA,0,3.081,3.081,0,29.9865,19.57,0.05,331.3384,2000,2000,NA,NA,NA,"0.15811388,0.47434165,0.79056942,1.10679718,1.42302495",-2,2,1,1.83,1.21,1,0
2,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.3,0,0.0714,28,3,1,2,0.1,0.115,0.1521,NA,NA,NA,1.3,3.8535,3.8535,2.905,29.9865,19.57,0.05,331.3384,2000,2000,NA,NA,NA,"0.15811388,0.47434165,0.79056942,1.10679718,1.42302495",-2,2,1,1.83,1.21,1,0
2,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.3,0,0.0714,28,3,1,3,0.18,0.21,0.2084,NA,NA,NA,20.8,6.6255,6.6255,3.177,29.9865,19.57,0.05,331.3384,2000,2000,NA,NA,NA,"0.15811388,0.47434165,0.79056942,1.10679718,1.42302495",-2,2,1,1.83,1.21,1,0
2,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.3,0,0.0714,28,3,1,4,0.3,0.354,0.2821,NA,NA,NA,41.7,8.13,8.13,1.7125,29.9865,19.57,0.05,331.3384,2000,2000,NA,NA,NA,"0.15811388,0.47434165,0.79056942,1.10679718,1.42302495",-2,2,1,1.83,1.21,1,0
2,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.3,0,0.0714,28,3,1,5,0.4,0.49,0.3681,NA,NA,NA,36.15,8.2965,8.2965,2.622,29.9865,19.57,0.05,331.3384,2000,2000,NA,NA,NA,"0.15811388,0.47434165,0.79056942,1.10679718,1.42302495",-2,2,1,1.83,1.21,1,0
2,"CRM","crm_fixed",NA,NA,"fixed",0.6,0,0.0714,28,1,1,1,0.05,0.05,0.1035,0,NA,NA,0,3.657,3.657,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_fixed",NA,NA,"fixed",0.6,0,0.0714,28,1,1,2,0.1,0.13,0.142,NA,NA,NA,1.9,3.852,3.852,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_fixed",NA,NA,"fixed",0.6,0,0.0714,28,1,1,3,0.18,0.24,0.2249,NA,NA,NA,21.05,6.492,6.492,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_fixed",NA,NA,"fixed",0.6,0,0.0714,28,1,1,4,0.3,0.408,0.2692,NA,NA,NA,40.75,7.653,7.653,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_fixed",NA,NA,"fixed",0.6,0,0.0714,28,1,1,5,0.4,0.58,0.3632,NA,NA,NA,36.25,8.3325,8.3325,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_random",NA,NA,"random",0.6,0,0.0714,28,1,1,1,0.05,0.05,0.1033,0.0828,NA,NA,0,3.66,3.66,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_random",NA,NA,"random",0.6,0,0.0714,28,1,1,2,0.1,0.13,0.1417,NA,NA,NA,1.85,3.852,3.852,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_random",NA,NA,"random",0.6,0,0.0714,28,1,1,3,0.18,0.24,0.2246,NA,NA,NA,21.2,6.5025,6.5025,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_random",NA,NA,"random",0.6,0,0.0714,28,1,1,4,0.3,0.408,0.2689,NA,NA,NA,40.75,7.6425,7.6425,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_random",NA,NA,"random",0.6,0,0.0714,28,1,1,5,0.4,0.58,0.3628,NA,NA,NA,36.15,8.3295,8.3295,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_level",NA,NA,"level",0.6,0,0.0714,28,1,1,1,0.05,0.05,0.1034,NA,NA,NA,0,3.6555,3.6555,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_level",NA,NA,"level",0.6,0,0.0714,28,1,1,2,0.1,0.13,0.1418,0.0836,NA,NA,1.85,3.864,3.864,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_level",NA,NA,"level",0.6,0,0.0714,28,1,1,3,0.18,0.24,0.2248,0.0781,NA,NA,21,6.462,6.462,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_level",NA,NA,"level",0.6,0,0.0714,28,1,1,4,0.3,0.408,0.2691,0.0816,NA,NA,40.85,7.6635,7.6635,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_level",NA,NA,"level",0.6,0,0.0714,28,1,1,5,0.4,0.58,0.363,0.1019,NA,NA,36.25,8.3415,8.3415,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.6,0,0.0714,28,1,1,1,0.05,0.05,0.1038,NA,NA,NA,0,3.645,3.645,0,29.9865,29.9865,0.05,437.5577,2000,2000,"15,20,30,35,45",1.4142,61,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.6,0,0.0714,28,1,1,2,0.1,0.13,0.1424,NA,NA,NA,1.75,3.849,3.849,0,29.9865,29.9865,0.05,437.5577,2000,2000,"15,20,30,35,45",1.4142,61,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.6,0,0.0714,28,1,1,3,0.18,0.24,0.2256,NA,NA,NA,20.55,6.5175,6.5175,0,29.9865,29.9865,0.05,437.5577,2000,2000,"15,20,30,35,45",1.4142,61,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.6,0,0.0714,28,1,1,4,0.3,0.408,0.27,NA,NA,NA,42.15,7.7475,7.7475,0,29.9865,29.9865,0.05,437.5577,2000,2000,"15,20,30,35,45",1.4142,61,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.6,0,0.0714,28,1,1,5,0.4,0.58,0.3641,NA,NA,NA,35.5,8.2275,8.2275,0,29.9865,29.9865,0.05,437.5577,2000,2000,"15,20,30,35,45",1.4142,61,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.6,0,0.0714,28,1,1,1,0.05,0.05,0.1144,NA,NA,NA,0,3.063,3.063,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,"0.15811388,0.47434165,0.79056942,1.10679718,1.42302495",-2,2,1,1.83,1.21,1,0
2,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.6,0,0.0714,28,1,1,2,0.1,0.13,0.1578,NA,NA,NA,1.85,4.0155,4.0155,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,"0.15811388,0.47434165,0.79056942,1.10679718,1.42302495",-2,2,1,1.83,1.21,1,0
2,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.6,0,0.0714,28,1,1,3,0.18,0.24,0.2193,NA,NA,NA,24.3,7.395,7.395,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,"0.15811388,0.47434165,0.79056942,1.10679718,1.42302495",-2,2,1,1.83,1.21,1,0
2,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.6,0,0.0714,28,1,1,4,0.3,0.408,0.2994,NA,NA,NA,44,8.4555,8.4555,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,"0.15811388,0.47434165,0.79056942,1.10679718,1.42302495",-2,2,1,1.83,1.21,1,0
2,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.6,0,0.0714,28,1,1,5,0.4,0.58,0.3913,NA,NA,NA,29.8,7.0575,7.0575,0,29.9865,29.9865,0.05,437.5577,2000,2000,NA,NA,NA,"0.15811388,0.47434165,0.79056942,1.10679718,1.42302495",-2,2,1,1.83,1.21,1,0
2,"CRM","crm_fixed",NA,NA,"fixed",0.6,0,0.0714,28,2,1,1,0.05,0.05,0.116,0,NA,NA,0,3.7785,3.7785,0,29.9865,21.4115,0.05,346.8414,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_fixed",NA,NA,"fixed",0.6,0,0.0714,28,2,1,2,0.1,0.13,0.1569,NA,NA,NA,3.1,4.167,4.167,3.3605,29.9865,21.4115,0.05,346.8414,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_fixed",NA,NA,"fixed",0.6,0,0.0714,28,2,1,3,0.18,0.24,0.2433,NA,NA,NA,31.65,7.587,7.587,0.509,29.9865,21.4115,0.05,346.8414,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"CRM","crm_fixed",NA,NA,"fixed",0.6,0,0.0714,28,2,1,4,0.3,0.408,0.2887,NA,NA,NA,41,8.1,8.1,3.9175,29.9865,21.4115,0.05,346.8414,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
