"Scenario","True_MTD","Model","Method","CRM_r_model","CFO_Method","Nmax_eff","Cycle_Max","Alpha_low","Alpha_high","MTD_sel_low","MTD_sel_high","Drop_pp"
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,30,2,0.3,1.5,67.4095,55.0975,12.312
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0,0.9,67.4652,55.2089,12.2563
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,30,3,0.6,1.5,62.6184,50.4178,12.2006
13,5,"CFO","cfo_pride",NA,"pride",45,2,0.3,1.2,42.0056,29.8607,12.1449
13,5,"CFO","cfo_pride",NA,"pride",30,2,0.3,1.2,40.7799,28.6908,12.0891
13,5,"CRM","crm_random","random",NA,45,3,0.9,1.5,43.7326,31.6435,12.0891
13,5,"CRM","crm_fixed","fixed",NA,30,3,0.3,0.9,60.3343,48.3565,11.9778
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0.6,1.5,58.8301,46.8524,11.9777
13,5,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0.3,1.2,70.8078,58.9415,11.8663
13,5,"CRM","crm_level","level",NA,45,2,0.6,1.2,57.9944,46.1281,11.8663
13,5,"CFO","cfo_pride",NA,"pride",30,2,0.9,1.5,34.0947,22.3955,11.6992
13,5,"CRM","crm_random","random",NA,30,3,0.9,1.5,53.9833,42.2841,11.6992
13,5,"CRM","crm_fixed","fixed",NA,45,2,0.9,1.5,48.3008,36.6017,11.6991
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,30,3,0.3,1.2,66.7967,55.2089,11.5878
13,5,"CRM","crm_fixed","fixed",NA,30,3,0.9,1.5,48.3565,36.7688,11.5877
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0.9,1.5,53.5933,42.0613,11.532
13,5,"CRM","crm_level","level",NA,45,3,0.9,1.5,44.5682,33.0919,11.4763
13,5,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0,0.9,70.4735,59.1643,11.3092
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,30,3,0,0.9,70.8078,59.4986,11.3092
13,5,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.3,1.2,66.351,55.0975,11.2535
13,5,"CRM","crm_random","random",NA,45,2,0.6,1.2,57.1031,45.961,11.1421
13,5,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0,1.2,72.3677,61.2813,11.0864
13,5,"CRM","crm_level","level",NA,30,2,0.6,1.5,61.2813,50.195,11.0863
13,5,"CRM","crm_random","random",NA,30,2,0.6,1.5,60.8357,49.9164,10.9193
13,5,"CRM","crm_random","random",NA,30,3,0,0.6,68.2451,57.3259,10.9192
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0,0.6,69.0251,58.1616,10.8635
13,5,"CRM","crm_fixed","fixed",NA,30,3,0.6,1.2,53.649,43.0084,10.6406
13,5,"CRM","crm_level","level",NA,45,2,0.3,0.9,62.5627,51.9777,10.585
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0.3,0.9,64.0669,53.5933,10.4736
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0.6,1.2,58.1616,47.7437,10.4179
13,5,"CRM","crm_random","random",NA,30,2,0.3,1.2,63.8997,53.4819,10.4178
13,5,"CRM","crm_level","level",NA,30,2,0,0.9,68.3565,57.9387,10.4178
13,5,"CRM","crm_level","level",NA,30,3,0,0.6,69.415,59.1643,10.2507
13,5,"CRM","crm_random","random",NA,45,2,0.9,1.5,51.532,41.2813,10.2507
13,5,"CRM","crm_random","random",NA,45,2,0.3,0.9,61.6713,51.532,10.1393
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,30,2,0.3,1.2,67.4095,57.2702,10.1393
13,5,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0.6,1.5,67.3538,57.2702,10.0836
13,5,"CRM","crm_level","level",NA,30,2,0.3,1.2,64.9582,54.8747,10.0835
13,5,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.9,1.5,58.5515,48.5237,10.0278
13,5,"CRM","crm_fixed","fixed",NA,45,2,0,0.6,66.0724,56.1003,9.9721
13,5,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.6,1.2,62.8412,52.9248,9.9164
13,5,"CFO","cfo_pride",NA,"pride",45,3,0.9,1.5,15.3203,5.571,9.7493
13,5,"CRM","crm_random","random",NA,30,2,0,0.9,67.0752,57.3259,9.7493
13,5,"CRM","crm_level","level",NA,30,3,0.6,1.2,59.1643,49.5265,9.6378
13,5,"CRM","crm_random","random",NA,45,3,0.6,0.9,53.2591,43.7326,9.5265
13,5,"CFO","cfo_pride",NA,"pride",45,2,0.6,1.2,39.3315,29.8607,9.4708
13,5,"CRM","crm_random","random",NA,45,2,0,0.6,66.5738,57.1031,9.47070000000001
13,5,"CRM","crm_level","level",NA,45,3,0.6,0.9,53.9833,44.5682,9.4151
13,5,"CFO","cfo_pride",NA,"pride",30,3,0,0.6,43.0641,33.8162,9.2479
13,5,"CRM","crm_level","level",NA,45,2,0,0.6,67.2423,57.9944,9.2479
13,5,"CRM","crm_level","level",NA,45,2,0.9,1.5,51.9777,42.7298,9.2479
13,5,"CFO","cfo_pride",NA,"pride",45,3,0,0.6,43.0641,33.8719,9.19220000000001
13,5,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0,0.6,72.0334,62.8412,9.1922
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,30,3,0.9,1.5,59.4986,50.4178,9.0808
13,5,"CRM","crm_random","random",NA,30,3,0.6,1.2,57.3259,48.2451,9.0808
13,5,"CRM","crm_fixed","fixed",NA,30,2,0.9,1.5,53.2591,44.234,9.02509999999999
13,5,"CRM","crm_fixed","fixed",NA,30,2,0.3,0.9,62.2841,53.2591,9.02500000000001
13,5,"CFO","cfo_pride",NA,"pride",30,2,0,0.9,43.0641,34.0947,8.9694
13,5,"CFO","cfo_pride",NA,"pride",30,3,0.9,1.5,14.4847,5.571,8.9137
13,5,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0.9,1.5,62.7298,53.8162,8.9136
13,5,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.3,0.9,67.4095,58.5515,8.858
13,5,"CRM","crm_fixed","fixed",NA,30,2,0.6,1.2,57.6045,48.8022,8.8023
13,5,"CRM","crm_fixed","fixed",NA,45,3,0.3,0.6,59.2201,50.4178,8.8023
13,5,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.9,1.5,59.1643,50.4178,8.7465
13,5,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0.3,1.2,69.9721,61.2813,8.6908
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,30,2,0,0.9,69.6936,61.0585,8.6351
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0,0.6,67.4652,58.8301,8.63509999999999
13,5,"CRM","crm_level","level",NA,30,3,0.3,0.9,63.844,55.2646,8.5794
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,30,2,0.6,1.5,63.6212,55.0975,8.52370000000001
13,5,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0.6,1.2,67.4652,58.9415,8.5237
13,5,"CRM","crm_random","random",NA,30,3,0.3,0.9,62.4513,53.9833,8.468
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0.3,0.9,63.6769,55.2089,8.468
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0.9,1.5,55.2089,46.8524,8.3565
13,5,"CFO","cfo_pride",NA,"pride",30,2,0.6,1.2,36.9359,28.6908,8.2451
13,5,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0,0.9,72.3677,64.1226,8.24509999999999
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,30,3,0,0.6,70.8078,62.6184,8.1894
13,5,"CRM","crm_fixed","fixed",NA,45,3,0.6,0.9,50.4178,42.2284,8.1894
13,5,"CRM","crm_fixed","fixed",NA,30,2,0,0.6,65.7939,57.6045,8.18939999999999
13,5,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0.3,0.9,70.8078,62.7298,8.078
13,5,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.6,1.2,63.1198,55.0975,8.0223
13,5,"CRM","crm_fixed","fixed",NA,45,2,0.6,0.9,56.1003,48.3008,7.79949999999999
13,5,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0,0.6,75.2646,67.4652,7.79940000000001
13,5,"CFO","cfo_pride",NA,"pride",45,2,1.2,1.5,29.8607,22.0613,7.7994
13,5,"CRM","crm_fixed","fixed",NA,45,3,0.9,1.2,42.2284,34.429,7.7994
13,5,"CRM","crm_level","level",NA,30,2,0.9,1.5,57.9387,50.195,7.7437
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0.6,1.2,58.8301,51.1978,7.6323
13,5,"CRM","crm_random","random",NA,45,3,0.3,0.6,60.7799,53.2591,7.5208
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,30,3,0.6,1.2,62.6184,55.2089,7.4095
13,5,"CRM","crm_random","random",NA,30,2,0.9,1.5,57.3259,49.9164,7.40949999999999
13,5,"CRM","crm_random","random",NA,30,2,0.6,1.2,60.8357,53.4819,7.3538
13,5,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0,0.6,70.4735,63.1198,7.3537
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,30,3,0.3,0.9,66.7967,59.4986,7.2981
13,5,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.3,0.9,66.351,59.1643,7.1867
13,5,"CFO","cfo_pride",NA,"pride",45,2,0,0.9,43.0641,35.9331,7.131
13,5,"CRM","crm_level","level",NA,30,2,0,0.6,68.3565,61.2813,7.0752
13,5,"CRM","crm_level","level",NA,30,2,0.3,0.9,64.9582,57.9387,7.01950000000001
13,5,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0.9,1.5,64.1226,57.2702,6.8524
13,5,"CRM","crm_level","level",NA,45,3,0.3,0.6,60.8357,53.9833,6.8524
13,5,"CRM","crm_fixed","fixed",NA,30,3,0.3,0.6,60.3343,53.649,6.6853
13,5,"CFO","cfo_pride",NA,"pride",30,2,0.3,0.9,40.7799,34.0947,6.68519999999999
13,5,"CRM","crm_level","level",NA,30,3,1.2,1.5,49.5265,42.8969,6.6296
13,5,"CRM","crm_random","random",NA,30,2,0.3,0.9,63.8997,57.3259,6.57380000000001
13,5,"CRM","crm_fixed","fixed",NA,45,3,0,0.3,65.7939,59.2201,6.57379999999999
13,5,"CRM","crm_fixed","fixed",NA,45,2,0.9,1.2,48.3008,41.8384,6.4624
13,5,"CRM","crm_level","level",NA,30,2,0.6,1.2,61.2813,54.8747,6.4066
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,30,2,0.6,1.2,63.6212,57.2702,6.351
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,30,2,0.3,0.9,67.4095,61.0585,6.35099999999999
13,5,"CFO","cfo_pride",NA,"pride",30,2,1.2,1.5,28.6908,22.3955,6.2953
13,5,"CRM","crm_fixed","fixed",NA,30,3,1.2,1.5,43.0084,36.7688,6.2396
13,5,"CRM","crm_random","random",NA,30,2,0,0.6,67.0752,60.8357,6.23949999999999
13,5,"CRM","crm_random","random",NA,45,3,0.9,1.2,43.7326,37.5487,6.1839
13,5,"CFO","cfo_pride",NA,"pride",30,2,0,0.6,43.0641,36.9359,6.12820000000001
13,5,"CRM","crm_level","level",NA,45,3,0,0.3,66.9638,60.8357,6.1281
13,5,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0.6,1.2,67.3538,61.2813,6.07250000000001
13,5,"CRM","crm_fixed","fixed",NA,45,3,1.2,1.5,34.429,28.3565,6.0725
13,5,"CFO","cfo_pride",NA,"pride",45,2,0.3,0.9,42.0056,35.9331,6.0725
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,30,2,0,0.6,69.6936,63.6212,6.0724
13,5,"CFO","cfo_pride",NA,"pride",45,2,0.9,1.2,35.9331,29.8607,6.0724
13,5,"CRM","crm_level","level",NA,45,3,1.2,1.5,39.1643,33.0919,6.07239999999999
13,5,"CRM","crm_level","level",NA,45,2,0.6,0.9,57.9944,51.9777,6.0167
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,30,2,0.9,1.5,61.0585,55.0975,5.96100000000001
13,5,"CRM","crm_random","random",NA,30,3,1.2,1.5,48.2451,42.2841,5.961
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0.3,0.6,64.0669,58.1616,5.9053
13,5,"CRM","crm_random","random",NA,45,3,1.2,1.5,37.5487,31.6435,5.9052
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0.9,1.2,53.5933,47.7437,5.8496
13,5,"CRM","crm_level","level",NA,45,2,0.9,1.2,51.9777,46.1281,5.8496
13,5,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0.3,0.9,69.9721,64.1226,5.84949999999999
13,5,"CRM","crm_random","random",NA,30,3,0,0.3,68.2451,62.4513,5.79379999999999
13,5,"CRM","crm_random","random",NA,30,3,0.9,1.2,53.9833,48.2451,5.7382
13,5,"CRM","crm_fixed","fixed",NA,30,3,0,0.3,66.0724,60.3343,5.7381
13,5,"CRM","crm_level","level",NA,30,3,0.9,1.2,55.2646,49.5265,5.7381
13,5,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,1.2,1.5,47.7437,42.0613,5.68239999999999
13,5,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.9,1.2,58.5515,52.9248,5.6267
13,5,"CRM","crm_random","random",NA,45,2,0.6,0.9,57.1031,51.532,5.5711
13,5,"CRM","crm_level","level",NA,30,3,0,0.3,69.415,63.844,5.57100000000001
13,5,"CRM","crm_random","random",NA,45,2,0.9,1.2,51.532,45.961,5.571
13,5,"CFO","cfo_pride",NA,"pride",30,2,0.9,1.2,34.0947,28.6908,5.4039
13,5,"CRM","crm_level","level",NA,45,3,0.9,1.2,44.5682,39.1643,5.4039
13,5,"CRM","crm_fixed","fixed",NA,30,3,0.9,1.2,48.3565,43.0084,5.3481
13,5,"CRM","crm_fixed","fixed",NA,30,3,0.6,0.9,53.649,48.3565,5.2925
13,5,"CRM","crm_random","random",NA,45,3,0,0.3,66.0167,60.7799,5.2368
13,5,"CRM","crm_fixed","fixed",NA,45,2,1.2,1.5,41.8384,36.6017,5.2367
13,5,"CRM","crm_fixed","fixed",NA,45,2,0,0.3,66.0724,60.8914,5.181
13,5,"CRM","crm_random","random",NA,30,3,0.3,0.6,62.4513,57.3259,5.12540000000001
13,5,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,1.2,1.5,58.9415,53.8162,5.1253
13,5,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0,0.6,72.3677,67.3538,5.01389999999999
14,2,"CRM","crm_fixed","fixed",NA,45,3,0.6,1.5,71.5877,63.6769,7.91079999999999
14,2,"CRM","crm_fixed","fixed",NA,45,3,0.9,1.5,70.0279,63.6769,6.351
15,3,"CRM","crm_fixed","fixed",NA,45,3,0.3,1.5,60.5571,42.6741,17.883
15,3,"CRM","crm_fixed","fixed",NA,45,3,0.6,1.5,58.9415,42.6741,16.2674
15,3,"CRM","crm_fixed","fixed",NA,45,3,0,1.5,58.6072,42.6741,15.9331
15,3,"CRM","crm_random","random",NA,45,3,0.3,1.5,59.61,46.0167,13.5933
15,3,"CRM","crm_fixed","fixed",NA,45,2,0.6,1.5,61.337,47.9666,13.3704
15,3,"CRM","crm_fixed","fixed",NA,45,2,0.3,1.5,61.2256,47.9666,13.259
15,3,"CRM","crm_level","level",NA,45,3,0.6,1.5,59.4429,46.5181,12.9248
15,3,"CRM","crm_fixed","fixed",NA,45,3,0.3,1.2,60.5571,48.0223,12.5348
15,3,"CRM","crm_random","random",NA,45,3,0.6,1.5,58.5515,46.0167,12.5348
15,3,"CRM","crm_level","level",NA,45,3,0.3,1.5,58.9972,46.5181,12.4791
15,3,"CRM","crm_fixed","fixed",NA,45,2,0,1.5,59.4986,47.9666,11.532
15,3,"CRM","crm_fixed","fixed",NA,45,3,0.9,1.5,54.1504,42.6741,11.4763
15,3,"CRM","crm_fixed","fixed",NA,45,3,0.6,1.2,58.9415,48.0223,10.9192
15,3,"CRM","crm_random","random",NA,45,3,0,1.5,56.9359,46.0167,10.9192
15,3,"CRM","crm_fixed","fixed",NA,45,3,0,1.2,58.6072,48.0223,10.5849
15,3,"CRM","crm_fixed","fixed",NA,45,2,0.9,1.5,58.3287,47.9666,10.3621
15,3,"CRM","crm_level","level",NA,45,3,0,1.5,56.7688,46.5181,10.2507
15,3,"CFO","cfo_pride",NA,"pride",45,3,0.6,1.5,30.6407,20.8357,9.805
15,3,"CRM","crm_level","level",NA,45,3,0.9,1.5,55.8774,46.5181,9.3593
15,3,"CFO","cfo_pride",NA,"pride",45,3,0.9,1.5,30.1393,20.8357,9.3036
15,3,"CRM","crm_random","random",NA,45,3,0.3,1.2,59.61,50.6407,8.9693
15,3,"CRM","crm_random","random",NA,45,3,0.9,1.5,54.7632,46.0167,8.7465
15,3,"CFO","cfo_pride",NA,"pride",30,3,0.6,1.5,29.7493,21.7827,7.9666
15,3,"CRM","crm_fixed","fixed",NA,30,3,0.3,1.5,49.7493,41.7827,7.9666
15,3,"CRM","crm_random","random",NA,45,3,0.6,1.2,58.5515,50.6407,7.91079999999999
15,3,"CRM","crm_fixed","fixed",NA,30,3,0.6,1.5,49.6379,41.7827,7.8552
15,3,"CFO","cfo_pride",NA,"pride",30,3,0.9,1.5,29.6379,21.7827,7.8552
15,3,"CRM","crm_random","random",NA,45,2,0.3,1.5,60.7242,52.8691,7.8551
15,3,"CRM","crm_level","level",NA,45,2,0.6,1.5,60.7799,53.0362,7.7437
15,3,"CFO","cfo_pride",NA,"pride",45,3,0.3,1.5,28.5237,20.8357,7.688
15,3,"CRM","crm_fixed","fixed",NA,45,2,0.6,1.2,61.337,53.8719,7.46510000000001
15,3,"CRM","crm_fixed","fixed",NA,45,2,0.3,1.2,61.2256,53.8719,7.3537
15,3,"CFO","cfo_pride",NA,"pride",45,3,1.2,1.5,28.078,20.8357,7.2423
15,3,"CRM","crm_fixed","fixed",NA,30,3,0,1.5,48.8022,41.7827,7.0195
15,3,"CRM","crm_random","random",NA,45,2,0.6,1.5,59.8886,52.8691,7.01949999999999
15,3,"CFO","cfo_pride",NA,"pride",45,3,0,1.5,27.7437,20.8357,6.908
15,3,"CRM","crm_level","level",NA,45,3,1.2,1.5,53.2591,46.5181,6.741
15,3,"CFO","cfo_pride",NA,"pride",30,3,0.3,1.5,28.468,21.7827,6.6853
15,3,"CRM","crm_fixed","fixed",NA,30,3,0.9,1.5,48.4123,41.7827,6.6296
15,3,"CFO","cfo_pride",NA,"pride",30,3,1.2,1.5,28.2451,21.7827,6.4624
15,3,"CRM","crm_fixed","fixed",NA,45,3,0.3,0.9,60.5571,54.1504,6.4067
15,3,"CRM","crm_random","random",NA,45,3,0,1.2,56.9359,50.6407,6.29519999999999
15,3,"CRM","crm_level","level",NA,45,3,0.6,1.2,59.4429,53.2591,6.18380000000001
15,3,"CRM","crm_random","random",NA,45,2,0.9,1.5,58.9972,52.8691,6.1281
15,3,"CRM","crm_fixed","fixed",NA,45,3,0.9,1.2,54.1504,48.0223,6.1281
15,3,"CRM","crm_level","level",NA,45,2,0.9,1.5,59.1086,53.0362,6.0724
15,3,"CFO","cfo_pride",NA,"pride",30,3,0,1.5,27.7994,21.7827,6.0167
15,3,"CRM","crm_random","random",NA,45,2,0,1.5,58.8301,52.8691,5.961
15,3,"CRM","crm_fixed","fixed",NA,45,2,1.2,1.5,53.8719,47.9666,5.9053
15,3,"CRM","crm_level","level",NA,45,2,0.3,1.5,58.7744,53.0362,5.7382
15,3,"CRM","crm_level","level",NA,45,3,0.3,1.2,58.9972,53.2591,5.7381
15,3,"CRM","crm_fixed","fixed",NA,45,2,0,1.2,59.4986,53.8719,5.62670000000001
15,3,"CRM","crm_fixed","fixed",NA,30,3,0.3,1.2,49.7493,44.3454,5.4039
15,3,"CRM","crm_fixed","fixed",NA,45,3,1.2,1.5,48.0223,42.6741,5.3482
15,3,"CRM","crm_fixed","fixed",NA,30,3,0.6,1.2,49.6379,44.3454,5.2925
15,3,"CRM","crm_level","level",NA,45,2,0,1.5,58.273,53.0362,5.2368
16,1,"CRM","crm_level","level",NA,45,3,0,1.5,47.4359,38.5173,8.9186
16,1,"CRM","crm_level","level",NA,45,3,0,1.2,47.4359,38.6845,8.7514
16,1,"CRM","crm_fixed","fixed",NA,45,2,0,1.2,46.1538,37.7926,8.3612
16,1,"CRM","crm_fixed","fixed",NA,45,3,0,1.5,45.9309,37.7369,8.194
16,1,"CRM","crm_random","random",NA,45,2,0,1.2,46.8785,38.7402,8.1383
16,1,"CRM","crm_fixed","fixed",NA,45,2,0,1.5,46.1538,38.1271,8.0267
16,1,"CRM","crm_fixed","fixed",NA,45,3,0,1.2,45.9309,38.2943,7.6366
16,1,"CRM","crm_random","random",NA,45,2,0,1.5,46.8785,39.4091,7.4694
16,1,"CRM","crm_random","random",NA,45,2,0.3,1.2,46.1538,38.7402,7.4136
16,1,"CRM","crm_random","random",NA,45,3,0,1.2,46.5998,39.2977,7.3021
16,1,"CRM","crm_level","level",NA,45,2,0,1.2,46.4326,39.1862,7.2464
16,1,"CRM","crm_fixed","fixed",NA,45,2,0.3,1.2,44.8718,37.7926,7.0792
16,1,"CRM","crm_level","level",NA,45,2,0,1.5,46.4326,39.5764,6.8562
16,1,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0,1.2,44.3454,37.5487,6.7967
16,1,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0,1.5,44.3454,37.5487,6.7967
16,1,"CRM","crm_fixed","fixed",NA,45,2,0.3,1.5,44.8718,38.1271,6.7447
16,1,"CRM","crm_random","random",NA,45,2,0.3,1.5,46.1538,39.4091,6.74469999999999
16,1,"CRM","crm_fixed","fixed",NA,45,3,0.3,1.5,44.4259,37.7369,6.689
16,1,"CRM","crm_level","level",NA,45,3,0,0.9,47.4359,40.7469,6.689
16,1,"CRM","crm_level","level",NA,45,3,0.3,1.5,45.2062,38.5173,6.6889
16,1,"CRM","crm_level","level",NA,45,3,0.3,1.2,45.2062,38.6845,6.5217
16,1,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0,1.2,43.9554,37.5487,6.4067
16,1,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0,1.5,43.9554,37.5487,6.4067
16,1,"CRM","crm_level","level",NA,45,2,0.3,1.2,45.5407,39.1862,6.3545
16,1,"CRM","crm_random","random",NA,45,3,0.3,1.2,45.5407,39.2977,6.243
16,1,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.3,1.2,43.7883,37.5487,6.2396
16,1,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.3,1.5,43.7883,37.5487,6.2396
16,1,"CRM","crm_random","random",NA,45,3,0,1.5,46.5998,40.4125,6.1873
16,1,"CRM","crm_fixed","fixed",NA,45,3,0.3,1.2,44.4259,38.2943,6.1316
16,1,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0,1.5,61.7827,55.7971,5.9856
16,1,"CRM","crm_level","level",NA,45,2,0.3,1.5,45.5407,39.5764,5.9643
16,1,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.3,1.2,43.5097,37.5487,5.96100000000001
16,1,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.3,1.5,43.5097,37.5487,5.96100000000001
16,1,"CRM","crm_random","random",NA,45,2,0.6,1.2,44.4816,38.7402,5.7414
16,1,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0,1.2,61.7827,56.0758,5.7069
16,1,"CRM","crm_random","random",NA,45,3,0,0.9,46.5998,40.9699,5.6299
16,1,"CRM","crm_random","random",NA,45,2,0,0.9,46.8785,41.3043,5.5742
16,1,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0,1.5,61.5599,56.0758,5.4841
16,1,"CRM","crm_fixed","fixed",NA,45,2,0.6,1.2,43.0881,37.7926,5.2955
16,1,"CRM","crm_fixed","fixed",NA,45,3,0.6,1.5,43.0323,37.7369,5.2954
16,1,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0.3,1.5,61.0585,55.7971,5.2614
16,1,"CRM","crm_level","level",NA,45,3,0.6,1.5,43.7012,38.5173,5.1839
16,1,"CRM","crm_random","random",NA,45,3,0.3,1.5,45.5407,40.4125,5.1282
16,1,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.6,1.2,42.6741,37.5487,5.12540000000001
16,1,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.6,1.5,42.6741,37.5487,5.12540000000001
16,1,"CRM","crm_random","random",NA,45,2,0.6,1.5,44.4816,39.4091,5.0725
16,1,"CRM","crm_level","level",NA,45,3,0.6,1.2,43.7012,38.6845,5.0167
17,2,"CRM","crm_fixed","fixed",NA,45,3,0.6,1.5,82.8317,74.1918,8.6399
17,2,"CRM","crm_random","random",NA,45,3,0.6,1.5,80.4348,71.8506,8.5842
17,2,"CRM","crm_random","random",NA,45,3,0.3,1.5,79.5987,71.8506,7.74809999999999
17,2,"CRM","crm_fixed","fixed",NA,45,3,0.3,1.5,81.9398,74.1918,7.748
17,2,"CRM","crm_random","random",NA,45,2,0.6,1.5,79.7659,72.854,6.9119
17,2,"CRM","crm_random","random",NA,45,3,0.9,1.5,78.2051,71.8506,6.3545
17,2,"CRM","crm_fixed","fixed",NA,45,2,0.6,1.5,80.9922,74.7492,6.24299999999999
17,2,"CRM","crm_fixed","fixed",NA,45,3,0.6,1.2,82.8317,76.7559,6.0758
17,2,"CRM","crm_fixed","fixed",NA,45,3,0.9,1.5,80.1003,74.1918,5.9085
17,2,"CRM","crm_level","level",NA,45,2,0.9,1.5,79.2642,73.5786,5.68560000000001
17,2,"CRM","crm_level","level",NA,45,2,0.6,1.5,79.1527,73.5786,5.5741
17,2,"CFO","cfo_pride",NA,"pride",30,3,0.6,1.5,62.2074,56.9119,5.2955
17,2,"CRM","crm_fixed","fixed",NA,45,2,0.9,1.5,79.9889,74.7492,5.2397
17,2,"CRM","crm_fixed","fixed",NA,45,3,0.3,1.2,81.9398,76.7559,5.18390000000001
17,2,"CRM","crm_random","random",NA,45,3,1.2,1.5,76.9788,71.8506,5.12820000000001
17,2,"CFO","cfo_pride",NA,"pride",45,3,0.6,1.5,62.3746,57.2464,5.1282
17,2,"CFO","cfo_pride",NA,"pride",45,2,0.6,1.5,53.9576,48.9409,5.0167
18,1,"CRM","crm_level","level",NA,45,3,0.3,1.5,64.5485,56.9677,7.5808
18,1,"CRM","crm_level","level",NA,45,2,0.3,1.5,64.5485,57.1349,7.4136
18,1,"CRM","crm_level","level",NA,45,3,0,1.5,64.214,56.9677,7.2463
18,1,"CRM","crm_level","level",NA,45,2,0,1.5,64.1583,57.1349,7.0234
18,1,"CRM","crm_random","random",NA,45,3,0.3,1.5,64.2698,57.3579,6.9119
18,1,"CRM","crm_level","level",NA,45,3,0.6,1.5,63.8796,56.9677,6.9119
18,1,"CRM","crm_random","random",NA,45,2,0.3,1.5,64.7157,58.194,6.5217
18,1,"CRM","crm_random","random",NA,45,3,0,1.5,63.3222,57.3579,5.9643
18,1,"CRM","crm_random","random",NA,45,3,0.3,1.2,64.2698,58.4169,5.85290000000001
18,1,"CRM","crm_random","random",NA,45,3,0.6,1.5,63.2107,57.3579,5.8528
18,1,"CRM","crm_level","level",NA,45,2,0.6,1.5,62.9877,57.1349,5.85279999999999
18,1,"CRM","crm_random","random",NA,45,2,0.3,1.2,64.7157,59.0858,5.6299
