"Scenario_Set","Scenario_Name","Scenario","Source_Scenario","True_MTD","Scenario_Attempt","Model","Method","BOIN_Method","BOIN_r_estimator","CRM_r_model","CFO_Method","Alpha_true","r_carry","Accrual","T_assess","Nmax_eff","Cycle_Max","Continuous_Enrollment","Restrict_To_Tried","Dose","True_DLT_rate","True_IPDE_DLT_rate","Estimated_pj","r_hat","r_cap","r_use","MTD_Selection_pct","Pts_Treated","Unique_Pts_by_Dose","IPDE_Doses","Total_Administrations","Total_Unique_Patients","Early_Stopping_pct","Duration","n_valid","ntrial_from_files","CRM_Skeleton","CRM_Theta_Prior_Mean","CRM_Theta_Prior_SD","CRM_r_Prior_a","CRM_r_Prior_b","CFO_Skeleton","CFO_Model_File","CFO_Sigma2_Beta","CFO_Eta","CFO_PK_Method","CFO_N_MC_W","CFO_M_Use","CFO_Use_Monotone_Pair","CFO_N_Chains","CFO_N_Adapt","CFO_N_Burnin","CFO_N_Iter","CFO_Thin","CRM_Dose_Values","CRM_Alpha_Grid_Length","CRM_Dose_Scores_Raw","CRM_Dose_Scores","CRM_Cumu_Beta0_Mean","CRM_Cumu_Beta0_Prec","CRM_Cumu_Beta0_DF","CRM_Cumu_Beta1_Shape","CRM_Cumu_Beta1_Rate","CRM_Cumu_Beta2_Rate","CRM_Cumu_Include_Current"
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0,0,0.0714,28,30,1,1,1,1,0.29,0.29,0.0809,NA,NA,NA,10.0667,10.4466,10.4466,0,18.7725,18.7725,64.4049,279.9978,1798,1798,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0,0,0.0714,28,30,1,1,1,2,0.34,0.34,0.1662,NA,NA,NA,5.1168,3.7675,3.7675,0,18.7725,18.7725,64.4049,279.9978,1798,1798,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0,0,0.0714,28,30,1,1,1,3,0.38,0.38,0.1045,NA,NA,NA,3.8932,1.6151,1.6151,0,18.7725,18.7725,64.4049,279.9978,1798,1798,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0,0,0.0714,28,30,1,1,1,4,0.43,0.43,0.0895,NA,NA,NA,16.2403,2.5445,2.5445,0,18.7725,18.7725,64.4049,279.9978,1798,1798,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0,0,0.0714,28,30,1,1,1,5,0.52,0.52,0.6328,NA,NA,NA,0.2781,0.3988,0.3988,0,18.7725,18.7725,64.4049,279.9978,1798,1798,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0,0,0.0714,28,30,2,1,1,1,0.29,0.29,0.114,NA,NA,NA,16.9633,11.084,11.084,0,19.6635,16.0606,57.4527,252.4705,1798,1798,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0,0,0.0714,28,30,2,1,1,2,0.34,0.34,0.1973,NA,NA,NA,5.0612,4.3382,4.3382,2.2531,19.6635,16.0606,57.4527,252.4705,1798,1798,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0,0,0.0714,28,30,2,1,1,3,0.38,0.38,0.1489,NA,NA,NA,3.8932,1.6118,1.6118,0.7036,19.6635,16.0606,57.4527,252.4705,1798,1798,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0,0,0.0714,28,30,2,1,1,4,0.43,0.43,0.0966,NA,NA,NA,16.3515,2.2325,2.2325,0.4177,19.6635,16.0606,57.4527,252.4705,1798,1798,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0,0,0.0714,28,30,2,1,1,5,0.52,0.52,0.6328,NA,NA,NA,0.2781,0.3971,0.3971,0.2286,19.6635,16.0606,57.4527,252.4705,1798,1798,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0,0,0.0714,28,30,3,1,1,1,0.29,0.29,0.1108,NA,NA,NA,16.129,11.059,11.059,0,19.6168,15.5829,58.3426,248.2059,1798,1798,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0,0,0.0714,28,30,3,1,1,2,0.34,0.34,0.1937,NA,NA,NA,5.1168,4.3181,4.3181,2.2219,19.6168,15.5829,58.3426,248.2059,1798,1798,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0,0,0.0714,28,30,3,1,1,3,0.38,0.38,0.1432,NA,NA,NA,3.8932,1.6218,1.6218,1.1841,19.6168,15.5829,58.3426,248.2059,1798,1798,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0,0,0.0714,28,30,3,1,1,4,0.43,0.43,0.0941,NA,NA,NA,16.2403,2.2225,2.2225,0.3103,19.6168,15.5829,58.3426,248.2059,1798,1798,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0,0,0.0714,28,30,3,1,1,5,0.52,0.52,0.6339,NA,NA,NA,0.2781,0.3954,0.3954,0.3176,19.6168,15.5829,58.3426,248.2059,1798,1798,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.3,0,0.0714,28,30,1,1,1,1,0.29,0.29,0.0843,NA,NA,NA,10.5673,10.5367,10.5367,0,18.7508,18.7508,64.1268,279.9286,1798,1798,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.3,0,0.0714,28,30,1,1,1,2,0.34,0.427,0.1662,NA,NA,NA,5.0612,3.7425,3.7425,0,18.7508,18.7508,64.1268,279.9286,1798,1798,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.3,0,0.0714,28,30,1,1,1,3,0.38,0.482,0.0909,NA,NA,NA,3.8376,1.54,1.54,0,18.7508,18.7508,64.1268,279.9286,1798,1798,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.3,0,0.0714,28,30,1,1,1,4,0.43,0.544,0.0909,NA,NA,NA,16.129,2.5378,2.5378,0,18.7508,18.7508,64.1268,279.9286,1798,1798,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.3,0,0.0714,28,30,1,1,1,5,0.52,0.649,0.6323,NA,NA,NA,0.2781,0.3938,0.3938,0,18.7508,18.7508,64.1268,279.9286,1798,1798,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.3,0,0.0714,28,30,2,1,1,1,0.29,0.29,0.1191,NA,NA,NA,18.8091,12.394,12.394,0,19.8214,16.6166,57.5403,257.8276,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.3,0,0.0714,28,30,2,1,1,2,0.34,0.427,0.2726,NA,NA,NA,7.2343,4.2905,4.2905,2.2549,19.8214,16.6166,57.5403,257.8276,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.3,0,0.0714,28,30,2,1,1,3,0.38,0.482,0.165,NA,NA,NA,10.6845,2.0935,2.0935,0.5843,19.8214,16.6166,57.5403,257.8276,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.3,0,0.0714,28,30,2,1,1,4,0.43,0.544,0.1803,NA,NA,NA,5.7318,0.8748,0.8748,0.197,19.8214,16.6166,57.5403,257.8276,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.3,0,0.0714,28,30,2,1,1,5,0.52,0.649,NA,NA,NA,NA,0,0.1686,0.1686,0.1686,19.8214,16.6166,57.5403,257.8276,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.3,0,0.0714,28,30,3,1,1,1,0.29,0.29,0.1212,NA,NA,NA,19.143,12.3589,12.3589,0,19.7896,15.9438,57.3178,252.8106,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.3,0,0.0714,28,30,3,1,1,2,0.34,0.427,0.2748,NA,NA,NA,7.4569,4.4942,4.4942,2.2476,19.7896,15.9438,57.3178,252.8106,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.3,0,0.0714,28,30,3,1,1,3,0.38,0.482,0.1993,NA,NA,NA,12.187,1.8013,1.8013,1.2187,19.7896,15.9438,57.3178,252.8106,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.3,0,0.0714,28,30,3,1,1,4,0.43,0.544,0.1912,NA,NA,NA,3.8954,1.0234,1.0234,0.2677,19.7896,15.9438,57.3178,252.8106,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.3,0,0.0714,28,30,3,1,1,5,0.52,0.649,NA,NA,NA,NA,0,0.1119,0.1119,0.1119,19.7896,15.9438,57.3178,252.8106,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.6,0,0.0714,28,30,1,1,1,1,0.29,0.29,0.0821,NA,NA,NA,10.2393,10.5058,10.5058,0,18.7446,18.7446,64.4407,279.6762,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.6,0,0.0714,28,30,1,1,1,2,0.34,0.514,0.1631,NA,NA,NA,5.0083,3.7329,3.7329,0,18.7446,18.7446,64.4407,279.6762,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.6,0,0.0714,28,30,1,1,1,3,0.38,0.584,0.1058,NA,NA,NA,3.7841,1.5726,1.5726,0,18.7446,18.7446,64.4407,279.6762,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.6,0,0.0714,28,30,1,1,1,4,0.43,0.658,0.0922,NA,NA,NA,16.2493,2.5359,2.5359,0,18.7446,18.7446,64.4407,279.6762,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.6,0,0.0714,28,30,1,1,1,5,0.52,0.778,0.6334,NA,NA,NA,0.2782,0.3973,0.3973,0,18.7446,18.7446,64.4407,279.6762,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.6,0,0.0714,28,30,2,1,1,1,0.29,0.29,0.1259,NA,NA,NA,33.5003,15.9666,15.9666,0,20.2888,17.9505,57.6516,272.2489,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.6,0,0.0714,28,30,2,1,1,2,0.34,0.514,0.5336,NA,NA,NA,7.6795,3.7896,3.7896,2.2588,20.2888,17.9505,57.6516,272.2489,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.6,0,0.0714,28,30,2,1,1,3,0.38,0.584,0.4451,NA,NA,NA,1.1686,0.5209,0.5209,0.0696,20.2888,17.9505,57.6516,272.2489,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.6,0,0.0714,28,30,2,1,1,4,0.43,0.658,NA,NA,NA,NA,0,0.0117,0.0117,0.01,20.2888,17.9505,57.6516,272.2489,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.6,0,0.0714,28,30,2,1,1,5,0.52,0.778,NA,NA,NA,NA,0,0,0,0,20.2888,17.9505,57.6516,272.2489,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.6,0,0.0714,28,30,3,1,1,1,0.29,0.29,0.1274,NA,NA,NA,33.4446,15.7913,15.7913,0,20.4107,17.8052,57.3734,271.4097,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.6,0,0.0714,28,30,3,1,1,2,0.34,0.514,0.5302,NA,NA,NA,7.8464,3.8614,3.8614,2.2282,20.4107,17.8052,57.3734,271.4097,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.6,0,0.0714,28,30,3,1,1,3,0.38,0.584,0.4957,NA,NA,NA,1.3356,0.6477,0.6477,0.3767,20.4107,17.8052,57.3734,271.4097,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.6,0,0.0714,28,30,3,1,1,4,0.43,0.658,NA,NA,NA,NA,0,0.1102,0.1102,6e-04,20.4107,17.8052,57.3734,271.4097,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.6,0,0.0714,28,30,3,1,1,5,0.52,0.778,NA,NA,NA,NA,0,0,0,0,20.4107,17.8052,57.3734,271.4097,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.9,0,0.0714,28,30,1,1,1,1,0.29,0.29,0.0798,NA,NA,NA,9.961,10.4925,10.4925,0,18.7913,18.7913,64.4407,279.9862,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.9,0,0.0714,28,30,1,1,1,2,0.34,0.601,0.1618,NA,NA,NA,5.064,3.7446,3.7446,0,18.7913,18.7913,64.4407,279.9862,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.9,0,0.0714,28,30,1,1,1,3,0.38,0.686,0.0951,NA,NA,NA,3.7841,1.5776,1.5776,0,18.7913,18.7913,64.4407,279.9862,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.9,0,0.0714,28,30,1,1,1,4,0.43,0.772,0.0913,NA,NA,NA,16.4719,2.5726,2.5726,0,18.7913,18.7913,64.4407,279.9862,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S20_5d","S20_5d_SC1",1,1,1,1,"CFO","cfo_pride",NA,NA,NA,"pride",0.9,0,0.0714,28,30,1,1,1,5,0.52,0.907,0.6339,NA,NA,NA,0.2782,0.404,0.404,0,18.7913,18.7913,64.4407,279.9862,1797,1797,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,"0.005,0.01,0.05,0.1,0.3","PRIDE.bug",30,1,"approx",200,1000,0,3,1000,2000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
