"Scenario","Model","Method","BOIN_Method","BOIN_r_estimator","CRM_r_model","Alpha_true","r_carry","Accrual","Metric","D1","D2","D3","D4","D5","Total","Duration","n_valid","ntrial_from_files"
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"True DLT rate",0.15,0.3,0.38,0.45,0.55,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"True IPDE DLT rate",0.15,0.3,0.38,0.45,0.55,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"Estimated pj_iso",0.0831,0.2213,0.3319,0.4135,0.4997,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"r_hat raw MLE",NA,NA,NA,NA,NA,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"r_cap pooled adjacent",NA,NA,NA,NA,NA,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"r_use truncated",0,0,0,0,0,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"MTD Selection %",19.1596,49.3247,23.0115,6.7034,0.7504,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"# Pts Treated",9.7489,12.0345,5.9265,1.7724,0.2731,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"# Unique Pts by Dose",9.7489,12.0345,5.9265,1.7724,0.2731,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"# IPDE Doses",0,5.1596,3.1411,0.5893,0.1721,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"# Total Administrations",NA,NA,NA,NA,NA,29.7554,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"# Total Unique Patients",NA,NA,NA,NA,NA,20.6933,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"% Early Stopping",NA,NA,NA,NA,NA,1.0505,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"Duration",NA,NA,NA,NA,NA,NA,68.8861,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"True DLT rate",0.15,0.3,0.38,0.45,0.55,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"True IPDE DLT rate",0.15,0.345,0.47,0.564,0.685,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"Estimated pj_iso",0.0925,0.2506,0.3773,0.4383,0.5665,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"r_hat raw MLE",NA,NA,NA,NA,NA,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"r_cap pooled adjacent",NA,NA,NA,NA,NA,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"r_use truncated",0,0,0,0,0,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"MTD Selection %",26.4132,54.1771,14.6573,3.5518,0.1001,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"# Pts Treated",10.939,12.9605,4.7199,1.016,0.1171,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"# Unique Pts by Dose",10.939,12.9605,4.7199,1.016,0.1171,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"# IPDE Doses",0,5.4732,2.8594,0.3417,0.092,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"# Total Administrations",NA,NA,NA,NA,NA,29.7524,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"# Total Unique Patients",NA,NA,NA,NA,NA,20.986,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"% Early Stopping",NA,NA,NA,NA,NA,1.1006,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"Duration",NA,NA,NA,NA,NA,NA,69.5558,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"True DLT rate",0.15,0.3,0.38,0.45,0.55,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"True IPDE DLT rate",0.15,0.39,0.56,0.678,0.82,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"Estimated pj_iso",0.1007,0.276,0.4064,0.5013,0.6046,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"r_hat raw MLE",NA,NA,NA,NA,NA,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"r_cap pooled adjacent",NA,NA,NA,NA,NA,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"r_use truncated",0,0,0,0,0,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"MTD Selection %",35.0175,52.7764,9.8049,1.3507,0,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"# Pts Treated",12.3587,13.0865,3.7684,0.4997,0.042,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"# Unique Pts by Dose",12.3587,13.0865,3.7684,0.4997,0.042,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"# IPDE Doses",0,5.7354,2.4062,0.2271,0.035,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"# Total Administrations",NA,NA,NA,NA,NA,29.7554,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"# Total Unique Patients",NA,NA,NA,NA,NA,21.3517,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"% Early Stopping",NA,NA,NA,NA,NA,1.0505,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"Duration",NA,NA,NA,NA,NA,NA,70.3214,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"True DLT rate",0.15,0.3,0.38,0.45,0.55,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"True IPDE DLT rate",0.15,0.435,0.65,0.792,0.955,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"Estimated pj_iso",0.11,0.2967,0.4541,0.5584,0.6661,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"r_hat raw MLE",NA,NA,NA,NA,NA,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"r_cap pooled adjacent",NA,NA,NA,NA,NA,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"r_use truncated",0,0,0,0,0,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"MTD Selection %",44.7724,49.0745,4.6523,0.4502,0,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"# Pts Treated",13.8834,12.9695,2.6683,0.2221,0.012,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"# Unique Pts by Dose",13.8834,12.9695,2.6683,0.2221,0.012,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"# IPDE Doses",0,5.8189,1.9025,0.1161,0.012,NA,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"# Total Administrations",NA,NA,NA,NA,NA,29.7554,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"# Total Unique Patients",NA,NA,NA,NA,NA,21.906,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"% Early Stopping",NA,NA,NA,NA,NA,1.0505,NA,1999,1999
4,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"Duration",NA,NA,NA,NA,NA,NA,71.4602,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"True DLT rate",0.3,0.35,0.4,0.45,0.5,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"True IPDE DLT rate",0.3,0.35,0.4,0.45,0.5,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"Estimated pj_iso",0.1914,0.2859,0.3476,0.3902,0.4948,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"r_hat raw MLE",NA,NA,NA,NA,NA,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"r_cap pooled adjacent",NA,NA,NA,NA,NA,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"r_use truncated",0,0,0,0,0,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"MTD Selection %",45.2226,22.8114,10.8054,3.0015,0.7504,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"# Pts Treated",15.6513,7.1286,2.8439,0.8494,0.1591,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"# Unique Pts by Dose",15.6513,7.1286,2.8439,0.8494,0.1591,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"# IPDE Doses",0,3.5233,1.5623,0.2721,0.1026,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"# Total Administrations",NA,NA,NA,NA,NA,26.6323,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"# Total Unique Patients",NA,NA,NA,NA,NA,21.1721,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"% Early Stopping",NA,NA,NA,NA,NA,17.4087,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"Duration",NA,NA,NA,NA,NA,NA,66.7052,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"True DLT rate",0.3,0.35,0.4,0.45,0.5,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"True IPDE DLT rate",0.3,0.44,0.505,0.57,0.635,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"Estimated pj_iso",0.2147,0.3422,0.4169,0.4708,0.6107,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"r_hat raw MLE",NA,NA,NA,NA,NA,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"r_cap pooled adjacent",NA,NA,NA,NA,NA,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"r_use truncated",0,0,0,0,0,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"MTD Selection %",56.3282,20.06,4.9525,0.9505,0,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"# Pts Treated",17.5423,7.016,1.7289,0.2806,0.027,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"# Unique Pts by Dose",17.5423,7.016,1.7289,0.2806,0.027,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"# IPDE Doses",0,3.6278,1.051,0.1106,0.021,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"# Total Administrations",NA,NA,NA,NA,NA,26.5948,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"# Total Unique Patients",NA,NA,NA,NA,NA,21.7844,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"% Early Stopping",NA,NA,NA,NA,NA,17.7089,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"Duration",NA,NA,NA,NA,NA,NA,68.0971,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"True DLT rate",0.3,0.35,0.4,0.45,0.5,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"True IPDE DLT rate",0.3,0.53,0.61,0.69,0.77,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"Estimated pj_iso",0.2305,0.3711,0.4664,0.4341,0.5275,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"r_hat raw MLE",NA,NA,NA,NA,NA,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"r_cap pooled adjacent",NA,NA,NA,NA,NA,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"r_use truncated",0,0,0,0,0,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"MTD Selection %",64.3322,15.5578,2.001,0.4002,0.05,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"# Pts Treated",18.9185,6.5403,1.0175,0.1306,0.0165,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"# Unique Pts by Dose",18.9185,6.5403,1.0175,0.1306,0.0165,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"# IPDE Doses",0,3.6183,0.7289,0.042,0.012,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"# Total Administrations",NA,NA,NA,NA,NA,26.6233,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"# Total Unique Patients",NA,NA,NA,NA,NA,22.2221,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"% Early Stopping",NA,NA,NA,NA,NA,17.6588,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"Duration",NA,NA,NA,NA,NA,NA,68.9195,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"True DLT rate",0.3,0.35,0.4,0.45,0.5,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"True IPDE DLT rate",0.3,0.62,0.715,0.81,0.905,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"Estimated pj_iso",0.2452,0.4153,0.5029,0.4376,NA,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"r_hat raw MLE",NA,NA,NA,NA,NA,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"r_cap pooled adjacent",NA,NA,NA,NA,NA,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"r_use truncated",0,0,0,0,0,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"MTD Selection %",71.0355,10.055,0.4502,0.1001,0,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"# Pts Treated",20.5993,5.4132,0.5193,0.039,0.0015,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"# Unique Pts by Dose",20.5993,5.4132,0.5193,0.039,0.0015,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"# IPDE Doses",0,3.3567,0.4162,0.016,0.0015,NA,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"# Total Administrations",NA,NA,NA,NA,NA,26.5723,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"# Total Unique Patients",NA,NA,NA,NA,NA,22.7819,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"% Early Stopping",NA,NA,NA,NA,NA,18.3592,NA,1999,1999
5,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"Duration",NA,NA,NA,NA,NA,NA,69.9997,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"True DLT rate",0.5,0.55,0.6,0.65,0.7,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"True IPDE DLT rate",0.5,0.55,0.6,0.65,0.7,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"Estimated pj_iso",0.3361,0.4672,0.5204,0.5553,NA,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"r_hat raw MLE",NA,NA,NA,NA,NA,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"r_cap pooled adjacent",NA,NA,NA,NA,NA,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"r_use truncated",0,0,0,0,NA,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"MTD Selection %",17.4087,1.1506,0.2001,0,0,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"# Pts Treated",13.1436,1.4167,0.1981,0.0165,0,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"# Unique Pts by Dose",13.1436,1.4167,0.1981,0.0165,0,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"# IPDE Doses",0,0.8844,0.1316,0.005,0,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"# Total Administrations",NA,NA,NA,NA,NA,14.7749,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"# Total Unique Patients",NA,NA,NA,NA,NA,13.7539,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"% Early Stopping",NA,NA,NA,NA,NA,81.2406,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,"Duration",NA,NA,NA,NA,NA,NA,40.1368,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"True DLT rate",0.5,0.55,0.6,0.65,0.7,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"True IPDE DLT rate",0.5,0.7,0.765,0.83,0.895,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"Estimated pj_iso",0.3569,0.5391,0.4497,NA,NA,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"r_hat raw MLE",NA,NA,NA,NA,NA,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"r_cap pooled adjacent",NA,NA,NA,NA,NA,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"r_use truncated",0,0,0,0,NA,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"MTD Selection %",16.6583,0.2001,0.05,0,0,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"# Pts Treated",13.6103,1.025,0.027,0.0015,0,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"# Unique Pts by Dose",13.6103,1.025,0.027,0.0015,0,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"# IPDE Doses",0,0.7869,0.0225,0,0,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"# Total Administrations",NA,NA,NA,NA,NA,14.6638,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"# Total Unique Patients",NA,NA,NA,NA,NA,13.8544,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"% Early Stopping",NA,NA,NA,NA,NA,83.0915,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,"Duration",NA,NA,NA,NA,NA,NA,40.1928,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"True DLT rate",0.5,0.55,0.6,0.65,0.7,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"True IPDE DLT rate",0.5,0.85,0.93,1,1,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"Estimated pj_iso",0.3652,0.6096,NA,NA,NA,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"r_hat raw MLE",NA,NA,NA,NA,NA,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"r_cap pooled adjacent",NA,NA,NA,NA,NA,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"r_use truncated",0,0,0,NA,NA,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"MTD Selection %",15.6078,0,0,0,0,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"# Pts Treated",13.7919,0.7579,0.003,0,0,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"# Unique Pts by Dose",13.7919,0.7579,0.003,0,0,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"# IPDE Doses",0,0.6808,0.003,0,0,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"# Total Administrations",NA,NA,NA,NA,NA,14.5528,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"# Total Unique Patients",NA,NA,NA,NA,NA,13.8689,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"% Early Stopping",NA,NA,NA,NA,NA,84.3922,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,"Duration",NA,NA,NA,NA,NA,NA,40.2032,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"True DLT rate",0.5,0.55,0.6,0.65,0.7,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"True IPDE DLT rate",0.5,1,1,1,1,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"Estimated pj_iso",0.3603,NA,NA,NA,NA,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"r_hat raw MLE",NA,NA,NA,NA,NA,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"r_cap pooled adjacent",NA,NA,NA,NA,NA,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"r_use truncated",0,0,NA,NA,NA,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"MTD Selection %",15.5578,0,0,0,0,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"# Pts Treated",13.8999,0.5943,0,0,0,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"# Unique Pts by Dose",13.8999,0.5943,0,0,0,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"# IPDE Doses",0,0.5943,0,0,0,NA,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"# Total Administrations",NA,NA,NA,NA,NA,14.4942,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"# Total Unique Patients",NA,NA,NA,NA,NA,13.8999,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"% Early Stopping",NA,NA,NA,NA,NA,84.4422,NA,1999,1999
6,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.9,0,0.5,"Duration",NA,NA,NA,NA,NA,NA,39.9699,1999,1999
