"Task_ID","Scenario","Source_Scenario","Scenario_Group","Attempt","Allocation","Stage2_Allocation","Model_ID","Carryover_Model","Efficacy_Model","Nmax","N_s1","N_s2","n_eval","Cycle_Max","Arrival_Rate","T_assess","True_MTD","True_OBD","Target_Toxicity","Utility_Type","Lambda_T","Dose","Toxicity_IPDE_Alpha","Efficacy_IPDE_Alpha","True_DLT_rate","True_Efficacy_rate","Estimated_CRM_pj","Estimated_Efficacy","Estimated_Utility","Carryover_Mean","MTD_Selection_pct","OBD_Selection_pct","Pts_Treated","Unique_Pts_by_Dose","IPDE_Doses","Total_Administrations","Total_Unique_Patients","Duration","Early_Stop_pct","ntrial"
9,20,5,"five_scenarios_txt",1,"two_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,3,2,0.3,3,1,5,0,0,0.52,0.25,0.409608460057151,0.430250190205442,49.4306730100405,0.118264981810356,10.7,1.4,1.392,1.225,0.409,29.577,18.774,1102.37487556358,2.6,1000
10,24,4,"five_scenarios_txt",1,"two_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,5,4,0.3,3,1,1,0,0,0.01,0.05,0.0290013768999797,0.145040773390385,47.5423913274239,0.121241694158704,0,1,3.429,2.382,1.106,30,19.523,1200.93602546038,0,1000
10,24,4,"five_scenarios_txt",1,"two_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,5,4,0.3,3,1,2,0,0,0.02,0.08,0.0462146176007139,0.162862018678064,47.9231364166553,0.121241694158704,0,1.5,3.483,2.798,1.803,30,19.523,1200.93602546038,0,1000
10,24,4,"five_scenarios_txt",1,"two_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,5,4,0.3,3,1,3,0,0,0.05,0.2,0.0920590289442234,0.229156408781283,50.067023369108,0.121241694158704,0.7,4.8,4.455,3.495,1.853,30,19.523,1200.93602546038,0,1000
10,24,4,"five_scenarios_txt",1,"two_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,5,4,0.3,3,1,4,0,0,0.1,0.5,0.120997142814892,0.427832596138067,60.8300700556884,0.121241694158704,3.8,56.3,10.605,8.421,3.494,30,19.523,1200.93602546038,0,1000
10,24,4,"five_scenarios_txt",1,"two_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,5,4,0.3,3,1,5,0,0,0.25,0.5,0.19188348934843,0.438534957664367,58.6367578859248,0.121241694158704,95.5,36.4,8.028,6.613,2.221,30,19.523,1200.93602546038,0,1000
11,27,2,"higher_gap_above_MTD",1,"two_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,3,3,0.3,3,1,1,0,0,0.11,0.1,0.160106074195457,0.138485172580743,41.9048673870263,0.118572958483167,7.4,15.8,7.716,5.126,2.827,29.142,19.139,1117.61497420761,5.3,1000
11,27,2,"higher_gap_above_MTD",1,"two_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,3,3,0.3,3,1,2,0,0,0.17,0.2,0.20714687796089,0.223113069438944,45.100909047901,0.118572958483167,21.9,28.1,8.202,6.162,3.348,29.142,19.139,1117.61497420761,5.3,1000
11,27,2,"higher_gap_above_MTD",1,"two_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,3,3,0.3,3,1,3,0,0,0.3,0.4,0.301287805100466,0.387856028029597,51.2198494777572,0.118572958483167,49.7,43,9.006,7.246,2.779,29.142,19.139,1117.61497420761,5.3,1000
11,27,2,"higher_gap_above_MTD",1,"two_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,3,3,0.3,3,1,4,0,0,0.5,0.42,0.348684269039745,0.444929238407788,52.7483835428775,0.118572958483167,17.9,6.8,3.324,2.937,0.858,29.142,19.139,1117.61497420761,5.3,1000
11,27,2,"higher_gap_above_MTD",1,"two_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,3,3,0.3,3,1,5,0,0,0.62,0.45,0.444458323787164,0.485839337735564,51.3720273126473,0.118572958483167,2.7,0.4,0.894,0.828,0.191,29.142,19.139,1117.61497420761,5.3,1000
12,38,38,"user_added",1,"two_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,5,5,0.3,3,1,1,0,0,0.05,0.05,0.060261897092577,0.126023925122442,45.1125998961383,0.117895072309971,0.9,16.5,4.902,3.294,1.738,29.817,18.473,1122.97300143839,1.5,1000
12,38,38,"user_added",1,"two_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,5,5,0.3,3,1,2,0,0,0.1,0.08,0.0879338257996006,0.146204460934159,45.218981370805,0.117895072309971,2.2,10.2,5.007,3.814,2.422,29.817,18.473,1122.97300143839,1.5,1000
12,38,38,"user_added",1,"two_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,5,5,0.3,3,1,3,0,0,0.12,0.12,0.153573615425817,0.174412553425562,44.2913817962241,0.117895072309971,9.3,9,5.484,4.086,2.302,29.817,18.473,1122.97300143839,1.5,1000
