"Task_ID","Scenario","Source_Scenario","Scenario_Group","Scenario_Attempt","True_MTD","True_OBD","Target_Toxicity","Allocation","Nmax","Sample_Size","N_s1","N_s2","Model","Model_ID","Carryover_Model","CRM_r_Model","CRM_Prior_a","CRM_Prior_b","Efficacy_Model","Efficacy_Prior_a","Efficacy_Prior_b","Efficacy_Carryover_Prior_a","Efficacy_Carryover_Prior_b","Efficacy_Additive_Alpha_Prior_a","Efficacy_Additive_Alpha_Prior_b","Utility_Type","Lambda_T","Stage2_Allocation","Enrollment_Scheme","Arrival_Rate","T_assess","Cycle_Max","IPDE_Dose_Assignment","Toxicity_IPDE_Alpha","Efficacy_IPDE_Alpha","Efficacy_Threshold","Futility_Cutoff","Min_Eff_N_for_Futility","Recycle_Toxicity_Rule","Recycle_Efficacy_Rule","Dose","True_DLT_rate","True_Efficacy_rate","Estimated_CRM_pj","Estimated_Efficacy","Estimated_Utility","r_hat","r_cap","r_use","MTD_Selection_pct","OBD_Selection_pct","Pts_Treated","Unique_Pts_by_Dose","IPDE_Doses","Total_Administrations","Total_Unique_Patients","Early_Stopping_pct","Design_Early_Stopping_pct","No_OBD_Selection_pct","Duration","n_valid","ntrial_from_files"
1,1,1,"base_example",1,1,1,0.3,"one_stage",30,30,30,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"highest_utility","ipde_first",0.0179,28,1,"any_admissible_dose",0,0,0.2,0.85,3,1,0,1,0.3,0.05,0.3349,0.0834,31.6099,0.1355,NA,NA,59.2,17.1,10.968,10.968,0,19.242,19.242,10,10,74.8,1212.0849,1000,1000
1,1,1,"base_example",1,1,1,0.3,"one_stage",30,30,30,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"highest_utility","ipde_first",0.0179,28,1,"any_admissible_dose",0,0,0.2,0.85,3,1,0,2,0.35,0.06,0.3884,0.2624,40.205,0.1355,NA,NA,17.7,5.8,4.476,4.476,0,19.242,19.242,10,10,74.8,1212.0849,1000,1000
1,1,1,"base_example",1,1,1,0.3,"one_stage",30,30,30,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"highest_utility","ipde_first",0.0179,28,1,"any_admissible_dose",0,0,0.2,0.85,3,1,0,3,0.4,0.07,0.4834,0.36,42.2666,0.1355,NA,NA,8.6,1.8,2.586,2.586,0,19.242,19.242,10,10,74.8,1212.0849,1000,1000
1,1,1,"base_example",1,1,1,0.3,"one_stage",30,30,30,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"highest_utility","ipde_first",0.0179,28,1,"any_admissible_dose",0,0,0.2,0.85,3,1,0,4,0.45,0.08,0.527,0.4377,45.181,0.1355,NA,NA,3.5,0.3,0.906,0.906,0,19.242,19.242,10,10,74.8,1212.0849,1000,1000
1,1,1,"base_example",1,1,1,0.3,"one_stage",30,30,30,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"highest_utility","ipde_first",0.0179,28,1,"any_admissible_dose",0,0,0.2,0.85,3,1,0,5,0.5,0.09,0.6092,0.4824,44.576,0.1355,NA,NA,1,0.2,0.306,0.306,0,19.242,19.242,10,10,74.8,1212.0849,1000,1000
2,16,1,"five_scenarios_txt",1,5,1,0.3,"one_stage",30,30,30,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"highest_utility","ipde_first",0.0179,28,1,"any_admissible_dose",0,0,0.2,0.85,3,1,0,1,0.02,0.2,0.041,0.1888,49.6858,0.1403,NA,NA,0,29.1,6.801,6.801,0,30,30,0,0,0,1922.4482,1000,1000
2,16,1,"five_scenarios_txt",1,5,1,0.3,"one_stage",30,30,30,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"highest_utility","ipde_first",0.0179,28,1,"any_admissible_dose",0,0,0.2,0.85,3,1,0,2,0.06,0.2,0.0625,0.198,49.3828,0.1403,NA,NA,0.1,22.5,6.714,6.714,0,30,30,0,0,0,1922.4482,1000,1000
2,16,1,"five_scenarios_txt",1,5,1,0.3,"one_stage",30,30,30,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"highest_utility","ipde_first",0.0179,28,1,"any_admissible_dose",0,0,0.2,0.85,3,1,0,3,0.09,0.2,0.1162,0.2089,47.8864,0.1403,NA,NA,0.7,19.4,6.039,6.039,0,30,30,0,0,0,1922.4482,1000,1000
2,16,1,"five_scenarios_txt",1,5,1,0.3,"one_stage",30,30,30,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"highest_utility","ipde_first",0.0179,28,1,"any_admissible_dose",0,0,0.2,0.85,3,1,0,4,0.14,0.2,0.1486,0.2163,47.0351,0.1403,NA,NA,11.3,16.6,5.703,5.703,0,30,30,0,0,0,1922.4482,1000,1000
2,16,1,"five_scenarios_txt",1,5,1,0.3,"one_stage",30,30,30,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"highest_utility","ipde_first",0.0179,28,1,"any_admissible_dose",0,0,0.2,0.85,3,1,0,5,0.26,0.2,0.2248,0.2508,46.0512,0.1403,NA,NA,87.9,12.4,4.743,4.743,0,30,30,0,0,0,1922.4482,1000,1000
3,20,5,"five_scenarios_txt",1,3,2,0.3,"one_stage",30,30,30,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"highest_utility","ipde_first",0.0179,28,1,"any_admissible_dose",0,0,0.2,0.85,3,1,0,1,0.07,0.05,0.1392,0.1241,41.8771,0.1359,NA,NA,1.4,12.2,5.322,5.322,0,29.706,29.706,0,0,2.1,1903.9414,1000,1000
3,20,5,"five_scenarios_txt",1,3,2,0.3,"one_stage",30,30,30,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"highest_utility","ipde_first",0.0179,28,1,"any_admissible_dose",0,0,0.2,0.85,3,1,0,2,0.14,0.25,0.1837,0.2296,46.4272,0.1359,NA,NA,10.4,45.3,11.196,11.196,0,29.706,29.706,0,0,2.1,1903.9414,1000,1000
