"Task_ID","Scenario","Source_Scenario","Scenario_Group","Scenario_Attempt","True_MTD","True_OBD","Target_Toxicity","Allocation","Nmax","Sample_Size","N_s1","N_s2","Model","Model_ID","Carryover_Model","CRM_r_Model","CRM_Prior_a","CRM_Prior_b","Efficacy_Model","Efficacy_Prior_a","Efficacy_Prior_b","Efficacy_Carryover_Prior_a","Efficacy_Carryover_Prior_b","Efficacy_Additive_Alpha_Prior_a","Efficacy_Additive_Alpha_Prior_b","Utility_Type","Lambda_T","Stage2_Allocation","Enrollment_Scheme","Arrival_Rate","T_assess","Cycle_Max","IPDE_Dose_Assignment","Toxicity_IPDE_Alpha","Efficacy_IPDE_Alpha","Efficacy_Threshold","Futility_Cutoff","Min_Eff_N_for_Futility","Recycle_Toxicity_Rule","Recycle_Efficacy_Rule","Dose","True_DLT_rate","True_Efficacy_rate","Estimated_CRM_pj","Estimated_Efficacy","Estimated_Utility","r_hat","r_cap","r_use","MTD_Selection_pct","OBD_Selection_pct","Pts_Treated","Unique_Pts_by_Dose","IPDE_Doses","Total_Administrations","Total_Unique_Patients","Early_Stopping_pct","Design_Early_Stopping_pct","No_OBD_Selection_pct","Duration","n_valid","ntrial_from_files"
5,27,2,"higher_gap_above_MTD",1,3,3,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"top2_randomized","ipde_first",0.0179,28,2,"any_admissible_dose",0,0,0.2,0.85,3,1,0,1,0.11,0.1,0.1608,0.1393,41.928,0.1212,NA,NA,3.2,11.3,7.526,6.35,1.736,29.346,19.499,0.8,0.8,4.3,1308.9089,1000,1000
5,27,2,"higher_gap_above_MTD",1,3,3,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"top2_randomized","ipde_first",0.0179,28,2,"any_admissible_dose",0,0,0.2,0.85,3,1,0,2,0.17,0.2,0.2078,0.2116,44.3843,0.1212,NA,NA,13,23.9,8.179,7.418,4.109,29.346,19.499,0.8,0.8,4.3,1308.9089,1000,1000
5,27,2,"higher_gap_above_MTD",1,3,3,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"top2_randomized","ipde_first",0.0179,28,2,"any_admissible_dose",0,0,0.2,0.85,3,1,0,3,0.3,0.4,0.3021,0.3822,50.8485,0.1212,NA,NA,48.2,46.5,8.5,7.86,2.229,29.346,19.499,0.8,0.8,4.3,1308.9089,1000,1000
5,27,2,"higher_gap_above_MTD",1,3,3,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"top2_randomized","ipde_first",0.0179,28,2,"any_admissible_dose",0,0,0.2,0.85,3,1,0,4,0.5,0.42,0.3496,0.4245,51.488,0.1212,NA,NA,29.9,12.7,4.018,3.892,1.473,29.346,19.499,0.8,0.8,4.3,1308.9089,1000,1000
5,27,2,"higher_gap_above_MTD",1,3,3,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"top2_randomized","ipde_first",0.0179,28,2,"any_admissible_dose",0,0,0.2,0.85,3,1,0,5,0.62,0.45,0.4454,0.4766,50.7753,0.1212,NA,NA,4.9,1.3,1.123,1.093,0.3,29.346,19.499,0.8,0.8,4.3,1308.9089,1000,1000
6,38,38,"user_added",1,5,5,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"top2_randomized","ipde_first",0.0179,28,2,"any_admissible_dose",0,0,0.2,0.85,3,1,0,1,0.05,0.05,0.0586,0.1239,45.0894,0.1223,NA,NA,0.6,8.2,4.804,4.301,0.758,29.862,18.47,0,0,0.8,1263.2528,1000,1000
6,38,38,"user_added",1,5,5,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"top2_randomized","ipde_first",0.0179,28,2,"any_admissible_dose",0,0,0.2,0.85,3,1,0,2,0.1,0.08,0.0858,0.1366,44.7622,0.1223,NA,NA,0.3,5.5,4.733,4.479,3.315,29.862,18.47,0,0,0.8,1263.2528,1000,1000
6,38,38,"user_added",1,5,5,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"top2_randomized","ipde_first",0.0179,28,2,"any_admissible_dose",0,0,0.2,0.85,3,1,0,3,0.12,0.12,0.1505,0.1564,43.3646,0.1223,NA,NA,1.8,7.6,5.443,5.063,1.311,29.862,18.47,0,0,0.8,1263.2528,1000,1000
6,38,38,"user_added",1,5,5,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"top2_randomized","ipde_first",0.0179,28,2,"any_admissible_dose",0,0,0.2,0.85,3,1,0,4,0.15,0.15,0.1879,0.1858,43.6323,0.1223,NA,NA,14.4,11.1,6.879,6.24,3.417,29.862,18.47,0,0,0.8,1263.2528,1000,1000
6,38,38,"user_added",1,5,5,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"top2_randomized","ipde_first",0.0179,28,2,"any_admissible_dose",0,0,0.2,0.85,3,1,0,5,0.3,0.5,0.2728,0.4686,57.2006,0.1223,NA,NA,82.9,66.8,8.003,7.219,2.591,29.862,18.47,0,0,0.8,1263.2528,1000,1000
7,1,1,"base_example",1,1,1,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"highest_utility","ipde_first",0.0179,28,2,"any_admissible_dose",0,0,0.2,0.85,3,1,0,1,0.3,0.05,0.3259,0.0821,31.8883,0.1209,NA,NA,56.2,18.1,10.743,7.98,3.054,19.605,12.674,10.5,10.8,72.2,847.2965,1000,1000
7,1,1,"base_example",1,1,1,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"highest_utility","ipde_first",0.0179,28,2,"any_admissible_dose",0,0,0.2,0.85,3,1,0,2,0.35,0.06,0.3793,0.2586,40.3462,0.1209,NA,NA,18.9,8.3,4.704,4.059,2.407,19.605,12.674,10.5,10.8,72.2,847.2965,1000,1000
