"Scenario_Set","Model","Method","BOIN_Method","BOIN_r_estimator","CRM_r_model","CFO_Method","CRM_r_Prior_a","CRM_r_Prior_b","Alpha_true","r_carry","Accrual","T_assess","Nmax_eff","Dose_Cap","Cycle_Max","IPDE_Design","Continuous_Enrollment","New_Pat_First","N_Eval_Escalate","Restrict_To_Tried","Restrict_To_Target","Metric","D1","D2","D3","D4","D5","Total","Duration","n_scenarios_expected","n_scenarios_found","n_scenarios_missing","n_files_found","ntrial_total_from_files","Oracle_Reference","n_scenarios_paired_with_oracle"
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.15,0.85,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,49.8487,NA,10000,9846,154,9846,984600,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9846
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.15,0.85,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"MCSE of MTD selection %",NA,NA,NA,NA,NA,0.0477,NA,10000,9846,154,9846,984600,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9846
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.15,0.85,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,11.0004,NA,10000,9846,154,9846,984600,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9846
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.15,0.85,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,26.0811,NA,10000,9846,154,9846,984600,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9846
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.15,0.85,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,7.2075,NA,10000,9846,154,9846,984600,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9846
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.15,0.85,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,10.9838,NA,10000,9846,154,9846,984600,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9846
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.15,0.85,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Mean paired MTD selection difference vs oracle %",NA,NA,NA,NA,NA,-0.4827,NA,10000,9846,154,9846,984600,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9846
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.15,0.85,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"SD paired MTD selection difference vs oracle %",NA,NA,NA,NA,NA,3.5067,NA,10000,9846,154,9846,984600,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9846
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.3,0.7,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average dose selection %",14.5918,17.9344,18.9768,17.9474,26.3892,NA,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.3,0.7,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average dose allocation",7.6871,5.7538,5.6338,4.4973,5.6372,NA,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.3,0.7,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average total unique patients",NA,NA,NA,NA,NA,22.1451,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.3,0.7,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average trial duration",NA,NA,NA,NA,NA,NA,1214.8059,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.3,0.7,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,48.9123,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.3,0.7,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"MCSE of MTD selection %",NA,NA,NA,NA,NA,0.0472,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.3,0.7,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,10.7236,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.3,0.7,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,29.7938,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.3,0.7,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,8.2675,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.3,0.7,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,10.2181,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.3,0.7,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Mean paired MTD selection difference vs oracle %",NA,NA,NA,NA,NA,-1.4068,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.3,0.7,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"SD paired MTD selection difference vs oracle %",NA,NA,NA,NA,NA,5.7998,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.5,0.5,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average dose selection %",13.8201,17.511,18.9303,18.1854,27.4534,NA,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.5,0.5,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average dose allocation",7.5072,5.6206,5.5768,4.66,5.8507,NA,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.5,0.5,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average total unique patients",NA,NA,NA,NA,NA,22.1437,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.5,0.5,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average trial duration",NA,NA,NA,NA,NA,NA,1214.6969,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.5,0.5,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,48.2601,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.5,0.5,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"MCSE of MTD selection %",NA,NA,NA,NA,NA,0.0469,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.5,0.5,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,10.5854,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.5,0.5,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,31.795,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.5,0.5,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,8.6742,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.5,0.5,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,9.9557,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.5,0.5,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Mean paired MTD selection difference vs oracle %",NA,NA,NA,NA,NA,-2.0591,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0.5,0.5,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"SD paired MTD selection difference vs oracle %",NA,NA,NA,NA,NA,6.8948,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,1,1,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average dose selection %",13.1889,16.9351,18.7917,18.3012,28.711,NA,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,1,1,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average dose allocation",7.3953,5.4802,5.4945,4.7046,6.1422,NA,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,1,1,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average total unique patients",NA,NA,NA,NA,NA,22.184,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,1,1,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average trial duration",NA,NA,NA,NA,NA,NA,1216.9824,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,1,1,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,47.6109,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,1,1,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"MCSE of MTD selection %",NA,NA,NA,NA,NA,0.0465,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,1,1,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,10.4603,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,1,1,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,33.7786,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,1,1,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,9.0379,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,1,1,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,9.7187,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,1,1,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Mean paired MTD selection difference vs oracle %",NA,NA,NA,NA,NA,-2.7083,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,1,1,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"SD paired MTD selection difference vs oracle %",NA,NA,NA,NA,NA,8.0377,NA,10000,9822,178,9822,982200,"CRM r_fixed (alpha_true = 0, r_carry = 0)",9822
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","alpha_crm",NA,NA,"alpha_crm",NA,NA,NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average dose selection %",15.2131,17.6353,18.1159,17.4354,26.5778,NA,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","alpha_crm",NA,NA,"alpha_crm",NA,NA,NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average dose allocation",8.188,6.0219,5.3159,4.1569,5.4584,NA,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","alpha_crm",NA,NA,"alpha_crm",NA,NA,NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average total unique patients",NA,NA,NA,NA,NA,22.1333,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","alpha_crm",NA,NA,"alpha_crm",NA,NA,NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average trial duration",NA,NA,NA,NA,NA,NA,1213.9942,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","alpha_crm",NA,NA,"alpha_crm",NA,NA,NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,49.0603,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","alpha_crm",NA,NA,"alpha_crm",NA,NA,NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"MCSE of MTD selection %",NA,NA,NA,NA,NA,0.0467,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","alpha_crm",NA,NA,"alpha_crm",NA,NA,NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,10.9767,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","alpha_crm",NA,NA,"alpha_crm",NA,NA,NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,28.5656,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","alpha_crm",NA,NA,"alpha_crm",NA,NA,NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,7.5475,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","alpha_crm",NA,NA,"alpha_crm",NA,NA,NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,10.6168,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","alpha_crm",NA,NA,"alpha_crm",NA,NA,NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Mean paired MTD selection difference vs oracle %",NA,NA,NA,NA,NA,-1.2583,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","alpha_crm",NA,NA,"alpha_crm",NA,NA,NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"SD paired MTD selection difference vs oracle %",NA,NA,NA,NA,NA,5.7072,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","cumu_crm",NA,NA,"cumu_crm",NA,NA,NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average dose selection %",12.3894,20.0485,18.0328,19.5505,28.036,NA,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
