"Scenario_Set","Scenario_Name","Scenario","Source_Scenario","True_MTD","Scenario_Attempt","Model","Method","BOIN_Method","BOIN_r_estimator","CRM_r_model","CFO_Method","Alpha_true","r_carry","Accrual","T_assess","Nmax_eff","Cycle_Max","IPDE_Design","New_Patient_First","N_Eval_Escalate","D_Cap","Dose_Cap","Continuous_Enrollment","Restrict_To_Tried","Dose","True_DLT_rate","True_IPDE_DLT_rate","Estimated_pj","r_hat","r_cap","r_use","MTD_Selection_pct","Pts_Treated","Unique_Pts_by_Dose","IPDE_Doses","Total_Administrations","Total_Unique_Patients","Early_Stopping_pct","Duration","n_valid","ntrial_from_files","CRM_Skeleton","CRM_Theta_Prior_Mean","CRM_Theta_Prior_SD","CRM_r_Prior_a","CRM_r_Prior_b","CFO_Skeleton","CFO_Model_File","CFO_Sigma2_Beta","CFO_Eta","CFO_PK_Method","CFO_N_MC_W","CFO_M_Use","CFO_Use_Monotone_Pair","CFO_N_Chains","CFO_N_Adapt","CFO_N_Burnin","CFO_N_Iter","CFO_Thin","CRM_Dose_Values","CRM_Alpha_Grid_Length","CRM_Dose_Scores_Raw","CRM_Dose_Scores","CRM_Cumu_Beta0_Mean","CRM_Cumu_Beta0_Prec","CRM_Cumu_Beta0_DF","CRM_Cumu_Beta1_Shape","CRM_Cumu_Beta1_Rate","CRM_Cumu_Beta2_Rate","CRM_Cumu_Include_Current"
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,2,0.34,0.34,0.3213,NA,NA,NA,23.85,6.1845,6.1845,3.2215,27.51,22.6265,13.3,1240.4794,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,3,0.38,0.38,0.4216,NA,NA,NA,13.05,3.5895,3.5895,0.916,27.51,22.6265,13.3,1240.4794,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,4,0.43,0.43,0.4685,NA,NA,NA,5.7,1.5735,1.5735,0.6015,27.51,22.6265,13.3,1240.4794,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,5,0.52,0.52,0.5582,NA,NA,NA,1.05,0.5115,0.5115,0.1445,27.51,22.6265,13.3,1240.4794,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,1,0.29,0.29,0.2594,0.0647,NA,NA,40,14.8635,14.8635,0,27.5985,22.4995,12.5,1236.9292,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,2,0.34,0.34,0.3138,NA,NA,NA,25.3,6.357,6.357,3.2345,27.5985,22.4995,12.5,1236.9292,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,3,0.38,0.38,0.4136,NA,NA,NA,14.15,3.801,3.801,0.9845,27.5985,22.4995,12.5,1236.9292,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,4,0.43,0.43,0.4605,NA,NA,NA,6.65,1.8285,1.8285,0.6855,27.5985,22.4995,12.5,1236.9292,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,5,0.52,0.52,0.5503,NA,NA,NA,1.4,0.7485,0.7485,0.1945,27.5985,22.4995,12.5,1236.9292,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,1,0.29,0.29,0.2844,0,NA,NA,51.4,17.0355,17.0355,0,27.456,22.895,13.65,1255.6716,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,2,0.34,0.427,0.3406,NA,NA,NA,22,6.2355,6.2355,3.2795,27.456,22.895,13.65,1255.6716,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,3,0.38,0.482,0.4417,NA,NA,NA,10.4,3.018,3.018,0.766,27.456,22.895,13.65,1255.6716,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,4,0.43,0.544,0.4885,NA,NA,NA,2.1,0.966,0.966,0.451,27.456,22.895,13.65,1255.6716,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,5,0.52,0.649,0.577,NA,NA,NA,0.45,0.201,0.201,0.0645,27.456,22.895,13.65,1255.6716,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","random",NA,NA,"random",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,1,0.29,0.29,0.2734,0.0811,NA,NA,46.9,15.747,15.747,0,27.531,22.643,13.05,1241.5189,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","random",NA,NA,"random",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,2,0.34,0.427,0.3287,NA,NA,NA,23.3,6.5985,6.5985,3.2895,27.531,22.643,13.05,1241.5189,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","random",NA,NA,"random",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,3,0.38,0.482,0.4289,NA,NA,NA,12.35,3.372,3.372,0.9025,27.531,22.643,13.05,1241.5189,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","random",NA,NA,"random",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,4,0.43,0.544,0.4757,NA,NA,NA,3.3,1.3215,1.3215,0.543,27.531,22.643,13.05,1241.5189,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","random",NA,NA,"random",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,5,0.52,0.649,0.5646,NA,NA,NA,1.1,0.492,0.492,0.153,27.531,22.643,13.05,1241.5189,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,1,0.29,0.29,0.2969,0,NA,NA,56.7,18.2475,18.2475,0,27.4815,23.0895,13.9,1267.4668,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,2,0.34,0.514,0.3539,NA,NA,NA,21.75,6.204,6.204,3.445,27.4815,23.0895,13.9,1267.4668,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,3,0.38,0.584,0.4554,NA,NA,NA,6.45,2.283,2.283,0.585,27.4815,23.0895,13.9,1267.4668,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,4,0.43,0.658,0.502,NA,NA,NA,1,0.609,0.609,0.328,27.4815,23.0895,13.9,1267.4668,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,5,0.52,0.778,0.5896,NA,NA,NA,0.2,0.138,0.138,0.034,27.4815,23.0895,13.9,1267.4668,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","random",NA,NA,"random",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,1,0.29,0.29,0.2842,0.1078,NA,NA,50.95,16.5195,16.5195,0,27.576,22.6925,13.1,1242.5325,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","random",NA,NA,"random",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,2,0.34,0.514,0.34,NA,NA,NA,23.65,6.6315,6.6315,3.4655,27.576,22.6925,13.1,1242.5325,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","random",NA,NA,"random",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,3,0.38,0.584,0.4405,NA,NA,NA,9.45,3.0105,3.0105,0.826,27.576,22.6925,13.1,1242.5325,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","random",NA,NA,"random",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,4,0.43,0.658,0.4871,NA,NA,NA,2.3,1.053,1.053,0.4815,27.576,22.6925,13.1,1242.5325,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","random",NA,NA,"random",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,5,0.52,0.778,0.5752,NA,NA,NA,0.55,0.3615,0.3615,0.1105,27.576,22.6925,13.1,1242.5325,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,1,0.29,0.29,0.3096,0,NA,NA,64.25,19.788,19.788,0,27.426,23.3485,14.4,1282.5475,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,2,0.34,0.601,0.3672,NA,NA,NA,17.25,5.64,5.64,3.408,27.426,23.3485,14.4,1282.5475,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,3,0.38,0.686,0.4688,NA,NA,NA,3.45,1.605,1.605,0.442,27.426,23.3485,14.4,1282.5475,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,4,0.43,0.772,0.5152,NA,NA,NA,0.6,0.354,0.354,0.2135,27.426,23.3485,14.4,1282.5475,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,5,0.52,0.907,0.6017,NA,NA,NA,0.05,0.039,0.039,0.014,27.426,23.3485,14.4,1282.5475,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","random",NA,NA,"random",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,1,0.29,0.29,0.293,0.1407,NA,NA,55.85,17.5125,17.5125,0,27.5415,22.7365,13.65,1247.4292,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","random",NA,NA,"random",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,2,0.34,0.601,0.3492,NA,NA,NA,21.55,6.531,6.531,3.582,27.5415,22.7365,13.65,1247.4292,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","random",NA,NA,"random",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,3,0.38,0.686,0.4498,NA,NA,NA,6.9,2.433,2.433,0.7605,27.5415,22.7365,13.65,1247.4292,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","random",NA,NA,"random",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,4,0.43,0.772,0.4961,NA,NA,NA,1.7,0.804,0.804,0.3655,27.5415,22.7365,13.65,1247.4292,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC6",6,1,1,1,"CRM","random",NA,NA,"random",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,5,0.52,0.907,0.5835,NA,NA,NA,0.35,0.261,0.261,0.097,27.5415,22.7365,13.65,1247.4292,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
