"Scenario_Set","Model","Method","BOIN_Method","BOIN_r_estimator","CRM_r_model","CFO_Method","Alpha_true","r_carry","Accrual","T_assess","Nmax_eff","Dose_Cap","Cycle_Max","IPDE_Design","Continuous_Enrollment","New_Pat_First","N_Eval_Escalate","Restrict_To_Tried","Restrict_To_Target","Metric","D1","D2","D3","D4","D5","Total","Duration","n_scenarios_expected","n_scenarios_found","n_scenarios_missing","n_files_found","ntrial_total_from_files","Oracle_Reference","n_scenarios_paired_with_oracle"
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.3,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average trial duration",NA,NA,NA,NA,NA,NA,1180.5034,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.3,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,46.7108,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.3,0,0.0179,28,30,3,2,1,1,1,3,1,0,"MCSE of MTD selection %",NA,NA,NA,NA,NA,0.0482,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.3,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,10.5886,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.3,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,14.054,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.3,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,4.034,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.3,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,14.4153,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.3,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Mean paired MTD selection difference vs oracle %",NA,NA,NA,NA,NA,-3.6223,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.3,0,0.0179,28,30,3,2,1,1,1,3,1,0,"SD paired MTD selection difference vs oracle %",NA,NA,NA,NA,NA,11.8703,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.6,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average dose selection %",25.8426,20.9969,19.6504,17.1802,11.2834,NA,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.6,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average dose allocation",10.2522,7.8578,5.4302,3.5051,1.9878,NA,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.6,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average total unique patients",NA,NA,NA,NA,NA,21.6758,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.6,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average trial duration",NA,NA,NA,NA,NA,NA,1188.2278,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.6,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,45.1008,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.6,0,0.0179,28,30,3,2,1,1,1,3,1,0,"MCSE of MTD selection %",NA,NA,NA,NA,NA,0.0473,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.6,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,10.5107,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.6,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,9.3347,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.6,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,3.1847,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.6,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,15.3376,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.6,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Mean paired MTD selection difference vs oracle %",NA,NA,NA,NA,NA,-5.2323,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.6,0,0.0179,28,30,3,2,1,1,1,3,1,0,"SD paired MTD selection difference vs oracle %",NA,NA,NA,NA,NA,15.9115,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.9,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average dose selection %",29.5304,20.8679,19.4227,16.1154,8.97,NA,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.9,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average dose allocation",10.9831,7.8875,5.2312,3.2665,1.6615,NA,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.9,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average total unique patients",NA,NA,NA,NA,NA,21.8449,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.9,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average trial duration",NA,NA,NA,NA,NA,NA,1197.7949,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.9,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,42.3863,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.9,0,0.0179,28,30,3,2,1,1,1,3,1,0,"MCSE of MTD selection %",NA,NA,NA,NA,NA,0.0458,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.9,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,10.3102,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.9,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,5.7944,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.9,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,2.4622,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.9,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,16.2573,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.9,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Mean paired MTD selection difference vs oracle %",NA,NA,NA,NA,NA,-7.9468,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","BOIN","boin-r_fixed","boin","r_fixed",NA,NA,0.9,0,0.0179,28,30,3,2,1,1,1,3,1,0,"SD paired MTD selection difference vs oracle %",NA,NA,NA,NA,NA,19.5006,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","r_fixed",NA,NA,"r_fixed",NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average dose selection %",17.2344,18.7698,19.2056,17.6075,22.7831,NA,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","r_fixed",NA,NA,"r_fixed",NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average dose allocation",8.6267,6.2064,5.6573,4.1756,4.5117,NA,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","r_fixed",NA,NA,"r_fixed",NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average total unique patients",NA,NA,NA,NA,NA,22.0211,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","r_fixed",NA,NA,"r_fixed",NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average trial duration",NA,NA,NA,NA,NA,NA,1207.7772,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","r_fixed",NA,NA,"r_fixed",NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,50.3331,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","r_fixed",NA,NA,"r_fixed",NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"MCSE of MTD selection %",NA,NA,NA,NA,NA,0.0476,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","r_fixed",NA,NA,"r_fixed",NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,11.159,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","r_fixed",NA,NA,"r_fixed",NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,23.819,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","r_fixed",NA,NA,"r_fixed",NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,6.5258,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","r_fixed",NA,NA,"r_fixed",NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,11.4931,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","r_fixed",NA,NA,"r_fixed",NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Mean paired MTD selection difference vs oracle %",NA,NA,NA,NA,NA,0,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","r_fixed",NA,NA,"r_fixed",NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"SD paired MTD selection difference vs oracle %",NA,NA,NA,NA,NA,0,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average dose selection %",16.2305,18.4867,19.0784,17.6722,24.1936,NA,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average dose allocation",8.2076,6.1371,5.6284,4.2368,4.9779,NA,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average total unique patients",NA,NA,NA,NA,NA,22.0157,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average trial duration",NA,NA,NA,NA,NA,NA,1207.4381,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,49.752,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"MCSE of MTD selection %",NA,NA,NA,NA,NA,0.0474,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,11.0045,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,26.1511,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,7.2187,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,10.9646,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"Mean paired MTD selection difference vs oracle %",NA,NA,NA,NA,NA,-0.5811,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,3,2,1,1,1,3,1,0,"SD paired MTD selection difference vs oracle %",NA,NA,NA,NA,NA,3.4978,NA,10000,10000,0,10000,1e+06,"CRM r_fixed (alpha_true = 0, r_carry = 0)",10000
