"Scenario_Set","Scenario_Name","Scenario","Source_Scenario","Scenario_Group","True_MTD","Scenario_Attempt","Model","Method","BOIN_Method","BOIN_r_estimator","CRM_r_model","CFO_Method","Alpha_true","r_carry","Accrual","T_assess","Nmax_eff","Cycle_Max","IPDE_Design","New_Patient_First","N_Eval_Escalate","D_Cap","Dose_Cap","Continuous_Enrollment","Restrict_To_Tried","Restrict_To_Target","Dose","True_DLT_rate","True_IPDE_DLT_rate","Estimated_pj","r_hat","r_cap","r_use","MTD_Selection_pct","Pts_Treated","Unique_Pts_by_Dose","IPDE_Doses","Total_Administrations","Total_Unique_Patients","Early_Stopping_pct","Duration","n_valid","ntrial_from_files","CRM_Skeleton","CRM_Theta_Prior_Mean","CRM_Theta_Prior_SD","CRM_r_Prior_a","CRM_r_Prior_b","CFO_Skeleton","CFO_Model_File","CFO_Sigma2_Beta","CFO_Eta","CFO_PK_Method","CFO_N_MC_W","CFO_M_Use","CFO_Use_Monotone_Pair","CFO_N_Chains","CFO_N_Adapt","CFO_N_Burnin","CFO_N_Iter","CFO_Thin","CRM_Dose_Values","CRM_Alpha_Grid_Length","CRM_Dose_Scores_Raw","CRM_Dose_Scores","CRM_Cumu_Beta0_Mean","CRM_Cumu_Beta0_Prec","CRM_Cumu_Beta0_DF","CRM_Cumu_Beta1_Shape","CRM_Cumu_Beta1_Rate","CRM_Cumu_Beta2_Rate","CRM_Cumu_Include_Current"
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","r_fixed",NA,NA,"r_fixed",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,1,0.3,0.3,0.3219,0,NA,NA,59.1,16.5315,16.5315,0,24.5425,19.5235,29.2,1061.0525,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","r_fixed",NA,NA,"r_fixed",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,2,0.35,0.62,0.3798,NA,NA,NA,9.8,6.6145,6.6145,4.3925,24.5425,19.5235,29.2,1061.0525,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","r_fixed",NA,NA,"r_fixed",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,3,0.4,0.715,0.4812,NA,NA,NA,1.8,1.116,1.116,0.4525,24.5425,19.5235,29.2,1061.0525,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","r_fixed",NA,NA,"r_fixed",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,4,0.45,0.81,0.5271,NA,NA,NA,0.1,0.252,0.252,0.161,24.5425,19.5235,29.2,1061.0525,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","r_fixed",NA,NA,"r_fixed",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,5,0.5,0.905,0.6126,NA,NA,NA,0,0.0285,0.0285,0.013,24.5425,19.5235,29.2,1061.0525,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,1,0.3,0.3,0.3008,0.1491,NA,NA,51.95,15.1145,15.1145,0,24.917,19.4075,26.65,1056.3427,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,2,0.35,0.62,0.3572,NA,NA,NA,15.15,7.0725,7.0725,4.4005,24.917,19.4075,26.65,1056.3427,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,3,0.4,0.715,0.4575,NA,NA,NA,4.65,1.917,1.917,0.689,24.917,19.4075,26.65,1056.3427,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,4,0.45,0.81,0.5036,NA,NA,NA,1.15,0.6585,0.6585,0.355,24.917,19.4075,26.65,1056.3427,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,5,0.5,0.905,0.5902,NA,NA,NA,0.45,0.1545,0.1545,0.065,24.917,19.4075,26.65,1056.3427,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","r_fixed",NA,NA,"r_fixed",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,1,0.15,0.15,0.163,0,NA,NA,4.95,6.515,6.515,0,29.4365,20.477,2.2,1118.5529,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","r_fixed",NA,NA,"r_fixed",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,2,0.2,0.2,0.2103,NA,NA,NA,24.9,8.259,8.259,4.409,29.4365,20.477,2.2,1118.5529,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","r_fixed",NA,NA,"r_fixed",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,3,0.3,0.3,0.3046,NA,NA,NA,34.6,7.0395,7.0395,2.0355,29.4365,20.477,2.2,1118.5529,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","r_fixed",NA,NA,"r_fixed",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,4,0.35,0.35,0.3518,NA,NA,NA,23.2,4.821,4.821,1.78,29.4365,20.477,2.2,1118.5529,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","r_fixed",NA,NA,"r_fixed",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,5,0.45,0.45,0.4472,NA,NA,NA,10.15,2.802,2.802,0.735,29.4365,20.477,2.2,1118.5529,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,1,0.15,0.15,0.1574,0.0383,NA,NA,4.45,6.2145,6.2145,0,29.4765,20.519,2,1122.5201,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,2,0.2,0.2,0.2038,NA,NA,NA,21,7.5765,7.5765,4.2495,29.4765,20.519,2,1122.5201,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,3,0.3,0.3,0.2969,NA,NA,NA,35.8,7.0905,7.0905,1.837,29.4765,20.519,2,1122.5201,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,4,0.35,0.35,0.3439,NA,NA,NA,25.2,5.1825,5.1825,2.0085,29.4765,20.519,2,1122.5201,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,5,0.45,0.45,0.4391,NA,NA,NA,11.55,3.4125,3.4125,0.8625,29.4765,20.519,2,1122.5201,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","r_fixed",NA,NA,"r_fixed",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,1,0.15,0.15,0.1775,0,NA,NA,6.8,6.921,6.921,0,29.445,20.3265,2.15,1111.1712,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","r_fixed",NA,NA,"r_fixed",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,2,0.2,0.245,0.2267,NA,NA,NA,31.15,9.1215,9.1215,4.6595,29.445,20.3265,2.15,1111.1712,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","r_fixed",NA,NA,"r_fixed",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,3,0.3,0.36,0.3231,NA,NA,NA,34.65,7.2015,7.2015,2.1665,29.445,20.3265,2.15,1111.1712,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","r_fixed",NA,NA,"r_fixed",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,4,0.35,0.44,0.3709,NA,NA,NA,19.3,4.344,4.344,1.726,29.445,20.3265,2.15,1111.1712,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","r_fixed",NA,NA,"r_fixed",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,5,0.45,0.555,0.4662,NA,NA,NA,5.95,1.857,1.857,0.5665,29.445,20.3265,2.15,1111.1712,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","random",NA,NA,"random",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,1,0.15,0.15,0.1687,0.0531,NA,NA,4.95,6.439,6.439,0,29.4295,20.3165,2.2,1110.2757,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","random",NA,NA,"random",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,2,0.2,0.245,0.2165,NA,NA,NA,27.55,8.2425,8.2425,4.384,29.4295,20.3165,2.2,1110.2757,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","random",NA,NA,"random",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,3,0.3,0.36,0.3111,NA,NA,NA,35.3,7.3395,7.3395,1.9925,29.4295,20.3165,2.2,1110.2757,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","random",NA,NA,"random",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,4,0.35,0.44,0.3584,NA,NA,NA,21.5,4.8105,4.8105,2.003,29.4295,20.3165,2.2,1110.2757,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","random",NA,NA,"random",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,5,0.45,0.555,0.4534,NA,NA,NA,8.5,2.598,2.598,0.7335,29.4295,20.3165,2.2,1110.2757,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","r_fixed",NA,NA,"r_fixed",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,1,0.15,0.15,0.1919,0,NA,NA,10.2,7.477,7.477,0,29.4085,20.2145,2.3,1105.6949,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","r_fixed",NA,NA,"r_fixed",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,2,0.2,0.29,0.2427,NA,NA,NA,37.15,9.849,9.849,4.9275,29.4085,20.2145,2.3,1105.6949,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","r_fixed",NA,NA,"r_fixed",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,3,0.3,0.42,0.3408,NA,NA,NA,33.6,7.0455,7.0455,2.236,29.4085,20.2145,2.3,1105.6949,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","r_fixed",NA,NA,"r_fixed",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,4,0.35,0.53,0.3888,NA,NA,NA,13.1,3.744,3.744,1.5765,29.4085,20.2145,2.3,1105.6949,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","r_fixed",NA,NA,"r_fixed",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,5,0.45,0.66,0.4837,NA,NA,NA,3.65,1.293,1.293,0.454,29.4085,20.2145,2.3,1105.6949,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","random",NA,NA,"random",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,1,0.15,0.15,0.1782,0.0685,NA,NA,7.45,6.924,6.924,0,29.4495,20.1735,2.15,1102.1879,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","random",NA,NA,"random",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,2,0.2,0.29,0.227,NA,NA,NA,30.8,8.7105,8.7105,4.63,29.4495,20.1735,2.15,1102.1879,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","random",NA,NA,"random",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,3,0.3,0.42,0.3225,NA,NA,NA,34.55,7.1055,7.1055,2.0345,29.4495,20.1735,2.15,1102.1879,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","random",NA,NA,"random",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,4,0.35,0.53,0.3698,NA,NA,NA,18.85,4.5405,4.5405,1.917,29.4495,20.1735,2.15,1102.1879,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","random",NA,NA,"random",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,5,0.45,0.66,0.4644,NA,NA,NA,6.2,2.169,2.169,0.6945,29.4495,20.1735,2.15,1102.1879,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","r_fixed",NA,NA,"r_fixed",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,1,0.15,0.15,0.2061,0,NA,NA,14.9,8.161,8.161,0,29.426,20.1305,2.25,1101.1378,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","r_fixed",NA,NA,"r_fixed",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,2,0.2,0.335,0.2583,NA,NA,NA,40.1,10.3975,10.3975,5.161,29.426,20.1305,2.25,1101.1378,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","r_fixed",NA,NA,"r_fixed",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,3,0.3,0.48,0.3578,NA,NA,NA,32.6,6.9255,6.9255,2.316,29.426,20.1305,2.25,1101.1378,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","r_fixed",NA,NA,"r_fixed",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,4,0.35,0.62,0.406,NA,NA,NA,8.65,3.135,3.135,1.489,29.426,20.1305,2.25,1101.1378,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","r_fixed",NA,NA,"r_fixed",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,5,0.45,0.765,0.5004,NA,NA,NA,1.5,0.807,0.807,0.3295,29.426,20.1305,2.25,1101.1378,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","random",NA,NA,"random",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,1,0.15,0.15,0.1898,0.0901,NA,NA,10.45,7.2285,7.2285,0,29.36,19.935,2.5,1091.3187,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"CRM","random",NA,NA,"random",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,2,0.2,0.335,0.2396,NA,NA,NA,33.65,9.1565,9.1565,4.7605,29.36,19.935,2.5,1091.3187,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
