"Task_ID","Scenario","Source_Scenario","Scenario_Group","Attempt","Allocation","Stage2_Allocation","Model_ID","Carryover_Model","Efficacy_Model","Nmax","N_s1","N_s2","n_eval","Cycle_Max","Arrival_Rate","T_assess","True_MTD","True_OBD","Target_Toxicity","Utility_Type","Lambda_T","Dose","Toxicity_IPDE_Alpha","Efficacy_IPDE_Alpha","True_DLT_rate","True_Efficacy_rate","Estimated_CRM_pj","Estimated_Efficacy","Estimated_Utility","Carryover_Mean","MTD_Selection_pct","OBD_Selection_pct","No_OBD_Selection_pct","Pts_Treated","Unique_Pts_by_Dose","IPDE_Doses","Total_Administrations","Total_Unique_Patients","Duration","Early_Stop_pct","ntrial"
3,20,5,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0178571428571429,28,3,2,0.3,3,1,1,0,0,0.07,0.05,0.138210620022247,0.123480922095062,41.8804305248139,0.121849208286134,2,4.7,5,5.118,3.509,1.786,29.592,18.85,1028.83504707451,2.7,1000
3,20,5,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0178571428571429,28,3,2,0.3,3,1,2,0,0,0.14,0.25,0.182380435434347,0.230490133719536,46.5341906057983,0.121849208286134,9.6,45.7,5,10.221,7.77,4.058,29.592,18.85,1028.83504707451,2.7,1000
3,20,5,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0178571428571429,28,3,2,0.3,3,1,3,0,0,0.31,0.25,0.272993256339146,0.250822312153991,44.1296084756736,0.121849208286134,39.1,30.1,5,7.947,6.469,2.708,29.592,18.85,1028.83504707451,2.7,1000
3,20,5,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0178571428571429,28,3,2,0.3,3,1,4,0,0,0.41,0.25,0.31953379596929,0.309693054165957,45.8002314111858,0.121849208286134,35,11.6,5,4.635,3.948,1.649,29.592,18.85,1028.83504707451,2.7,1000
3,20,5,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0178571428571429,28,3,2,0.3,3,1,5,0,0,0.52,0.25,0.415143508182753,0.41429199583655,48.2517794228828,0.121849208286134,14.2,2.9,5,1.671,1.473,0.541,29.592,18.85,1028.83504707451,2.7,1000
4,24,4,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0178571428571429,28,5,4,0.3,3,1,1,0,0,0.01,0.05,0.0292576796180346,0.146169395608175,47.5998565517691,0.121293891674753,0,1,0.1,3.381,2.364,1.076,30,19.578,1082.05058480849,0,1000
4,24,4,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0178571428571429,28,5,4,0.3,3,1,2,0,0,0.02,0.08,0.0465358639088614,0.165524695980557,48.070047202479,0.121293891674753,0,1.2,0.1,3.459,2.914,1.617,30,19.578,1082.05058480849,0,1000
4,24,4,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0178571428571429,28,5,4,0.3,3,1,3,0,0,0.05,0.2,0.092493069316858,0.235391557826508,50.4237706969162,0.121293891674753,0.1,5.7,0.1,4.29,3.599,1.803,30,19.578,1082.05058480849,0,1000
4,24,4,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0178571428571429,28,5,4,0.3,3,1,4,0,0,0.1,0.5,0.121481136589738,0.432713756955754,61.1035799537557,0.121293891674753,2.5,54.9,0.1,10.587,8.58,3.573,30,19.578,1082.05058480849,0,1000
4,24,4,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0178571428571429,28,5,4,0.3,3,1,5,0,0,0.25,0.5,0.192457651977222,0.431769682518371,58.2078748720134,0.121293891674753,97.4,37.1,0.1,8.283,6.888,2.353,30,19.578,1082.05058480849,0,1000
5,27,2,"higher_gap_above_MTD",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0178571428571429,28,3,3,0.3,3,1,1,0,0,0.11,0.1,0.16277165616019,0.143028239728573,42.0708281373068,0.119783347056051,3.8,11.6,7.5,6.963,4.774,2.441,29.34,19.393,1056.42852295409,3.7,1000
5,27,2,"higher_gap_above_MTD",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0178571428571429,28,3,3,0.3,3,1,2,0,0,0.17,0.2,0.210284292891627,0.210185522493449,44.1997596339418,0.119783347056051,15.8,24.2,7.5,7.779,6.059,3.116,29.34,19.393,1056.42852295409,3.7,1000
5,27,2,"higher_gap_above_MTD",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0178571428571429,28,3,3,0.3,3,1,3,0,0,0.3,0.4,0.305044658744239,0.372499302051244,50.1481717733051,0.119783347056051,49.7,46.2,7.5,9.519,7.854,2.958,29.34,19.393,1056.42852295409,3.7,1000
5,27,2,"higher_gap_above_MTD",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0178571428571429,28,3,3,0.3,3,1,4,0,0,0.5,0.42,0.352614285356688,0.420898579597915,51.1493433616074,0.119783347056051,26.2,9.5,7.5,4.071,3.625,1.186,29.34,19.393,1056.42852295409,3.7,1000
5,27,2,"higher_gap_above_MTD",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0178571428571429,28,3,3,0.3,3,1,5,0,0,0.62,0.45,0.448498316781493,0.485635040557463,51.1981697621881,0.119783347056051,4.1,1,7.5,1.008,0.92,0.246,29.34,19.393,1056.42852295409,3.7,1000
6,38,38,"user_added",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0178571428571429,28,5,5,0.3,3,1,1,0,0,0.05,0.05,0.0597273483371583,0.129375732705199,45.3734500288256,0.120105464123186,0.5,4.4,4.1,4.578,3.16,1.563,29.877,18.663,1025.12986180989,0.7,1000
6,38,38,"user_added",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0178571428571429,28,5,5,0.3,3,1,2,0,0,0.1,0.08,0.0873113326301531,0.14714164383163,45.3360453246917,0.120105464123186,0.3,6.7,4.1,4.602,3.712,2.102,29.877,18.663,1025.12986180989,0.7,1000
6,38,38,"user_added",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0178571428571429,28,5,5,0.3,3,1,3,0,0,0.12,0.12,0.152765154512956,0.167402162721968,43.9335235827999,0.120105464123186,2.8,9.1,4.1,5.025,4.042,2.086,29.877,18.663,1025.12986180989,0.7,1000
6,38,38,"user_added",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0178571428571429,28,5,5,0.3,3,1,4,0,0,0.15,0.15,0.190516339769899,0.189944884870624,43.7760395014415,0.120105464123186,15.4,13.6,4.1,5.427,4.324,2.347,29.877,18.663,1025.12986180989,0.7,1000
6,38,38,"user_added",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0178571428571429,28,5,5,0.3,3,1,5,0,0,0.3,0.5,0.276005492839834,0.458727134585681,56.4834083615475,0.120105464123186,81,62.1,4.1,10.245,8.364,3.116,29.877,18.663,1025.12986180989,0.7,1000
7,1,1,"base_example",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,1,1,0.3,3,1,1,0,0,0.3,0.05,0.332186911729516,0.0828181100948941,31.681610136513,0.12094867707189,56.3,9.3,80,11.187,7.609,3.828,19.71,12.545,676.697593467104,64.8,1000
7,1,1,"base_example",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,1,1,0.3,3,1,2,0,0,0.35,0.06,0.385567997891228,0.255269386411143,39.8934432690195,0.12094867707189,17.4,6.1,80,4.752,3.697,1.908,19.71,12.545,676.697593467104,64.8,1000
7,1,1,"base_example",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,1,1,0.3,3,1,3,0,0,0.4,0.07,0.480594937280895,0.356465590091898,42.1641379142781,0.12094867707189,9.9,3.1,80,2.484,1.964,0.94,19.71,12.545,676.697593467104,64.8,1000
7,1,1,"base_example",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,1,1,0.3,3,1,4,0,0,0.45,0.08,0.524306483195008,0.436107453898638,45.1941879061179,0.12094867707189,4.4,1.4,80,0.963,0.79,0.378,19.71,12.545,676.697593467104,64.8,1000
7,1,1,"base_example",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,1,1,0.3,3,1,5,0,0,0.5,0.09,0.606716842712114,0.477354361561103,44.3725879851816,0.12094867707189,0.6,0.1,80,0.324,0.269,0.111,19.71,12.545,676.697593467104,64.8,1000
8,16,1,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,5,1,0.3,3,1,1,0,0,0.02,0.2,0.0402306020868837,0.195103854231499,50.0970071704146,0.118953674131452,0,24.5,0.7,7.155,5.135,2.566,30,17.923,974.041804949256,0,1000
8,16,1,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,5,1,0.3,3,1,2,0,0,0.06,0.2,0.0613532791905076,0.19376540032364,49.1717928517981,0.118953674131452,0,22,0.7,6.6,5.21,2.736,30,17.923,974.041804949256,0,1000
8,16,1,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,5,1,0.3,3,1,3,0,0,0.09,0.2,0.114476186026757,0.205209965269022,47.733550475071,0.118953674131452,0.8,20.5,0.7,5.895,4.751,2.491,30,17.923,974.041804949256,0,1000
8,16,1,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,5,1,0.3,3,1,4,0,0,0.14,0.2,0.146593949284079,0.206333116646889,46.5162290274502,0.118953674131452,10.5,17.2,0.7,5.493,4.451,2.372,30,17.923,974.041804949256,0,1000
8,16,1,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,5,1,0.3,3,1,5,0,0,0.26,0.2,0.222484278531547,0.248560954012645,46.0142860994969,0.118953674131452,88.7,15.1,0.7,4.857,3.961,1.912,30,17.923,974.041804949256,0,1000
9,20,5,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,3,2,0.3,3,1,1,0,0,0.07,0.05,0.135283179858622,0.120815785454366,41.8376199329171,0.123373035337721,1.9,4.3,5.1,5.211,3.567,1.813,29.637,18.749,1023.75129018902,2.3,1000
9,20,5,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,3,2,0.3,3,1,2,0,0,0.14,0.25,0.179127231592138,0.22240288412872,46.1790837840377,0.123373035337721,7.8,44.8,5.1,10.962,8.247,4.291,29.637,18.749,1023.75129018902,2.3,1000
9,20,5,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,3,2,0.3,3,1,3,0,0,0.31,0.25,0.269384161176671,0.240602782834265,43.6608005229891,0.123373035337721,40.4,30.3,5.1,7.611,6.131,2.702,29.637,18.749,1023.75129018902,2.3,1000
9,20,5,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,3,2,0.3,3,1,4,0,0,0.41,0.25,0.315859972811718,0.312786651142026,46.1328001560528,0.123373035337721,36.8,12.3,5.1,4.395,3.718,1.577,29.637,18.749,1023.75129018902,2.3,1000
9,20,5,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,3,2,0.3,3,1,5,0,0,0.52,0.25,0.411521176597633,0.429510197079951,49.3097647608918,0.123373035337721,13,3.2,5.1,1.458,1.27,0.505,29.637,18.749,1023.75129018902,2.3,1000
10,24,4,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,5,4,0.3,3,1,1,0,0,0.01,0.05,0.0282872965751237,0.145734666632232,47.612588134929,0.123992548173396,0,0.6,0.1,3.402,2.391,1.069,30,19.434,1075.4852782557,0,1000
10,24,4,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,5,4,0.3,3,1,2,0,0,0.02,0.08,0.0451430015097802,0.164117314229009,48.0413187933493,0.123992548173396,0,1,0.1,3.486,2.921,1.641,30,19.434,1075.4852782557,0,1000
10,24,4,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,5,4,0.3,3,1,3,0,0,0.05,0.2,0.0901353838024417,0.230600084359927,50.230589709498,0.123992548173396,0,5.3,0.1,4.446,3.695,1.849,30,19.434,1075.4852782557,0,1000
10,24,4,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,5,4,0.3,3,1,4,0,0,0.1,0.5,0.118593244437615,0.425402619457701,60.7804273899574,0.123992548173396,29.4,58.9,0.1,12.096,9.427,4.067,30,19.434,1075.4852782557,0,1000
10,24,4,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,5,4,0.3,3,1,5,0,0,0.25,0.5,0.188455578539118,0.446052004054893,59.2248971017288,0.123992548173396,70.6,34.1,0.1,6.57,5.367,1.94,30,19.434,1075.4852782557,0,1000
11,27,2,"higher_gap_above_MTD",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,3,3,0.3,3,1,1,0,0,0.11,0.1,0.159373741169585,0.140507519973506,42.0555015516269,0.118925990832171,4,9.8,7.6,7.077,4.824,2.463,29.31,19.25,1051.89911883947,4,1000
11,27,2,"higher_gap_above_MTD",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,3,3,0.3,3,1,2,0,0,0.17,0.2,0.206410995208518,0.210855968770516,44.3949183178902,0.118925990832171,14.8,24.4,7.6,8.226,6.347,3.223,29.31,19.25,1051.89911883947,4,1000
11,27,2,"higher_gap_above_MTD",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,3,3,0.3,3,1,3,0,0,0.3,0.4,0.300604833382603,0.36261103449305,49.7324687342789,0.118925990832171,49.8,46.3,7.6,9.762,7.897,3.1,29.31,19.25,1051.89911883947,4,1000
11,27,2,"higher_gap_above_MTD",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,3,3,0.3,3,1,4,0,0,0.5,0.42,0.348045645014776,0.426349413091737,51.6591389849132,0.118925990832171,26.5,10.7,7.6,3.573,3.141,1.081,29.31,19.25,1051.89911883947,4,1000
11,27,2,"higher_gap_above_MTD",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,3,3,0.3,3,1,5,0,0,0.62,0.45,0.443927369581816,0.489447896848024,51.6097790276088,0.118925990832171,4.5,1.2,7.6,0.672,0.617,0.193,29.31,19.25,1051.89911883947,4,1000
12,38,38,"user_added",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,5,5,0.3,3,1,1,0,0,0.05,0.05,0.0593201602909733,0.127768851022655,45.2933246497204,0.117714866398607,0.5,4.1,4.1,4.65,3.226,1.586,29.874,18.676,1022.83807919348,0.8,1000
12,38,38,"user_added",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,5,5,0.3,3,1,2,0,0,0.1,0.08,0.0867961381894492,0.147192467425825,45.3597025179715,0.117714866398607,0.2,6.9,4.1,4.59,3.725,2.085,29.874,18.676,1022.83807919348,0.8,1000
12,38,38,"user_added",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,5,5,0.3,3,1,3,0,0,0.12,0.12,0.152090206602546,0.166390399668337,43.8998157159983,0.117714866398607,3.2,9.1,4.1,5.028,4.049,2.076,29.874,18.676,1022.83807919348,0.8,1000
12,38,38,"user_added",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,5,5,0.3,3,1,4,0,0,0.15,0.15,0.189792288362806,0.190686225601261,43.8494820015635,0.117714866398607,14.9,12.9,4.1,5.319,4.256,2.326,29.874,18.676,1022.83807919348,0.8,1000
12,38,38,"user_added",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,2,0.0178571428571429,28,5,5,0.3,3,1,5,0,0,0.3,0.5,0.275248201305459,0.461272112817202,56.6663987168137,0.117714866398607,81.2,62.9,4.1,10.287,8.4,3.125,29.874,18.676,1022.83807919348,0.8,1000
13,1,1,"base_example",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0357142857142857,28,1,1,0.3,3,1,1,0,0,0.3,0.05,0.319826724414085,0.0809746975942746,32.0654128790931,0.123927406901324,52.6,9.1,79.1,11.694,8.199,3.841,20.79,13.29,366.578309318292,61.2,1000
13,1,1,"base_example",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0357142857142857,28,1,1,0.3,3,1,2,0,0,0.35,0.06,0.373356593227557,0.247373444843258,39.9081429614932,0.123927406901324,20.7,6.6,79.1,4.977,4.126,2.034,20.79,13.29,366.578309318292,61.2,1000
13,1,1,"base_example",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0357142857142857,28,1,1,0.3,3,1,3,0,0,0.4,0.07,0.46917957886163,0.35219706636476,42.3646408274204,0.123927406901324,12.5,3.9,79.1,2.775,2.319,1.076,20.79,13.29,366.578309318292,61.2,1000
13,1,1,"base_example",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0357142857142857,28,1,1,0.3,3,1,4,0,0,0.45,0.08,0.513443548338946,0.432660876616607,45.4219106634386,0.123927406901324,3.3,1.1,79.1,1.02,0.898,0.401,20.79,13.29,366.578309318292,61.2,1000
13,1,1,"base_example",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0357142857142857,28,1,1,0.3,3,1,5,0,0,0.5,0.09,0.597156391191826,0.480576669681449,44.9483445332139,0.123927406901324,0.8,0.2,79.1,0.324,0.28,0.148,20.79,13.29,366.578309318292,61.2,1000
14,16,1,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0357142857142857,28,5,1,0.3,3,1,1,0,0,0.02,0.2,0.0393516714972747,0.188645214416106,49.7446460050754,0.120611965224426,0,21.7,0.8,6.909,5.323,2.392,30,18.127,507.203961129585,0,1000
14,16,1,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0357142857142857,28,5,1,0.3,3,1,2,0,0,0.06,0.2,0.0603609984690063,0.196769748892172,49.3917449947701,0.120611965224426,0,22.4,0.8,6.588,5.638,2.639,30,18.127,507.203961129585,0,1000
14,16,1,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0357142857142857,28,5,1,0.3,3,1,3,0,0,0.09,0.2,0.113519191996541,0.204484717360028,47.72831536174,0.120611965224426,0.5,20.2,0.8,5.97,5.228,2.515,30,18.127,507.203961129585,0,1000
14,16,1,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0357142857142857,28,5,1,0.3,3,1,4,0,0,0.14,0.2,0.145787823045022,0.209172569658149,46.7188412576881,0.120611965224426,6.5,20,0.8,5.664,4.964,2.358,30,18.127,507.203961129585,0,1000
14,16,1,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0357142857142857,28,5,1,0.3,3,1,5,0,0,0.26,0.2,0.222243354482482,0.239842538534781,45.5008181327876,0.120611965224426,93,14.9,0.8,4.869,4.31,1.969,30,18.127,507.203961129585,0,1000
15,20,5,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0357142857142857,28,3,2,0.3,3,1,1,0,0,0.07,0.05,0.137693773249896,0.120896860163396,41.7460606798079,0.118757550272244,2,4.9,5.5,5.22,3.862,1.583,29.664,19.024,526.591419731588,1.9,1000
15,20,5,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0357142857142857,28,3,2,0.3,3,1,2,0,0,0.14,0.25,0.181791670185479,0.229009975695514,46.4689317343117,0.118757550272244,9.1,43.9,5.5,10.218,8.259,3.934,29.664,19.024,526.591419731588,1.9,1000
15,20,5,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0357142857142857,28,3,2,0.3,3,1,3,0,0,0.31,0.25,0.272336425637632,0.24940609824325,44.0709088690897,0.118757550272244,38.1,30.3,5.5,8.118,6.938,2.914,29.664,19.024,526.591419731588,1.9,1000
15,20,5,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0357142857142857,28,3,2,0.3,3,1,4,0,0,0.41,0.25,0.318870718704541,0.303345807472146,45.4459197001471,0.118757550272244,35.9,13.2,5.5,4.494,4.052,1.63,29.664,19.024,526.591419731588,1.9,1000
15,20,5,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,2,0.0357142857142857,28,3,2,0.3,3,1,5,0,0,0.52,0.25,0.41450805286236,0.415343113308139,48.340264683994,0.118757550272244,14.8,2.2,5.5,1.614,1.518,0.579,29.664,19.024,526.591419731588,1.9,1000
