"Task_ID","Scenario","Source_Scenario","Scenario_Group","Attempt","Allocation","Stage2_Allocation","Model_ID","Carryover_Model","Efficacy_Model","Nmax","N_s1","N_s2","n_eval","Cycle_Max","Arrival_Rate","T_assess","True_MTD","True_OBD","Target_Toxicity","Utility_Type","Lambda_T","Dose","Toxicity_IPDE_Alpha","Efficacy_IPDE_Alpha","True_DLT_rate","True_Efficacy_rate","Estimated_CRM_pj","Estimated_Efficacy","Estimated_Utility","Carryover_Mean","MTD_Selection_pct","OBD_Selection_pct","No_OBD_Selection_pct","Pts_Treated","Unique_Pts_by_Dose","IPDE_Doses","Total_Administrations","Total_Unique_Patients","Duration","Early_Stop_pct","ntrial"
3,20,5,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,3,0.0178571428571429,28,3,2,0.3,3,1,1,0,0,0.07,0.05,0.135732547450782,0.123994587871836,42.0103733742789,0.114309925577067,1.8,4.4,6.3,5.019,2.964,2.238,29.64,15.76,856.88278389469,2.1,1000
3,20,5,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,3,0.0178571428571429,28,3,2,0.3,3,1,2,0,0,0.14,0.25,0.179520547822258,0.230254721803136,46.6344613952978,0.114309925577067,10.6,45.2,6.3,10.182,7.099,5.102,29.64,15.76,856.88278389469,2.1,1000
3,20,5,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,3,0.0178571428571429,28,3,2,0.3,3,1,3,0,0,0.31,0.25,0.26965493410958,0.249809412225992,44.2023673691763,0.114309925577067,36.2,30.2,6.3,7.974,6.11,3.644,29.64,15.76,856.88278389469,2.1,1000
3,20,5,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,3,0.0178571428571429,28,3,2,0.3,3,1,4,0,0,0.41,0.25,0.316073944636461,0.29802997524172,45.2388407290448,0.114309925577067,35.1,11.1,6.3,4.665,3.823,2.123,29.64,15.76,856.88278389469,2.1,1000
3,20,5,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,3,0.0178571428571429,28,3,2,0.3,3,1,5,0,0,0.52,0.25,0.411639702077725,0.40407403171809,47.7788538199764,0.114309925577067,16.2,2.8,6.3,1.8,1.565,0.773,29.64,15.76,856.88278389469,2.1,1000
4,24,4,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,3,0.0178571428571429,28,5,4,0.3,3,1,1,0,0,0.01,0.05,0.0287353527895503,0.144499345796557,47.5205466362114,0.120260748062231,0,0.7,0.1,3.39,2.006,1.459,30,16.355,888.589783453294,0,1000
4,24,4,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,3,0.0178571428571429,28,5,4,0.3,3,1,2,0,0,0.02,0.08,0.0457090367938921,0.16528274098609,48.0886029874097,0.120260748062231,0,1.4,0.1,3.441,2.809,1.931,30,16.355,888.589783453294,0,1000
4,24,4,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,3,0.0178571428571429,28,5,4,0.3,3,1,3,0,0,0.05,0.2,0.0908786261904395,0.230059364477684,50.1684168210435,0.120260748062231,0.1,7,0.1,4.518,3.64,2.615,30,16.355,888.589783453294,0,1000
4,24,4,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,3,0.0178571428571429,28,5,4,0.3,3,1,4,0,0,0.1,0.5,0.119392883195018,0.422307367560081,60.5627267258042,0.120260748062231,1.9,53.1,0.1,10.293,7.855,4.529,30,16.355,888.589783453294,0,1000
4,24,4,"five_scenarios_txt",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,3,0.0178571428571429,28,5,4,0.3,3,1,5,0,0,0.25,0.5,0.189299651301874,0.428064923242116,58.111909342452,0.120260748062231,98,37.7,0.1,8.358,6.608,3.111,30,16.355,888.589783453294,0,1000
5,27,2,"higher_gap_above_MTD",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,3,0.0178571428571429,28,3,3,0.3,3,1,1,0,0,0.11,0.1,0.160656680361715,0.142798257358804,42.1416282270596,0.109796491409831,3.2,10.1,6.2,6.678,4.036,2.944,29.418,16.773,911.965672273802,3.6,1000
5,27,2,"higher_gap_above_MTD",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,3,0.0178571428571429,28,3,3,0.3,3,1,2,0,0,0.17,0.2,0.20795815579797,0.206191377169356,44.0531563982426,0.109796491409831,15.5,24.3,6.2,7.611,5.519,3.817,29.418,16.773,911.965672273802,3.6,1000
5,27,2,"higher_gap_above_MTD",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,3,0.0178571428571429,28,3,3,0.3,3,1,3,0,0,0.3,0.4,0.302509258864217,0.371217601289679,50.172685722812,0.109796491409831,49.9,47.9,6.2,9.543,7.404,3.877,29.418,16.773,911.965672273802,3.6,1000
5,27,2,"higher_gap_above_MTD",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,3,0.0178571428571429,28,3,3,0.3,3,1,4,0,0,0.5,0.42,0.350054754145384,0.430153343159553,51.8070104237578,0.109796491409831,27,10.6,6.2,4.404,3.789,1.613,29.418,16.773,911.965672273802,3.6,1000
5,27,2,"higher_gap_above_MTD",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,3,0.0178571428571429,28,3,3,0.3,3,1,5,0,0,0.62,0.45,0.446015373282562,0.48075049567405,51.0044148091405,0.109796491409831,4,0.9,6.2,1.182,1.071,0.394,29.418,16.773,911.965672273802,3.6,1000
6,38,38,"user_added",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,3,0.0178571428571429,28,5,5,0.3,3,1,1,0,0,0.05,0.05,0.0596577034547621,0.128538521075287,45.3260031263267,0.112894908107917,0.4,4.5,4.1,4.5,2.661,2.025,29.901,15.377,838.913443732071,0.6,1000
6,38,38,"user_added",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,3,0.0178571428571429,28,5,5,0.3,3,1,2,0,0,0.1,0.08,0.0871817571460256,0.147127696159859,45.3403914837505,0.112894908107917,0.5,7,4.1,4.536,3.485,2.593,29.901,15.377,838.913443732071,0.6,1000
6,38,38,"user_added",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,3,0.0178571428571429,28,5,5,0.3,3,1,3,0,0,0.12,0.12,0.15247130381743,0.16371209349292,43.723873456878,0.112894908107917,2.3,8.8,4.1,4.941,3.803,2.788,29.901,15.377,838.913443732071,0.6,1000
6,38,38,"user_added",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,3,0.0178571428571429,28,5,5,0.3,3,1,4,0,0,0.15,0.15,0.190129938844697,0.187780310674483,43.6616210866811,0.112894908107917,15.2,9.8,4.1,5.136,3.957,2.86,29.901,15.377,838.913443732071,0.6,1000
6,38,38,"user_added",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,3,0.0178571428571429,28,5,5,0.3,3,1,5,0,0,0.3,0.5,0.275443187526142,0.463800986716303,56.8103317019325,0.112894908107917,81.6,65.8,4.1,10.788,8.325,4.258,29.901,15.377,838.913443732071,0.6,1000
7,1,1,"base_example",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,1,1,0.3,3,1,1,0,0,0.3,0.05,0.32725587471511,0.082104171770018,31.8360153175967,0.121192646878619,55.4,9.1,79,11.451,6.729,5.034,20.172,10.686,573.069919979601,62.7,1000
7,1,1,"base_example",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,1,1,0.3,3,1,2,0,0,0.35,0.06,0.380601229082926,0.254197133686003,40.0277788578431,0.121192646878619,18.9,6.7,79,4.704,3.426,2.422,20.172,10.686,573.069919979601,62.7,1000
7,1,1,"base_example",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,1,1,0.3,3,1,3,0,0,0.4,0.07,0.475787371173811,0.353428901741068,42.1742392575117,0.121192646878619,9.7,4.1,79,2.688,1.996,1.359,20.172,10.686,573.069919979601,62.7,1000
7,1,1,"base_example",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,1,1,0.3,3,1,4,0,0,0.45,0.08,0.51965777312716,0.433341189867494,45.2141604669632,0.121192646878619,4.4,0.8,79,1.023,0.797,0.529,20.172,10.686,573.069919979601,62.7,1000
7,1,1,"base_example",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,1,1,0.3,3,1,5,0,0,0.5,0.09,0.602501370808546,0.48038914283153,44.7232937375499,0.121192646878619,0.9,0.3,79,0.306,0.242,0.142,20.172,10.686,573.069919979601,62.7,1000
8,16,1,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,5,1,0.3,3,1,1,0,0,0.02,0.2,0.0389441952241115,0.190883303388627,49.8952303943532,0.116245144908372,0,23,1.4,6.969,4.48,3.229,30,14.208,773.821772944621,0,1000
8,16,1,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,5,1,0.3,3,1,2,0,0,0.06,0.2,0.0597181041423306,0.196730727069986,49.4151194585059,0.116245144908372,0,23.6,1.4,6.738,4.967,3.599,30,14.208,773.821772944621,0,1000
8,16,1,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,5,1,0.3,3,1,3,0,0,0.09,0.2,0.112293930270292,0.200854240747121,47.5594972340156,0.116245144908372,0.9,19.7,1.4,5.937,4.495,3.359,30,14.208,773.821772944621,0,1000
8,16,1,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,5,1,0.3,3,1,4,0,0,0.14,0.2,0.144221937679098,0.21783404978604,47.3011654799985,0.116245144908372,8.8,18.5,1.4,5.586,4.356,3.034,30,14.208,773.821772944621,0,1000
8,16,1,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,5,1,0.3,3,1,5,0,0,0.26,0.2,0.219915814297427,0.246215492718916,45.9762969912379,0.116245144908372,90.3,13.8,1.4,4.77,3.715,2.571,30,14.208,773.821772944621,0,1000
9,20,5,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,3,2,0.3,3,1,1,0,0,0.07,0.05,0.13301358712639,0.12197600949799,41.9980170848238,0.120521375505327,1.7,4.2,6.2,5.187,3.061,2.313,29.649,15.605,843.227373348223,2,1000
9,20,5,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,3,2,0.3,3,1,2,0,0,0.14,0.25,0.176421247129125,0.226582223582319,46.5380835297741,0.120521375505327,8.6,45.2,6.2,10.878,7.464,5.429,29.649,15.605,843.227373348223,2,1000
9,20,5,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,3,2,0.3,3,1,3,0,0,0.31,0.25,0.266080396559737,0.247101864803675,44.182896025831,0.120521375505327,37.5,30.6,6.2,7.824,5.916,3.664,29.649,15.605,843.227373348223,2,1000
9,20,5,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,3,2,0.3,3,1,4,0,0,0.41,0.25,0.312375333695117,0.297953031057838,45.3821685156656,0.120521375505327,37.1,11.6,6.2,4.269,3.495,2.014,29.649,15.605,843.227373348223,2,1000
9,20,5,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,3,2,0.3,3,1,5,0,0,0.52,0.25,0.407880712874558,0.416498737870136,48.6746957572259,0.120521375505327,15,2.2,6.2,1.491,1.293,0.624,29.649,15.605,843.227373348223,2,1000
10,24,4,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,5,4,0.3,3,1,1,0,0,0.01,0.05,0.0280282738977893,0.142901401438073,47.4529531303728,0.124582590576519,0,0.5,0.1,3.396,2.015,1.456,30,16.294,881.531844213489,0,1000
10,24,4,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,5,4,0.3,3,1,2,0,0,0.02,0.08,0.0446461426582988,0.163936951101448,48.0503713597549,0.124582590576519,0,2,0.1,3.483,2.829,1.965,30,16.294,881.531844213489,0,1000
10,24,4,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,5,4,0.3,3,1,3,0,0,0.05,0.2,0.0890089447909208,0.224896556966862,49.9334356263749,0.124582590576519,0.1,4.9,0.1,4.578,3.654,2.621,30,16.294,881.531844213489,0,1000
10,24,4,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,5,4,0.3,3,1,4,0,0,0.1,0.5,0.117093304631207,0.417527287298508,60.3679050526622,0.124582590576519,28,57.1,0.1,11.724,8.659,4.977,30,16.294,881.531844213489,0,1000
10,24,4,"five_scenarios_txt",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,5,4,0.3,3,1,5,0,0,0.25,0.5,0.18614242987207,0.441678648983144,59.0550217441058,0.124582590576519,71.9,35.4,0.1,6.819,5.244,2.687,30,16.294,881.531844213489,0,1000
11,27,2,"higher_gap_above_MTD",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,3,3,0.3,3,1,1,0,0,0.11,0.1,0.156154829586304,0.140522632227141,42.1851647501763,0.113601158925705,2.8,10,6.1,6.894,4.147,3.034,29.415,16.574,901.294375951004,3.5,1000
11,27,2,"higher_gap_above_MTD",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,3,3,0.3,3,1,2,0,0,0.17,0.2,0.202812906536718,0.203335487225636,44.0876129720694,0.113601158925705,14.4,23.7,6.1,7.815,5.614,3.936,29.415,16.574,901.294375951004,3.5,1000
11,27,2,"higher_gap_above_MTD",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,3,3,0.3,3,1,3,0,0,0.3,0.4,0.296572942851392,0.361210633796531,49.8097203137362,0.113601158925705,51.5,48.1,6.1,9.939,7.613,4.052,29.415,16.574,901.294375951004,3.5,1000
11,27,2,"higher_gap_above_MTD",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,3,3,0.3,3,1,4,0,0,0.5,0.42,0.34392469953645,0.43339169954661,52.2465139913386,0.113601158925705,26.8,10.8,6.1,3.975,3.402,1.534,29.415,16.574,901.294375951004,3.5,1000
11,27,2,"higher_gap_above_MTD",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,3,3,0.3,3,1,5,0,0,0.62,0.45,0.439837901444075,0.491027508949779,51.8681344792237,0.113601158925705,4.1,1.3,6.1,0.792,0.706,0.285,29.415,16.574,901.294375951004,3.5,1000
12,38,38,"user_added",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,5,5,0.3,3,1,1,0,0,0.05,0.05,0.0597321160909889,0.12825236242809,45.3058571020459,0.1119213063972,0.4,4.9,3.8,4.557,2.694,2.051,29.898,15.331,832.488188211557,0.7,1000
12,38,38,"user_added",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,5,5,0.3,3,1,2,0,0,0.1,0.08,0.0872269730373264,0.146635956355605,45.3090784598432,0.1119213063972,0.4,6.6,3.8,4.572,3.51,2.592,29.898,15.331,832.488188211557,0.7,1000
12,38,38,"user_added",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,5,5,0.3,3,1,3,0,0,0.12,0.12,0.152408840049065,0.162702175271834,43.6657769143475,0.1119213063972,2.3,9.7,3.8,4.962,3.814,2.806,29.898,15.331,832.488188211557,0.7,1000
12,38,38,"user_added",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,5,5,0.3,3,1,4,0,0,0.15,0.15,0.189993713131589,0.185944394424986,43.5569151402356,0.1119213063972,16,9,3.8,5.145,3.969,2.871,29.898,15.331,832.488188211557,0.7,1000
12,38,38,"user_added",1,"one_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,30,30,3,3,0.0178571428571429,28,5,5,0.3,3,1,5,0,0,0.3,0.5,0.275131069368413,0.463934278121185,56.8308139125346,0.1119213063972,80.9,66,3.8,10.662,8.206,4.247,29.898,15.331,832.488188211557,0.7,1000
13,1,1,"base_example",1,"two_stage","one_stage","multicycle_additive","multicycle_additive","multicycle_additive",30,6,30,3,3,0.0357142857142857,28,1,1,0.3,3,1,1,0,0,0.3,0.05,0.315313537805658,0.0809324685092129,32.2434065983265,0.11978463742295,52.5330396475771,9.80176211453744,77.0925110132159,11.9702643171806,7.42070484581498,4.93392070484582,21.2147577092511,11.4449339207048,319.992572696814,60.1321585903084,908
