"Scenario","Model","Method","BOIN_Method","BOIN_r_estimator","CRM_r_model","Alpha_true","r_carry","Accrual","Dose","True_DLT_rate","True_IPDE_DLT_rate","Estimated_pj","r_hat_raw","r_cap","r_use","MTD_Selection_pct","Pts_Treated","Unique_Pts_by_Dose","IPDE_Doses","Total_Administrations","Total_Unique_Patients","Early_Stopping_pct","Duration","n_valid","ntrial_from_files"
2,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.9,0,0.5,3,0.18,0.27,0.1419,NA,NA,0,45.9,10.26,10.26,1.727,30,20.4665,0,68.8325,2000,2000
2,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.9,0,0.5,4,0.3,0.462,0.2953,NA,NA,0,36.25,7.3305,7.3305,3.5165,30,20.4665,0,68.8325,2000,2000
2,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.9,0,0.5,5,0.4,0.67,0.44,NA,NA,0,8.9,2.0805,2.0805,0.843,30,20.4665,0,68.8325,2000,2000
2,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.9,0.1,0.5,1,0.05,0.05,0.0083,NA,NA,0.1,0.8159,4.0097,4.0097,0,30,20.2269,0,68.337,1961,1961
2,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.9,0.1,0.5,2,0.1,0.145,0.0408,NA,NA,0.1,5.9663,6.153,6.153,3.4396,30,20.2269,0,68.337,1961,1961
2,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.9,0.1,0.5,3,0.18,0.27,0.1303,NA,NA,0.1,44.0592,10.2315,10.2315,1.7639,30,20.2269,0,68.337,1961,1961
2,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.9,0.1,0.5,4,0.3,0.462,0.2694,NA,NA,0.1,39.4187,7.3952,7.3952,3.6002,30,20.2269,0,68.337,1961,1961
2,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.9,0.1,0.5,5,0.4,0.67,0.4272,NA,NA,0.1,9.7399,2.2106,2.2106,0.9694,30,20.2269,0,68.337,1961,1961
2,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.9,0.2,0.5,1,0.05,0.05,0.007,NA,NA,0.2,0.6629,3.8965,3.8965,0,30,21.6747,0,71.1915,1961,1961
2,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.9,0.2,0.5,2,0.1,0.145,0.0375,NA,NA,0.2,3.8756,4.3401,4.3401,3.2591,30,21.6747,0,71.1915,1961,1961
2,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.9,0.2,0.5,3,0.18,0.27,0.1155,NA,NA,0.2,38.0418,10.2392,10.2392,0.5135,30,21.6747,0,71.1915,1961,1961
2,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.9,0.2,0.5,4,0.3,0.462,0.2081,NA,NA,0.2,32.9424,6.4146,6.4146,4.0469,30,21.6747,0,71.1915,1961,1961
2,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.9,0.2,0.5,5,0.4,0.67,0.3714,NA,NA,0.2,24.4773,5.1096,5.1096,0.5059,30,21.6747,0,71.1915,1961,1961
3,"BOIN","approx1-r_mle","approx1","r_mle",NA,0,0.1,0.5,1,0.15,0.15,0.0467,0.0677,0.1004,0.0219,5.7,6.9195,6.9195,0,29.7555,21.7535,1.05,71.0989,2000,2000
3,"BOIN","approx1-r_mle","approx1","r_mle",NA,0,0.1,0.5,2,0.2,0.2,0.1045,0.0925,0.1274,0.0441,23.4,8.166,8.166,3.8835,29.7555,21.7535,1.05,71.0989,2000,2000
3,"BOIN","approx1-r_mle","approx1","r_mle",NA,0,0.1,0.5,3,0.3,0.3,0.2052,0.0659,0.2105,0.0305,31.1,8.256,8.256,1.6555,29.7555,21.7535,1.05,71.0989,2000,2000
3,"BOIN","approx1-r_mle","approx1","r_mle",NA,0,0.1,0.5,4,0.35,0.35,0.2593,0.1341,0.2335,0.0754,26.65,4.3005,4.3005,1.9785,29.7555,21.7535,1.05,71.0989,2000,2000
3,"BOIN","approx1-r_mle","approx1","r_mle",NA,0,0.1,0.5,5,0.45,0.45,0.399,0.0878,0.3515,0.0444,12.1,2.1135,2.1135,0.4845,29.7555,21.7535,1.05,71.0989,2000,2000
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,1,0.15,0.15,0.0524,NA,NA,0,6.7,7.0845,7.0845,0,29.7555,21.437,1.05,70.4184,2000,2000
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,2,0.2,0.2,0.1249,NA,NA,0,29.4,9.339,9.339,4.239,29.7555,21.437,1.05,70.4184,2000,2000
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,3,0.3,0.3,0.2257,NA,NA,0,33,7.911,7.911,1.817,29.7555,21.437,1.05,70.4184,2000,2000
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,4,0.35,0.35,0.307,NA,NA,0,22.5,4.014,4.014,1.8445,29.7555,21.437,1.05,70.4184,2000,2000
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0,0.5,5,0.45,0.45,0.4282,NA,NA,0,7.35,1.407,1.407,0.418,29.7555,21.437,1.05,70.4184,2000,2000
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0.1,0.5,1,0.15,0.15,0.0463,NA,NA,0.1,6.0683,7.0495,7.0495,0,29.7506,21.1678,1.0709,69.8635,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0.1,0.5,2,0.2,0.2,0.0991,NA,NA,0.1,25.6502,8.9725,8.9725,4.2249,29.7506,21.1678,1.0709,69.8635,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0.1,0.5,3,0.3,0.3,0.2068,NA,NA,0.1,34.2682,8.1005,8.1005,1.951,29.7506,21.1678,1.0709,69.8635,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0.1,0.5,4,0.35,0.35,0.2706,NA,NA,0.1,23.1515,4.1244,4.1244,1.9118,29.7506,21.1678,1.0709,69.8635,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0.1,0.5,5,0.45,0.45,0.3981,NA,NA,0.1,9.7909,1.5038,1.5038,0.4952,29.7506,21.1678,1.0709,69.8635,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0.2,0.5,1,0.15,0.15,0.0379,NA,NA,0.2,4.8445,6.5966,6.5966,0,29.7506,22.2927,1.0709,72.1066,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0.2,0.5,2,0.2,0.2,0.0839,NA,NA,0.2,19.6328,6.7649,6.7649,3.6925,29.7506,22.2927,1.0709,72.1066,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0.2,0.5,3,0.3,0.3,0.1906,NA,NA,0.2,31.3106,8.8118,8.8118,1.0209,29.7506,22.2927,1.0709,72.1066,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0.2,0.5,4,0.35,0.35,0.2281,NA,NA,0.2,26.4661,4.1948,4.1948,2.4238,29.7506,22.2927,1.0709,72.1066,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0,0.2,0.5,5,0.45,0.45,0.4198,NA,NA,0.2,16.6752,3.3825,3.3825,0.3208,29.7506,22.2927,1.0709,72.1066,1961,1961
3,"BOIN","approx2-r_mle","approx2","r_mle",NA,0,0.1,0.5,1,0.15,0.15,0.048,0.0679,0.1004,0.022,5.75,6.948,6.948,0,29.7555,21.7465,1.05,71.0578,2000,2000
3,"BOIN","approx2-r_mle","approx2","r_mle",NA,0,0.1,0.5,2,0.2,0.2,0.1087,0.0909,0.1278,0.0434,24.05,8.2845,8.2845,3.8995,29.7555,21.7465,1.05,71.0578,2000,2000
3,"BOIN","approx2-r_mle","approx2","r_mle",NA,0,0.1,0.5,3,0.3,0.3,0.2095,0.0661,0.2103,0.0303,31.2,8.1915,8.1915,1.674,29.7555,21.7465,1.05,71.0578,2000,2000
3,"BOIN","approx2-r_mle","approx2","r_mle",NA,0,0.1,0.5,4,0.35,0.35,0.2649,0.1308,0.2352,0.0736,26.6,4.287,4.287,1.958,29.7555,21.7465,1.05,71.0578,2000,2000
3,"BOIN","approx2-r_mle","approx2","r_mle",NA,0,0.1,0.5,5,0.45,0.45,0.4017,0.087,0.3495,0.0422,11.35,2.0445,2.0445,0.4775,29.7555,21.7465,1.05,71.0578,2000,2000
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0,0,0.5,1,0.15,0.15,0.0524,NA,NA,0,6.7,7.0845,7.0845,0,29.7555,21.437,1.05,70.4184,2000,2000
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0,0,0.5,2,0.2,0.2,0.1249,NA,NA,0,29.4,9.339,9.339,4.239,29.7555,21.437,1.05,70.4184,2000,2000
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0,0,0.5,3,0.3,0.3,0.2257,NA,NA,0,33,7.911,7.911,1.817,29.7555,21.437,1.05,70.4184,2000,2000
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0,0,0.5,4,0.35,0.35,0.307,NA,NA,0,22.5,4.014,4.014,1.8445,29.7555,21.437,1.05,70.4184,2000,2000
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0,0,0.5,5,0.45,0.45,0.4282,NA,NA,0,7.35,1.407,1.407,0.418,29.7555,21.437,1.05,70.4184,2000,2000
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0,0.1,0.5,1,0.15,0.15,0.0469,NA,NA,0.1,5.9663,7.0112,7.0112,0,29.7506,21.1433,1.0709,69.82,1961,1961
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0,0.1,0.5,2,0.2,0.2,0.1008,NA,NA,0.1,24.8853,8.9847,8.9847,4.2101,29.7506,21.1433,1.0709,69.82,1961,1961
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0,0.1,0.5,3,0.3,0.3,0.2038,NA,NA,0.1,34.5232,8.0943,8.0943,1.9725,29.7506,21.1433,1.0709,69.82,1961,1961
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0,0.1,0.5,4,0.35,0.35,0.2664,NA,NA,0.1,23.2534,4.1413,4.1413,1.9281,29.7506,21.1433,1.0709,69.82,1961,1961
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0,0.1,0.5,5,0.45,0.45,0.3944,NA,NA,0.1,10.3009,1.5191,1.5191,0.4967,29.7506,21.1433,1.0709,69.82,1961,1961
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0,0.2,0.5,1,0.15,0.15,0.0355,NA,NA,0.2,4.6915,6.5416,6.5416,0,29.7506,22.2621,1.0709,71.9963,1961,1961
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0,0.2,0.5,2,0.2,0.2,0.072,NA,NA,0.2,16.9811,6.4865,6.4865,3.6588,29.7506,22.2621,1.0709,71.9963,1961,1961
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0,0.2,0.5,3,0.3,0.3,0.1695,NA,NA,0.2,30.4437,8.7445,8.7445,0.9714,29.7506,22.2621,1.0709,71.9963,1961,1961
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0,0.2,0.5,4,0.35,0.35,0.2095,NA,NA,0.2,28.0979,4.3967,4.3967,2.4773,29.7506,22.2621,1.0709,71.9963,1961,1961
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0,0.2,0.5,5,0.45,0.45,0.3982,NA,NA,0.2,18.7149,3.5813,3.5813,0.3809,29.7506,22.2621,1.0709,71.9963,1961,1961
3,"BOIN","approx1-r_mle","approx1","r_mle",NA,0.3,0.1,0.5,1,0.15,0.15,0.056,0.0662,0.1023,0.0219,8.15,7.572,7.572,0,29.7555,21.662,1.05,70.829,2000,2000
3,"BOIN","approx1-r_mle","approx1","r_mle",NA,0.3,0.1,0.5,2,0.2,0.245,0.1242,0.1138,0.1323,0.0541,27.65,8.88,8.88,4.1395,29.7555,21.662,1.05,70.829,2000,2000
3,"BOIN","approx1-r_mle","approx1","r_mle",NA,0.3,0.1,0.5,3,0.3,0.36,0.2294,0.0839,0.2177,0.0383,33.95,8.181,8.181,1.763,29.7555,21.662,1.05,70.829,2000,2000
3,"BOIN","approx1-r_mle","approx1","r_mle",NA,0.3,0.1,0.5,4,0.35,0.44,0.2851,0.2006,0.2366,0.1,21.4,3.621,3.621,1.794,29.7555,21.662,1.05,70.829,2000,2000
3,"BOIN","approx1-r_mle","approx1","r_mle",NA,0.3,0.1,0.5,5,0.45,0.555,0.4113,0.1395,0.3462,0.0641,7.8,1.5015,1.5015,0.397,29.7555,21.662,1.05,70.829,2000,2000
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,1,0.15,0.15,0.0594,NA,NA,0,9.35,7.7895,7.7895,0,29.7555,21.334,1.05,70.1388,2000,2000
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,2,0.2,0.245,0.1448,NA,NA,0,35.35,10.203,10.203,4.5235,29.7555,21.334,1.05,70.1388,2000,2000
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,3,0.3,0.36,0.2503,NA,NA,0,33.3,7.632,7.632,1.974,29.7555,21.334,1.05,70.1388,2000,2000
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,4,0.35,0.44,0.3388,NA,NA,0,17.25,3.285,3.285,1.596,29.7555,21.334,1.05,70.1388,2000,2000
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0,0.5,5,0.45,0.555,0.4543,NA,NA,0,3.7,0.846,0.846,0.328,29.7555,21.334,1.05,70.1388,2000,2000
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0.1,0.5,1,0.15,0.15,0.0528,NA,NA,0.1,8.6181,7.718,7.718,0,29.7506,21.0428,1.0709,69.5502,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0.1,0.5,2,0.2,0.245,0.1167,NA,NA,0.1,30.9026,9.8735,9.8735,4.5059,29.7506,21.0428,1.0709,69.5502,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0.1,0.5,3,0.3,0.36,0.2308,NA,NA,0.1,35.5431,7.8373,7.8373,2.1311,29.7506,21.0428,1.0709,69.5502,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0.1,0.5,4,0.35,0.44,0.3085,NA,NA,0.1,19.3779,3.4207,3.4207,1.6828,29.7506,21.0428,1.0709,69.5502,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0.1,0.5,5,0.45,0.555,0.4303,NA,NA,0.1,4.4875,0.9011,0.9011,0.3881,29.7506,21.0428,1.0709,69.5502,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0.2,0.5,1,0.15,0.15,0.047,NA,NA,0.2,7.1902,7.1581,7.1581,0,29.7506,22.2371,1.0709,71.9469,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0.2,0.5,2,0.2,0.245,0.102,NA,NA,0.2,21.9276,7.0954,7.0954,3.8955,29.7506,22.2371,1.0709,71.9469,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0.2,0.5,3,0.3,0.36,0.2137,NA,NA,0.2,36.614,9.2126,9.2126,1.0082,29.7506,22.2371,1.0709,71.9469,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0.2,0.5,4,0.35,0.44,0.2557,NA,NA,0.2,21.3666,3.7634,3.7634,2.3738,29.7506,22.2371,1.0709,71.9469,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.3,0.2,0.5,5,0.45,0.555,0.4203,NA,NA,0.2,11.8307,2.5212,2.5212,0.2361,29.7506,22.2371,1.0709,71.9469,1961,1961
3,"BOIN","approx2-r_mle","approx2","r_mle",NA,0.3,0.1,0.5,1,0.15,0.15,0.0574,0.0663,0.1023,0.022,8.2,7.5915,7.5915,0,29.7555,21.6505,1.05,70.7797,2000,2000
3,"BOIN","approx2-r_mle","approx2","r_mle",NA,0.3,0.1,0.5,2,0.2,0.245,0.1283,0.1127,0.1322,0.0533,28.55,9.051,9.051,4.1495,29.7555,21.6505,1.05,70.7797,2000,2000
3,"BOIN","approx2-r_mle","approx2","r_mle",NA,0.3,0.1,0.5,3,0.3,0.36,0.2337,0.0852,0.2169,0.0382,33.9,8.103,8.103,1.8145,29.7555,21.6505,1.05,70.7797,2000,2000
3,"BOIN","approx2-r_mle","approx2","r_mle",NA,0.3,0.1,0.5,4,0.35,0.44,0.2923,0.1991,0.2383,0.0983,21.2,3.582,3.582,1.7455,29.7555,21.6505,1.05,70.7797,2000,2000
3,"BOIN","approx2-r_mle","approx2","r_mle",NA,0.3,0.1,0.5,5,0.45,0.555,0.4146,0.145,0.3401,0.0631,7.1,1.428,1.428,0.3955,29.7555,21.6505,1.05,70.7797,2000,2000
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.3,0,0.5,1,0.15,0.15,0.0594,NA,NA,0,9.35,7.7895,7.7895,0,29.7555,21.334,1.05,70.1388,2000,2000
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.3,0,0.5,2,0.2,0.245,0.1448,NA,NA,0,35.35,10.203,10.203,4.5235,29.7555,21.334,1.05,70.1388,2000,2000
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.3,0,0.5,3,0.3,0.36,0.2503,NA,NA,0,33.3,7.632,7.632,1.974,29.7555,21.334,1.05,70.1388,2000,2000
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.3,0,0.5,4,0.35,0.44,0.3388,NA,NA,0,17.25,3.285,3.285,1.596,29.7555,21.334,1.05,70.1388,2000,2000
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.3,0,0.5,5,0.45,0.555,0.4543,NA,NA,0,3.7,0.846,0.846,0.328,29.7555,21.334,1.05,70.1388,2000,2000
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.3,0.1,0.5,1,0.15,0.15,0.054,NA,NA,0.1,8.5161,7.6813,7.6813,0,29.7506,21.0352,1.0709,69.5283,1961,1961
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.3,0.1,0.5,2,0.2,0.245,0.12,NA,NA,0.1,30.5456,9.8919,9.8919,4.4916,29.7506,21.0352,1.0709,69.5283,1961,1961
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.3,0.1,0.5,3,0.3,0.36,0.2285,NA,NA,0.1,35.5941,7.8434,7.8434,2.1453,29.7506,21.0352,1.0709,69.5283,1961,1961
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.3,0.1,0.5,4,0.35,0.44,0.3061,NA,NA,0.1,19.3269,3.4299,3.4299,1.6905,29.7506,21.0352,1.0709,69.5283,1961,1961
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.3,0.1,0.5,5,0.45,0.555,0.4253,NA,NA,0.1,4.9465,0.9041,0.9041,0.3881,29.7506,21.0352,1.0709,69.5283,1961,1961
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.3,0.2,0.5,1,0.15,0.15,0.0461,NA,NA,0.2,7.0882,7.0984,7.0984,0,29.7506,22.2392,1.0709,71.9544,1961,1961
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.3,0.2,0.5,2,0.2,0.245,0.0932,NA,NA,0.2,19.6838,6.8536,6.8536,3.8562,29.7506,22.2392,1.0709,71.9544,1961,1961
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.3,0.2,0.5,3,0.3,0.36,0.1988,NA,NA,0.2,36.461,9.2784,9.2784,0.9648,29.7506,22.2392,1.0709,71.9544,1961,1961
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.3,0.2,0.5,4,0.35,0.44,0.2417,NA,NA,0.2,22.9985,3.9041,3.9041,2.4238,29.7506,22.2392,1.0709,71.9544,1961,1961
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.3,0.2,0.5,5,0.45,0.555,0.4149,NA,NA,0.2,12.6976,2.616,2.616,0.2667,29.7506,22.2392,1.0709,71.9544,1961,1961
3,"BOIN","approx1-r_mle","approx1","r_mle",NA,0.6,0.1,0.5,1,0.15,0.15,0.0612,0.0645,0.1044,0.022,11.45,8.316,8.316,0,29.7555,21.7195,1.05,71.0131,2000,2000
3,"BOIN","approx1-r_mle","approx1","r_mle",NA,0.6,0.1,0.5,2,0.2,0.29,0.1365,0.1351,0.1364,0.0617,31.6,9.453,9.453,4.337,29.7555,21.7195,1.05,71.0131,2000,2000
3,"BOIN","approx1-r_mle","approx1","r_mle",NA,0.6,0.1,0.5,3,0.3,0.42,0.24,0.1099,0.2227,0.049,33.55,7.8225,7.8225,1.8035,29.7555,21.7195,1.05,71.0131,2000,2000
3,"BOIN","approx1-r_mle","approx1","r_mle",NA,0.6,0.1,0.5,4,0.35,0.53,0.3008,0.2562,0.2412,0.1198,17.8,3.15,3.15,1.5735,29.7555,21.7195,1.05,71.0131,2000,2000
3,"BOIN","approx1-r_mle","approx1","r_mle",NA,0.6,0.1,0.5,5,0.45,0.66,0.4229,0.201,0.3349,0.0893,4.55,1.014,1.014,0.322,29.7555,21.7195,1.05,71.0131,2000,2000
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,1,0.15,0.15,0.0669,NA,NA,0,13.55,8.6175,8.6175,0,29.7555,21.4245,1.05,70.352,2000,2000
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,2,0.2,0.29,0.1614,NA,NA,0,39.8,10.782,10.782,4.73,29.7555,21.4245,1.05,70.352,2000,2000
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,3,0.3,0.42,0.2684,NA,NA,0,31.35,7.1145,7.1145,2.014,29.7555,21.4245,1.05,70.352,2000,2000
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,4,0.35,0.53,0.3634,NA,NA,0,12.5,2.6955,2.6955,1.348,29.7555,21.4245,1.05,70.352,2000,2000
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0,0.5,5,0.45,0.66,0.4794,NA,NA,0,1.75,0.546,0.546,0.239,29.7555,21.4245,1.05,70.352,2000,2000
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0.1,0.5,1,0.15,0.15,0.0598,NA,NA,0.1,12.7996,8.538,8.538,0,29.7506,21.1586,1.0709,69.7673,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0.1,0.5,2,0.2,0.29,0.1312,NA,NA,0.1,35.2371,10.4656,10.4656,4.7063,29.7506,21.1586,1.0709,69.7673,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0.1,0.5,3,0.3,0.42,0.2456,NA,NA,0.1,34.3702,7.36,7.36,2.1673,29.7506,21.1586,1.0709,69.7673,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0.1,0.5,4,0.35,0.53,0.3413,NA,NA,0.1,14.3294,2.7766,2.7766,1.4176,29.7506,21.1586,1.0709,69.7673,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0.1,0.5,5,0.45,0.66,0.4521,NA,NA,0.1,2.1928,0.6104,0.6104,0.3009,29.7506,21.1586,1.0709,69.7673,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0.2,0.5,1,0.15,0.15,0.0524,NA,NA,0.2,10.4029,7.8251,7.8251,0,29.7506,22.2723,1.0709,72.2099,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0.2,0.5,2,0.2,0.29,0.1122,NA,NA,0.2,24.2733,7.3768,7.3768,4.0546,29.7506,22.2723,1.0709,72.2099,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0.2,0.5,3,0.3,0.42,0.2272,NA,NA,0.2,37.6339,9.127,9.127,0.9969,29.7506,22.2723,1.0709,72.2099,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0.2,0.5,4,0.35,0.53,0.282,NA,NA,0.2,18.409,3.4437,3.4437,2.2208,29.7506,22.2723,1.0709,72.2099,1961,1961
3,"BOIN","approx1-r_fixed","approx1","r_fixed",NA,0.6,0.2,0.5,5,0.45,0.66,0.4263,NA,NA,0.2,8.2101,1.9781,1.9781,0.206,29.7506,22.2723,1.0709,72.2099,1961,1961
3,"BOIN","approx2-r_mle","approx2","r_mle",NA,0.6,0.1,0.5,1,0.15,0.15,0.0629,0.0646,0.1044,0.022,11.6,8.337,8.337,0,29.7555,21.7005,1.05,70.9337,2000,2000
3,"BOIN","approx2-r_mle","approx2","r_mle",NA,0.6,0.1,0.5,2,0.2,0.29,0.1412,0.1337,0.1365,0.0611,32.8,9.63,9.63,4.3485,29.7555,21.7005,1.05,70.9337,2000,2000
3,"BOIN","approx2-r_mle","approx2","r_mle",NA,0.6,0.1,0.5,3,0.3,0.42,0.2451,0.1127,0.2214,0.0491,33.4,7.7325,7.7325,1.8465,29.7555,21.7005,1.05,70.9337,2000,2000
3,"BOIN","approx2-r_mle","approx2","r_mle",NA,0.6,0.1,0.5,4,0.35,0.53,0.3061,0.2516,0.2429,0.1165,16.85,3.099,3.099,1.538,29.7555,21.7005,1.05,70.9337,2000,2000
3,"BOIN","approx2-r_mle","approx2","r_mle",NA,0.6,0.1,0.5,5,0.45,0.66,0.4275,0.2114,0.3283,0.0897,4.3,0.957,0.957,0.322,29.7555,21.7005,1.05,70.9337,2000,2000
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.6,0,0.5,1,0.15,0.15,0.0669,NA,NA,0,13.55,8.6175,8.6175,0,29.7555,21.4245,1.05,70.352,2000,2000
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.6,0,0.5,2,0.2,0.29,0.1614,NA,NA,0,39.8,10.782,10.782,4.73,29.7555,21.4245,1.05,70.352,2000,2000
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.6,0,0.5,3,0.3,0.42,0.2684,NA,NA,0,31.35,7.1145,7.1145,2.014,29.7555,21.4245,1.05,70.352,2000,2000
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.6,0,0.5,4,0.35,0.53,0.3634,NA,NA,0,12.5,2.6955,2.6955,1.348,29.7555,21.4245,1.05,70.352,2000,2000
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.6,0,0.5,5,0.45,0.66,0.4794,NA,NA,0,1.75,0.546,0.546,0.239,29.7555,21.4245,1.05,70.352,2000,2000
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.6,0.1,0.5,1,0.15,0.15,0.0613,NA,NA,0.1,12.6466,8.5013,8.5013,0,29.7506,21.1555,1.0709,69.7601,1961,1961
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.6,0.1,0.5,2,0.2,0.29,0.1352,NA,NA,0.1,35.1861,10.4901,10.4901,4.6991,29.7506,21.1555,1.0709,69.7601,1961,1961
3,"BOIN","approx2-r_fixed","approx2","r_fixed",NA,0.6,0.1,0.5,3,0.3,0.42,0.2432,NA,NA,0.1,34.8292,7.3631,7.3631,2.18,29.7506,21.1555,1.0709,69.7601,1961,1961
