"scenario","alpha_true","dose","n_reps","p_true","q_true","mean_yR","mean_yI","mean_obs_pooled","sd_obs_pooled","mean_p_pool_plugin","sd_p_pool_plugin","bias_p_pool_plugin","mean_p_mle_plugin","sd_p_mle_plugin","bias_p_mle_plugin","mean_p_crm_random","sd_p_crm_random","bias_p_crm_random","mean_r_hat","sd_r_hat","mean_r_hat_posterior_mean","mean_r_hat_map","mean_r_hat_crm_random","sd_r_hat_crm_random"
"sce3",0.6,5,100,0.45,0.66,4.13,5.92,0.558333333333333,0.105756203649245,0.533450873356391,0.117125189984828,0.0834508733563911,0.523573844801273,0.11906873121809,0.0735738448012728,0.506572684584835,0.0451466601613394,0.0565726845848346,0.122545029878092,0.0936805151200467,0.122545029878092,0,0.0844175689935062,0.068504561069167
"sce3",0.9,1,100,0.15,0.15,1.36,1.24,0.144444444444444,0.0761493796491491,0.067077267709585,0.0730236893776801,-0.082922732290415,0.101061831988356,0.076329604825623,-0.0489381680116441,0.226968790277035,0.0453853642737893,0.0769687902770348,0.183492629813834,0.116817305175387,0.183492629813834,0,0.0808187121381146,0.0631147337933918
"sce3",0.9,2,100,0.2,0.335,1.54,3.2,0.263333333333333,0.110723228686416,0.189757380351192,0.129420355832961,-0.0102426196488078,0.176518996049294,0.132492380025104,-0.0234810039507061,0.282685067371755,0.0483537632666501,0.0826850673717547,0.183492629813834,0.116817305175387,0.183492629813834,0,0.0808187121381146,0.0631147337933918
"sce3",0.9,3,100,0.3,0.48,2.6,4.25,0.380555555555556,0.108088805729042,0.320035682880534,0.124605104008575,0.0200356828805342,0.308118477691326,0.129064669488831,0.00811847769132569,0.386402157929101,0.0500505313723302,0.0864021579291012,0.183492629813834,0.116817305175387,0.183492629813834,0,0.0808187121381146,0.0631147337933918
"sce3",0.9,4,100,0.35,0.62,3.4,5.62,0.501111111111111,0.103251781052725,0.45698918221839,0.123489988148407,0.10698918221839,0.436680840539829,0.133723497772841,0.0866808405398287,0.435585286636945,0.0494343288845356,0.0855852866369454,0.183492629813834,0.116817305175387,0.183492629813834,0,0.0808187121381146,0.0631147337933918
"sce3",0.9,5,100,0.45,0.765,3.9,6.85,0.597222222222222,0.0884158992675931,0.57123626503871,0.0992138511294422,0.12123626503871,0.542665699068006,0.110939087939765,0.0926656990680056,0.530178523565035,0.0461352227998909,0.0801785235650346,0.183492629813834,0.116817305175387,0.183492629813834,0,0.0808187121381146,0.0631147337933918
"sce4",0,1,100,0.05,0.05,0.45,0.46,0.0505555555555556,0.0530260272980998,0.037172274733876,0.0486177671365285,-0.012827725266124,0.0354233597073302,0.0515917820501952,-0.0145766402926698,0.0530914448202141,0.0205462521688584,0.00309144482021405,0.0392409594870498,0.0392854146037688,0.0392409594870498,0,0.0765251767551284,0.0518665907799721
"sce4",0,2,100,0.1,0.1,0.85,0.85,0.0944444444444444,0.0658290060471958,0.0782962663416062,0.060620849599365,-0.0217037336583938,0.073582766318131,0.0668821253515529,-0.026417233681869,0.101904970156159,0.0307645127871008,0.00190497015615907,0.0392409594870498,0.0392854146037688,0.0392409594870498,0,0.0765251767551284,0.0518665907799721
"sce4",0,3,100,0.18,0.18,1.72,1.61,0.185,0.0886553469620176,0.168989764176677,0.0889228298766115,-0.0110102358233227,0.168315507111881,0.0916186744846544,-0.0116844928881192,0.179299272362241,0.0409195190033405,-0.00070072763775902,0.0392409594870498,0.0392854146037688,0.0392409594870498,0,0.0765251767551284,0.0518665907799721
"sce4",0,4,100,0.3,0.3,2.83,2.62,0.302777777777778,0.108664132777739,0.288296339552328,0.111626559523955,-0.0117036604476719,0.28800309595347,0.113960426395765,-0.0119969040465305,0.295794999148468,0.048109836975644,-0.00420500085153247,0.0392409594870498,0.0392854146037688,0.0392409594870498,0,0.0765251767551284,0.0518665907799721
"sce4",0,5,100,0.4,0.4,3.44,3.29,0.373888888888889,0.121268341806628,0.360080479403401,0.124610573411086,-0.0399195205965993,0.362058472081714,0.125940819023857,-0.0379415279182863,0.393746013952691,0.0491915968072312,-0.00625398604730918,0.0392409594870498,0.0392854146037688,0.0392409594870498,0,0.0765251767551284,0.0518665907799721
"sce4",0.3,1,100,0.05,0.05,0.5,0.48,0.0544444444444444,0.0541229427257326,0.0358474548829679,0.0480248889063709,-0.0141525451170321,0.0365894041252116,0.052128645003135,-0.0134105958747884,0.0583840603106407,0.0192594609431784,0.00838406031064072,0.0533412475024141,0.0530327380955971,0.0533412475024141,0,0.0802527626968239,0.0625932755010196
"sce4",0.3,2,100,0.1,0.115,0.95,1.03,0.11,0.0753178408762402,0.0889037212657462,0.0715027344779845,-0.0110962787342538,0.0862212192919639,0.0728203740705593,-0.0137787807080361,0.110034310998857,0.0288708643629684,0.0100343109988568,0.0533412475024141,0.0530327380955971,0.0533412475024141,0,0.0802527626968239,0.0625932755010196
"sce4",0.3,3,100,0.18,0.21,1.44,1.67,0.172777777777778,0.0893000451684693,0.150308903992333,0.0937035258883501,-0.0296910960076674,0.146392261023155,0.0979150238183008,-0.0336077389768453,0.19027286056122,0.0385623827666067,0.0102728605612198,0.0533412475024141,0.0530327380955971,0.0533412475024141,0,0.0802527626968239,0.0625932755010196
"sce4",0.3,4,100,0.3,0.354,2.46,2.8,0.292222222222222,0.103143024977196,0.272609384023765,0.10935093592659,-0.027390615976235,0.269792314046793,0.111913010787522,-0.030207685953207,0.308784476490695,0.0456719161802597,0.00878447649069452,0.0533412475024141,0.0530327380955971,0.0533412475024141,0,0.0802527626968239,0.0625932755010196
"sce4",0.3,5,100,0.4,0.49,3.58,4.29,0.437222222222222,0.104056338879739,0.421751330180203,0.108526219636324,0.0217513301802032,0.420473191821549,0.109635702253642,0.0204731918215489,0.407040062413827,0.0469886777443187,0.00704006241382694,0.0533412475024141,0.0530327380955971,0.0533412475024141,0,0.0802527626968239,0.0625932755010196
"sce4",0.6,1,100,0.05,0.05,0.43,0.48,0.0505555555555556,0.0487370102857414,0.0295924352663643,0.0402507831772162,-0.0204075647336357,0.0317230489318945,0.0453796294339076,-0.0182769510681055,0.0680091617545798,0.0281513850410057,0.0180091617545798,0.0652175362524151,0.067506975278629,0.0652175362524151,0,0.081697986638328,0.0581833929785253
"sce4",0.6,2,100,0.1,0.13,0.76,1.01,0.0983333333333333,0.0748507264545869,0.071562278192288,0.0723806509180824,-0.028437721807712,0.0693361909357472,0.0746455559136192,-0.0306638090642528,0.123285861372347,0.0399201714238532,0.0232858613723475,0.0652175362524151,0.067506975278629,0.0652175362524151,0,0.081697986638328,0.0581833929785253
"sce4",0.6,3,100,0.18,0.24,1.47,2.04,0.195,0.0912341426585012,0.167705437387547,0.0961916324381825,-0.0122945626124529,0.163149237973921,0.100181725992781,-0.0168507620260786,0.206631396509769,0.0506955132818282,0.0266313965097693,0.0652175362524151,0.067506975278629,0.0652175362524151,0,0.081697986638328,0.0581833929785253
"sce4",0.6,4,100,0.3,0.408,2.72,3.51,0.346111111111111,0.114116208493919,0.325371694288977,0.118377831833319,0.0253716942889773,0.318588432579487,0.12268201651833,0.0185884325794872,0.326777759629951,0.0572375891125939,0.0267777596299515,0.0652175362524151,0.067506975278629,0.0652175362524151,0,0.081697986638328,0.0581833929785253
"sce4",0.6,5,100,0.4,0.58,3.68,4.84,0.473333333333333,0.121685383613277,0.457854872599319,0.123480317810272,0.0578548725993189,0.453047276673583,0.125826302121792,0.0530472766735826,0.424754272825433,0.0571948530370634,0.0247542728254329,0.0652175362524151,0.067506975278629,0.0652175362524151,0,0.081697986638328,0.0581833929785253
"sce4",0.9,1,100,0.05,0.05,0.38,0.5,0.0488888888888889,0.0519479628738124,0.0199364419825463,0.0363799237266125,-0.0300635580174537,0.0271906987933354,0.0445251829825906,-0.0228093012066646,0.0788827233908265,0.0258145830564305,0.0288827233908265,0.0857088459199507,0.0663834037254943,0.0857088459199507,0,0.0682992730104142,0.0567571117613597
