"scenario","alpha_true","dose","n_reps","p_true","q_true","mean_yR","mean_yI","mean_obs_pooled","sd_obs_pooled","mean_p_pool_plugin","sd_p_pool_plugin","bias_p_pool_plugin","mean_p_mle_plugin","sd_p_mle_plugin","bias_p_mle_plugin","mean_p_crm_random","sd_p_crm_random","bias_p_crm_random","mean_r_hat","sd_r_hat","mean_r_hat_posterior_mean","mean_r_hat_map","mean_r_hat_crm_random","sd_r_hat_crm_random"
"sce4",0.9,2,100,0.1,0.145,0.96,1.21,0.120555555555556,0.0868792896721474,0.0831304543830606,0.0865526942370266,-0.0168695456169394,0.0837592151551663,0.0901705315476972,-0.0162407848448337,0.139114609441809,0.0356888151505812,0.039114609441809,0.0857088459199507,0.0663834037254943,0.0857088459199507,0,0.0682992730104142,0.0567571117613597
"sce4",0.9,3,100,0.18,0.27,1.61,2.32,0.218333333333333,0.0938483864584414,0.183549224308256,0.104054153506553,0.00354922430825603,0.176225699222081,0.109258650359653,-0.00377430077791892,0.227103160018262,0.0443703387505936,0.0471031600182618,0.0857088459199507,0.0663834037254943,0.0857088459199507,0,0.0682992730104142,0.0567571117613597
"sce4",0.9,4,100,0.3,0.462,2.58,4.04,0.367777777777778,0.107046881282773,0.341450437711926,0.114232454812728,0.0414504377119259,0.333267317808534,0.116342060891413,0.0332673178085339,0.350185352243112,0.0492211267058799,0.0501853522431124,0.0857088459199507,0.0663834037254943,0.0857088459199507,0,0.0682992730104142,0.0567571117613597
"sce4",0.9,5,100,0.4,0.67,3.25,5.91,0.508888888888889,0.131354564817772,0.492272741485965,0.139000524248779,0.0922727414859647,0.477843232269919,0.146047547544975,0.0778432322699186,0.448278158603359,0.04872603385215,0.0482781586033591,0.0857088459199507,0.0663834037254943,0.0857088459199507,0,0.0682992730104142,0.0567571117613597
"sce5",0,1,100,0.07,0.07,0.67,0.71,0.0766666666666667,0.063061914718126,0.0585138019185337,0.0584963989081277,-0.0114861980814663,0.0569252981850333,0.0592529104995931,-0.0130747018149668,0.0731036654649416,0.0254874728839455,0.00310366546494163,0.0460309799962182,0.0450085138602102,0.0460309799962182,0,0.0786206342541917,0.0617851682317604
"sce5",0,2,100,0.12,0.12,1.05,1.04,0.116111111111111,0.0753654272487861,0.0961461549279299,0.0752349279253821,-0.0238538450720701,0.0954997379363076,0.0780438635771131,-0.0245002620636924,0.121847319402375,0.0341836270418305,0.00184731940237525,0.0460309799962182,0.0450085138602102,0.0460309799962182,0,0.0786206342541917,0.0617851682317604
"sce5",0,3,100,0.17,0.17,1.39,1.49,0.16,0.086600740415016,0.140009549564605,0.093304463986674,-0.0299904504353953,0.140968558493127,0.0932037278598238,-0.0290314415068728,0.170345274726082,0.0402443062775633,0.00034527472608225,0.0460309799962182,0.0450085138602102,0.0460309799962182,0,0.0786206342541917,0.0617851682317604
"sce5",0,4,100,0.22,0.22,1.97,1.99,0.22,0.0827872116288377,0.201385489732581,0.0851858288399351,-0.0186145102674187,0.199976534639488,0.0886385881707463,-0.0200234653605119,0.218858859504324,0.0444752526345556,-0.00114114049567574,0.0460309799962182,0.0450085138602102,0.0460309799962182,0,0.0786206342541917,0.0617851682317604
"sce5",0,5,100,0.3,0.3,2.63,2.6,0.290555555555556,0.10880175858485,0.272963907902701,0.112345541995207,-0.0270360920972988,0.274100792885618,0.113236817635956,-0.0258992071143816,0.296747092729736,0.0483922168395263,-0.0032529072702635,0.0460309799962182,0.0450085138602102,0.0460309799962182,0,0.0786206342541917,0.0617851682317604
"sce5",0.3,1,100,0.07,0.07,0.65,0.59,0.0688888888888889,0.0564573277272005,0.0484476412377902,0.0539922889123798,-0.0215523587622098,0.0498988785385268,0.0564025037207631,-0.0201011214614733,0.0867640596917672,0.0243440237030321,0.0167640596917672,0.053230172541798,0.0470303654225545,0.053230172541798,0,0.0725789628469777,0.068500951236778
"sce5",0.3,2,100,0.12,0.141,1.26,1.3,0.142222222222222,0.0890990780896385,0.120358084622508,0.0907534509638771,0.000358084622508144,0.120028698669411,0.0915918452360697,2.86986694107083e-05,0.140329503552389,0.0316249317412025,0.0203295035523889,0.053230172541798,0.0470303654225545,0.053230172541798,0,0.0725789628469777,0.068500951236778
"sce5",0.3,3,100,0.17,0.206,1.68,1.68,0.186666666666667,0.0852364067932408,0.165176174051462,0.0850685983102228,-0.00482382594853814,0.164628755499734,0.0844643556031068,-0.0053712445002665,0.192190256525154,0.0364105259413793,0.0221902565251538,0.053230172541798,0.0470303654225545,0.053230172541798,0,0.0725789628469777,0.068500951236778
"sce5",0.3,4,100,0.22,0.271,1.8,2.61,0.245,0.0977024375592828,0.224965286860105,0.102637136954407,0.0049652868601048,0.220175103470634,0.103760141357295,0.000175103470634392,0.243047432602443,0.0395413176686958,0.0230474326024429,0.053230172541798,0.0470303654225545,0.053230172541798,0,0.0725789628469777,0.068500951236778
"sce5",0.3,5,100,0.3,0.366,2.81,3.23,0.335555555555556,0.104732749160549,0.316839664306643,0.11118597931883,0.0168396643066434,0.315855755038374,0.112130737907017,0.015855755038374,0.323095702566501,0.0420783358606607,0.0230957025665015,0.053230172541798,0.0470303654225545,0.053230172541798,0,0.0725789628469777,0.068500951236778
"sce5",0.6,1,100,0.07,0.07,0.66,0.69,0.075,0.0598117135471061,0.0444912483956274,0.0531337551322402,-0.0255087516043726,0.0496865046563865,0.0598339489005643,-0.0203134953436135,0.0964003950004795,0.0294709984191722,0.0264003950004795,0.0777744951707171,0.064290621888396,0.0777744951707171,0,0.0807142276826164,0.0634171852337339
"sce5",0.6,2,100,0.12,0.162,1.01,1.48,0.138333333333333,0.0935955778125127,0.10561290286054,0.0974151527267763,-0.0143870971394601,0.104019439833948,0.0963875870360766,-0.015980560166052,0.152508249171263,0.0376940700797892,0.0325082491712631,0.0777744951707171,0.064290621888396,0.0777744951707171,0,0.0807142276826164,0.0634171852337339
"sce5",0.6,3,100,0.17,0.242,1.63,2.2,0.212777777777778,0.0944444444444444,0.180763362403851,0.104425929186645,0.0107633624038507,0.176929522323942,0.10812577372556,0.00692952232394177,0.205936303155593,0.0430176379212994,0.035936303155593,0.0777744951707171,0.064290621888396,0.0777744951707171,0,0.0807142276826164,0.0634171852337339
"sce5",0.6,4,100,0.22,0.322,1.87,2.68,0.252777777777778,0.109805743971585,0.223035689726354,0.116355386565145,0.00303568972635434,0.212855134922045,0.12777907186837,-0.00714486507795452,0.257740298253444,0.0464462035162332,0.0377402982534438,0.0777744951707171,0.064290621888396,0.0777744951707171,0,0.0807142276826164,0.0634171852337339
"sce5",0.6,5,100,0.3,0.432,2.89,3.78,0.370555555555556,0.118195846529922,0.346232769348295,0.124563351289528,0.0462327693482946,0.342384588091649,0.123074027335617,0.0423845880916486,0.338413023401039,0.0491257266929751,0.0384130234010391,0.0777744951707171,0.064290621888396,0.0777744951707171,0,0.0807142276826164,0.0634171852337339
"sce5",0.9,1,100,0.07,0.07,0.7,0.6,0.0722222222222222,0.0577566222168634,0.0360064705911838,0.0492995081980612,-0.0339935294088162,0.0482945596305665,0.0543938400589295,-0.0217054403694335,0.111828665769741,0.0281162631954263,0.0418286657697411,0.0937057013961493,0.0695172056501218,0.0937057013961493,0,0.0812644722971155,0.0586273609301869
"sce5",0.9,2,100,0.12,0.183,0.95,1.59,0.141111111111111,0.0754997483208275,0.101739261549516,0.0770953884591799,-0.0182607384504842,0.0977932677676492,0.0766154970657635,-0.0222067322323508,0.172244385455039,0.0351912011939776,0.0522443854550388,0.0937057013961493,0.0695172056501218,0.0937057013961493,0,0.0812644722971155,0.0586273609301869
"sce5",0.9,3,100,0.17,0.278,1.63,2.83,0.247777777777778,0.110384831719308,0.212888467629846,0.11407068628523,0.0428884676298463,0.201311438880567,0.120139560071727,0.0313114388805674,0.228410291785583,0.0395259014039725,0.0584102917855834,0.0937057013961493,0.0695172056501218,0.0937057013961493,0,0.0812644722971155,0.0586273609301869
"sce5",0.9,4,100,0.22,0.373,2.21,3.25,0.303333333333333,0.106357342364537,0.269423369646411,0.114335362485558,0.0494233696464111,0.263501260889112,0.11912735530543,0.0435012608891121,0.281935854951227,0.0421295496047901,0.0619358549512273,0.0937057013961493,0.0695172056501218,0.0937057013961493,0,0.0812644722971155,0.0586273609301869
"sce5",0.9,5,100,0.3,0.498,2.75,4.52,0.403888888888889,0.122292348008141,0.377858762713281,0.130170014796717,0.0778587627132805,0.367744360913565,0.132718638930396,0.0677443609135648,0.36387836761501,0.0438165111028825,0.0638783676150098,0.0937057013961493,0.0695172056501218,0.0937057013961493,0,0.0812644722971155,0.0586273609301869
"sce6",0,1,100,0.5,0.5,4.45,4.52,0.498333333333333,0.124715663642144,0.471206503840036,0.131342308207614,-0.028793496159964,0.469582861561541,0.134353009525405,-0.0304171384384593,0.502880249772959,0.0589301382663534,0.00288024977295853,0.100298570770421,0.0988384786717586,0.100298570770421,0,0.084332384719396,0.0610532294899642
"sce6",0,2,100,0.55,0.55,4.95,4.8,0.541666666666667,0.116954910877873,0.5150767876822,0.125401425982995,-0.0349232123177999,0.518012045678121,0.122293408707122,-0.031987954321879,0.551848876086214,0.0560084456515464,0.0018488760862139,0.100298570770421,0.0988384786717586,0.100298570770421,0,0.084332384719396,0.0610532294899642
"sce6",0,3,100,0.6,0.6,5.28,5.56,0.602222222222222,0.12552918289217,0.583744067114634,0.129931019617137,-0.0162559328853656,0.580244403125261,0.130736628421721,-0.0197555968747388,0.600967794441676,0.0523223402625354,0.00096779444167634,0.100298570770421,0.0988384786717586,0.100298570770421,0,0.084332384719396,0.0610532294899642
"sce6",0,4,100,0.65,0.65,5.86,6.02,0.66,0.10182276903425,0.642370745035758,0.104135582221872,-0.0076292549642424,0.641894200936147,0.105494939026937,-0.00810579906385337,0.650245965946017,0.04792165623929,0.000245965946016749,0.100298570770421,0.0988384786717586,0.100298570770421,0,0.084332384719396,0.0610532294899642
"sce6",0,5,100,0.7,0.7,6.21,6.31,0.695555555555556,0.0925858583409678,0.678444962724591,0.097415815884463,-0.0215550372754092,0.679022310857867,0.0986308749745014,-0.0209776891421325,0.69968973386273,0.0428483686193969,-0.000310266137270018,0.100298570770421,0.0988384786717586,0.100298570770421,0,0.084332384719396,0.0610532294899642
"sce6",0.3,1,100,0.5,0.5,4.27,4.55,0.49,0.118544820313858,0.381588327826638,0.143231069036588,-0.118411672173362,0.41409780587724,0.132317503721925,-0.0859021941227605,0.584991813832667,0.0530017862783445,0.0849918138326667,0.290937224645949,0.174466668910284,0.290937224645949,0,0.0802832869721657,0.0704089537845092
"sce6",0.3,2,100,0.55,0.7,4.84,6.51,0.630555555555556,0.100620038107906,0.568832623989425,0.131443966966405,0.018832623989425,0.556649591265454,0.136113757871119,0.00664959126545444,0.629087653533824,0.049133932839934,0.0790876535338241,0.290937224645949,0.174466668910284,0.290937224645949,0,0.0802832869721657,0.0704089537845092
"sce6",0.3,3,100,0.6,0.765,5.49,6.84,0.685,0.112797251087291,0.631409597968967,0.144084949520046,0.0314095979689669,0.625467744277773,0.140037742754452,0.0254677442777725,0.67243478446833,0.0448586123608897,0.0724347844683303,0.290937224645949,0.174466668910284,0.290937224645949,0,0.0802832869721657,0.0704089537845092
"sce6",0.3,4,100,0.65,0.83,6.13,7.61,0.763333333333333,0.0981878453485273,0.733263677575354,0.11615814915481,0.0832636775753538,0.716785832116954,0.121285695934357,0.0667858321169537,0.715118509714192,0.0402202265740774,0.0651185097141919,0.290937224645949,0.174466668910284,0.290937224645949,0,0.0802832869721657,0.0704089537845092
"sce6",0.3,5,100,0.7,0.895,6.29,8.06,0.797222222222222,0.0981100237244207,0.771955454358395,0.123425764910986,0.0719554543583948,0.751011792649701,0.13607012566448,0.0510117926497015,0.757208727510724,0.0352550127806603,0.0572087275107239,0.290937224645949,0.174466668910284,0.290937224645949,0,0.0802832869721657,0.0704089537845092
"sce6",0.6,1,100,0.5,0.5,4.41,4.43,0.491111111111111,0.116780181001092,0.19708709296058,0.159583436689087,-0.30291290703942,0.37305128884919,0.134526920284268,-0.12694871115081,0.644353811582809,0.0520493093032042,0.144353811582809,0.529598245912968,0.1790139932116,0.529598245912968,0,0.0842837511567852,0.0672705894848449
"sce6",0.6,2,100,0.55,0.85,4.98,7.6,0.698888888888889,0.115291721602025,0.600118882035939,0.180225397727371,0.0501188820359387,0.578373403449566,0.167784637201405,0.0283734034495659,0.683924917706906,0.0476800901571672,0.133924917706906,0.529598245912968,0.1790139932116,0.529598245912968,0,0.0842837511567852,0.0672705894848449
"sce6",0.6,3,100,0.6,0.93,5.54,8.35,0.771666666666667,0.0800980662188327,0.729700224591178,0.117603078050145,0.129700224591178,0.670931156848116,0.132160457990741,0.0709311568481158,0.722334497926706,0.0430550809108563,0.122334497926706,0.529598245912968,0.1790139932116,0.529598245912968,0,0.0842837511567852,0.0672705894848449
"sce6",0.6,4,100,0.65,1,5.77,9,0.820555555555556,0.0793000775978235,0.820555555555556,0.0793000775978235,0.170555555555556,0.731155592007499,0.13484039180715,0.0811555920074994,0.759717743509881,0.0382102400073001,0.109717743509881,0.529598245912968,0.1790139932116,0.529598245912968,0,0.0842837511567852,0.0672705894848449
"sce6",0.6,5,100,0.7,1,6.13,9,0.840555555555556,0.0807801929992442,0.840555555555556,0.0807801929992442,0.140555555555556,0.763987131381399,0.134984836990661,0.0639871313813991,0.796184931995653,0.0331742016534647,0.0961849319956531,0.529598245912968,0.1790139932116,0.529598245912968,0,0.0842837511567852,0.0672705894848449
"sce6",0.9,1,100,0.5,0.5,4.4,4.36,0.486666666666667,0.113641226981602,0.0901718015629625,0.128552649964261,-0.409828198437037,0.358315756846046,0.119695711156907,-0.141684243153954,0.680465885143976,0.0478456216175901,0.180465885143976,0.62146958075301,0.17733519930909,0.62146958075301,0,0.0750681459058205,0.0613142139295956
"sce6",0.9,2,100,0.55,1,5.31,9,0.795,0.0788427173970079,0.795,0.0788427173970079,0.245,0.670507123283442,0.150480783431653,0.120507123283442,0.716971518924583,0.0435663588670096,0.166971518924583,0.62146958075301,0.17733519930909,0.62146958075301,0,0.0750681459058205,0.0613142139295956
"sce6",0.9,3,100,0.6,1,5.42,9,0.801111111111111,0.0832603496339927,0.801111111111111,0.0832603496339927,0.201111111111111,0.684954711403734,0.14884788420845,0.0849547114037341,0.752146085640128,0.0391238350786705,0.152146085640128,0.62146958075301,0.17733519930909,0.62146958075301,0,0.0750681459058205,0.0613142139295956
"sce6",0.9,4,100,0.65,1,5.91,9,0.828333333333333,0.0732679196741196,0.828333333333333,0.0732679196741196,0.178333333333333,0.727949223928252,0.138114924746789,0.0779492239282523,0.786149654384696,0.034544726105594,0.136149654384696,0.62146958075301,0.17733519930909,0.62146958075301,0,0.0750681459058205,0.0613142139295956
"sce6",0.9,5,100,0.7,1,6.53,9,0.862777777777778,0.0791426657457235,0.862777777777778,0.0791426657457235,0.162777777777778,0.783307109420872,0.13690727668733,0.0833071094208719,0.819112242209186,0.0298499289469384,0.119112242209186,0.62146958075301,0.17733519930909,0.62146958075301,0,0.0750681459058205,0.0613142139295956
