"Task_ID","Scenario","Source_Scenario","Scenario_Group","Scenario_Attempt","True_MTD","True_OBD","Target_Toxicity","Allocation","Nmax","Sample_Size","N_s1","N_s2","Model","Model_ID","Carryover_Model","CRM_r_Model","CRM_Prior_a","CRM_Prior_b","Efficacy_Model","Efficacy_Prior_a","Efficacy_Prior_b","Efficacy_Carryover_Prior_a","Efficacy_Carryover_Prior_b","Efficacy_Additive_Alpha_Prior_a","Efficacy_Additive_Alpha_Prior_b","Utility_Type","Lambda_T","m_U","Enrollment_Scheme","Arrival_Rate","T_assess","Cycle_Max","IPDE_Design","Flexible_IPDE","Toxicity_IPDE_Alpha","Efficacy_IPDE_Alpha","Efficacy_Threshold","Futility_Cutoff","Min_Eff_N_for_Futility","Recycle_Toxicity_Rule","Recycle_Efficacy_Rule","Dose","True_DLT_rate","True_Efficacy_rate","Estimated_CRM_pj","Estimated_Efficacy","Estimated_Utility","r_hat","r_cap","r_use","MTD_Selection_pct","OBD_Selection_pct","Pts_Treated","Unique_Pts_by_Dose","IPDE_Doses","Total_Administrations","Total_Unique_Patients","Early_Stopping_pct","Design_Early_Stopping_pct","No_OBD_Selection_pct","Duration","n_valid","ntrial_from_files"
7,7,2,"five_scenarios_txt",1,4,2,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.85,0,1,0,1,0.16,0.2,0.151,0.2305,0.1852,0.1279,NA,NA,22.8,22.1,10.125,7.492,2.784,29.01,20.315,0.7,0.7,5.9,1118.7989,1000,1000
7,7,2,"five_scenarios_txt",1,4,2,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.85,0,1,0,2,0.2,0.5,0.1953,0.4617,0.4031,0.1279,NA,NA,14,37.1,7.047,6.285,2.822,29.01,20.315,0.7,0.7,5.9,1118.7989,1000,1000
7,7,2,"five_scenarios_txt",1,4,2,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.85,0,1,0,3,0.26,0.5,0.2852,0.4692,0.3837,0.1279,NA,NA,21,20.3,5.547,5.06,1.361,29.01,20.315,0.7,0.7,5.9,1118.7989,1000,1000
7,7,2,"five_scenarios_txt",1,4,2,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.85,0,1,0,4,0.31,0.5,0.331,0.4761,0.3768,0.1279,NA,NA,23,11,3.789,3.505,1.066,29.01,20.315,0.7,0.7,5.9,1118.7989,1000,1000
7,7,2,"five_scenarios_txt",1,4,2,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.85,0,1,0,5,0.36,0.5,0.4249,0.4845,0.357,0.1279,NA,NA,18.5,3.6,2.502,2.176,0.662,29.01,20.315,0.7,0.7,5.9,1118.7989,1000,1000
8,8,3,"five_scenarios_txt",1,1,1,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.85,0,1,0,1,0.32,0.1,0.3427,0.1112,0.0083,0.1278,NA,NA,65.8,26.2,13.428,9.801,3.917,19.986,13.433,13,13.6,60.7,733.4448,1000,1000
8,8,3,"five_scenarios_txt",1,1,1,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.85,0,1,0,2,0.37,0.15,0.3964,0.3657,0.2468,0.1278,NA,NA,11.8,8.5,3.576,3.133,1.641,19.986,13.433,13,13.6,60.7,733.4448,1000,1000
8,8,3,"five_scenarios_txt",1,1,1,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.85,0,1,0,3,0.42,0.2,0.4912,0.427,0.2797,0.1278,NA,NA,6.8,3.2,1.878,1.677,0.611,19.986,13.433,13,13.6,60.7,733.4448,1000,1000
8,8,3,"five_scenarios_txt",1,1,1,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.85,0,1,0,4,0.48,0.3,0.5345,0.4791,0.3187,0.1278,NA,NA,2,1,0.828,0.74,0.302,19.986,13.433,13,13.6,60.7,733.4448,1000,1000
8,8,3,"five_scenarios_txt",1,1,1,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.85,0,1,0,5,0.52,0.4,0.616,0.4949,0.3101,0.1278,NA,NA,0.6,0.4,0.276,0.244,0.082,19.986,13.433,13,13.6,60.7,733.4448,1000,1000
9,9,4,"five_scenarios_txt",1,5,5,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.85,0,1,0,1,0.15,0.05,0.1411,0.1144,0.072,0.1219,NA,NA,22.8,7.7,6.867,5.445,1.703,25.62,16.509,0.5,0.5,25.9,908.6167,1000,1000
9,9,4,"five_scenarios_txt",1,5,5,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.85,0,1,0,2,0.18,0.08,0.1812,0.2143,0.16,0.1219,NA,NA,8.1,8.6,4.101,3.8,2.4,25.62,16.509,0.5,0.5,25.9,908.6167,1000,1000
9,9,4,"five_scenarios_txt",1,5,5,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.85,0,1,0,3,0.22,0.2,0.2642,0.2927,0.2135,0.1219,NA,NA,15.7,17.8,5.322,4.648,1.833,25.62,16.509,0.5,0.5,25.9,908.6167,1000,1000
9,9,4,"five_scenarios_txt",1,5,5,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.85,0,1,0,4,0.26,0.25,0.3074,0.3573,0.2651,0.1219,NA,NA,17.7,13.6,4.083,3.647,1.647,25.62,16.509,0.5,0.5,25.9,908.6167,1000,1000
9,9,4,"five_scenarios_txt",1,5,5,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.85,0,1,0,5,0.29,0.5,0.3978,0.4864,0.367,0.1219,NA,NA,35.2,26.4,5.247,4.364,1.528,25.62,16.509,0.5,0.5,25.9,908.6167,1000,1000
10,10,5,"five_scenarios_txt",1,2,2,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.85,0,1,0,1,0.23,0.05,0.2461,0.1068,0.033,0.1216,NA,NA,47,6.4,8.379,6.251,2.213,21.714,14.921,3.1,3.3,46.3,817.3061,1000,1000
10,10,5,"five_scenarios_txt",1,2,2,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.85,0,1,0,2,0.28,0.4,0.2968,0.4223,0.3333,0.1216,NA,NA,18.5,29.1,5.934,5.152,2.521,21.714,14.921,3.1,3.3,46.3,817.3061,1000,1000
