"Task_ID","Scenario","Source_Scenario","Scenario_Group","Scenario_Attempt","True_MTD","True_OBD","Target_Toxicity","Allocation","Nmax","Sample_Size","N_s1","N_s2","Model","Model_ID","Carryover_Model","CRM_r_Model","CRM_Prior_a","CRM_Prior_b","Efficacy_Model","Efficacy_Prior_a","Efficacy_Prior_b","Efficacy_Carryover_Prior_a","Efficacy_Carryover_Prior_b","Efficacy_Additive_Alpha_Prior_a","Efficacy_Additive_Alpha_Prior_b","Utility_Type","Lambda_T","m_U","Enrollment_Scheme","Arrival_Rate","T_assess","Cycle_Max","IPDE_Design","Flexible_IPDE","Toxicity_IPDE_Alpha","Efficacy_IPDE_Alpha","Efficacy_Threshold","Futility_Cutoff","Min_Eff_N_for_Futility","Recycle_Toxicity_Rule","Recycle_Efficacy_Rule","Dose","True_DLT_rate","True_Efficacy_rate","Estimated_CRM_pj","Estimated_Efficacy","Estimated_Utility","r_hat","r_cap","r_use","MTD_Selection_pct","OBD_Selection_pct","Pts_Treated","Unique_Pts_by_Dose","IPDE_Doses","Total_Administrations","Total_Unique_Patients","Early_Stopping_pct","Design_Early_Stopping_pct","No_OBD_Selection_pct","Duration","n_valid","ntrial_from_files"
1,1,1,"base_example",1,1,1,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.75,0,1,0,1,0.3,0.05,0.3364,0.092,-0.0089,0.1289,NA,NA,65.4,5.9,7.773,6.053,1.99,13.974,9.253,7.9,8.8,89.2,501.635,1000,1000
1,1,1,"base_example",1,1,1,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.75,0,1,0,2,0.35,0.06,0.3889,0.3163,0.1997,0.1289,NA,NA,14.5,3.5,3.018,2.777,1.551,13.974,9.253,7.9,8.8,89.2,501.635,1000,1000
1,1,1,"base_example",1,1,1,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.75,0,1,0,3,0.4,0.07,0.4825,0.3821,0.2374,0.1289,NA,NA,7.8,0.6,1.911,1.722,0.658,13.974,9.253,7.9,8.8,89.2,501.635,1000,1000
1,1,1,"base_example",1,1,1,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.75,0,1,0,4,0.45,0.08,0.5256,0.4457,0.2881,0.1289,NA,NA,3.8,0.6,0.921,0.835,0.388,13.974,9.253,7.9,8.8,89.2,501.635,1000,1000
1,1,1,"base_example",1,1,1,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.75,0,1,0,5,0.5,0.09,0.6071,0.4804,0.2983,0.1289,NA,NA,0.6,0.2,0.351,0.29,0.134,13.974,9.253,7.9,8.8,89.2,501.635,1000,1000
2,2,2,"base_example",1,3,3,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.75,0,1,0,1,0.15,0.2,0.1682,0.2161,0.1657,0.1253,NA,NA,23.6,25,9.54,7.238,2.579,27.741,19.268,0.5,0.5,13.1,1061.6228,1000,1000
2,2,2,"base_example",1,3,3,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.75,0,1,0,2,0.2,0.25,0.2147,0.3066,0.2422,0.1253,NA,NA,15.8,14.4,4.971,4.508,2.389,27.741,19.268,0.5,0.5,13.1,1061.6228,1000,1000
2,2,2,"base_example",1,3,3,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.75,0,1,0,3,0.3,0.5,0.3073,0.4697,0.3775,0.1253,NA,NA,28.8,32.6,7.221,6.465,1.931,27.741,19.268,0.5,0.5,13.1,1061.6228,1000,1000
2,2,2,"base_example",1,3,3,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.75,0,1,0,4,0.35,0.5,0.3538,0.4811,0.375,0.1253,NA,NA,20.9,11.2,3.882,3.582,1.043,27.741,19.268,0.5,0.5,13.1,1061.6228,1000,1000
2,2,2,"base_example",1,3,3,0.3,"two_stage",30,30,6,30,"CRM","additive_shared","additive_shared","previous_dose",0.15,0.85,"previous_dose_additive",0.5,0.5,0.15,0.85,0.15,0.85,2,0.3,6,"continuous",0.0179,28,2,1,1,0,0,0.2,0.75,0,1,0,5,0.45,0.5,0.448,0.4945,0.3601,0.1253,NA,NA,10.4,3.7,2.127,1.897,0.531,27.741,19.268,0.5,0.5,13.1,1061.6228,1000,1000
