"Scenario_Set","Scenario_Name","Scenario","Source_Scenario","True_MTD","Scenario_Attempt","Model","Method","BOIN_Method","BOIN_r_estimator","CRM_r_model","CFO_Method","Alpha_true","r_carry","Accrual","T_assess","Nmax_eff","Cycle_Max","IPDE_Design","New_Patient_First","N_Eval_Escalate","D_Cap","Dose_Cap","Continuous_Enrollment","Restrict_To_Tried","Dose","True_DLT_rate","True_IPDE_DLT_rate","Estimated_pj","r_hat","r_cap","r_use","MTD_Selection_pct","Pts_Treated","Unique_Pts_by_Dose","IPDE_Doses","Total_Administrations","Total_Unique_Patients","Early_Stopping_pct","Duration","n_valid","ntrial_from_files","CRM_Skeleton","CRM_Theta_Prior_Mean","CRM_Theta_Prior_SD","CRM_r_Prior_a","CRM_r_Prior_b","CFO_Skeleton","CFO_Model_File","CFO_Sigma2_Beta","CFO_Eta","CFO_PK_Method","CFO_N_MC_W","CFO_M_Use","CFO_Use_Monotone_Pair","CFO_N_Chains","CFO_N_Adapt","CFO_N_Burnin","CFO_N_Iter","CFO_Thin","CRM_Dose_Values","CRM_Alpha_Grid_Length","CRM_Dose_Scores_Raw","CRM_Dose_Scores","CRM_Cumu_Beta0_Mean","CRM_Cumu_Beta0_Prec","CRM_Cumu_Beta0_DF","CRM_Cumu_Beta1_Shape","CRM_Cumu_Beta1_Rate","CRM_Cumu_Beta2_Rate","CRM_Cumu_Include_Current"
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0,0,0.0357,28,30,2,1,1,3,100,3,1,1,1,0.3,0.3,0.276,0,NA,NA,46.85,16.23,16.23,0,27.2475,27.2475,15.3,765.1799,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0,0,0.0357,28,30,2,1,1,3,100,3,1,1,2,0.35,0.35,0.3314,NA,NA,NA,22.2,6.0285,6.0285,0,27.2475,27.2475,15.3,765.1799,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0,0,0.0357,28,30,2,1,1,3,100,3,1,1,3,0.4,0.4,0.4319,NA,NA,NA,10.7,3.2715,3.2715,0,27.2475,27.2475,15.3,765.1799,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0,0,0.0357,28,30,2,1,1,3,100,3,1,1,4,0.45,0.45,0.4787,NA,NA,NA,3.85,1.2885,1.2885,0,27.2475,27.2475,15.3,765.1799,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0,0,0.0357,28,30,2,1,1,3,100,3,1,1,5,0.5,0.5,0.5675,NA,NA,NA,1.1,0.429,0.429,0,27.2475,27.2475,15.3,765.1799,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","random",NA,NA,"random",NA,0,0,0.0357,28,30,2,1,1,3,100,3,1,1,1,0.3,0.3,0.276,0.0813,NA,NA,46.4,16.2345,16.2345,0,27.2445,27.2445,15.3,765.3488,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","random",NA,NA,"random",NA,0,0,0.0357,28,30,2,1,1,3,100,3,1,1,2,0.35,0.35,0.3315,NA,NA,NA,22.45,6.003,6.003,0,27.2445,27.2445,15.3,765.3488,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","random",NA,NA,"random",NA,0,0,0.0357,28,30,2,1,1,3,100,3,1,1,3,0.4,0.4,0.4319,NA,NA,NA,10.85,3.2865,3.2865,0,27.2445,27.2445,15.3,765.3488,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","random",NA,NA,"random",NA,0,0,0.0357,28,30,2,1,1,3,100,3,1,1,4,0.45,0.45,0.4787,NA,NA,NA,3.9,1.2825,1.2825,0,27.2445,27.2445,15.3,765.3488,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","random",NA,NA,"random",NA,0,0,0.0357,28,30,2,1,1,3,100,3,1,1,5,0.5,0.5,0.5675,NA,NA,NA,1.1,0.438,0.438,0,27.2445,27.2445,15.3,765.3488,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,1,0.3,0.3,0.2758,0,NA,NA,46.15,16.206,16.206,0,27.204,27.204,15.55,1499.147,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,2,0.35,0.35,0.3313,NA,NA,NA,22.8,6.018,6.018,0,27.204,27.204,15.55,1499.147,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,3,0.4,0.4,0.4317,NA,NA,NA,10.5,3.252,3.252,0,27.204,27.204,15.55,1499.147,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,4,0.45,0.45,0.4785,NA,NA,NA,3.9,1.2765,1.2765,0,27.204,27.204,15.55,1499.147,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,5,0.5,0.5,0.5674,NA,NA,NA,1.1,0.4515,0.4515,0,27.204,27.204,15.55,1499.147,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,1,0.3,0.3,0.2758,0.0723,NA,NA,46.95,16.251,16.251,0,27.2745,27.2745,15.1,1503.2828,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,2,0.35,0.35,0.3313,NA,NA,NA,22.2,6.0225,6.0225,0,27.2745,27.2745,15.1,1503.2828,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,3,0.4,0.4,0.4317,NA,NA,NA,10.6,3.267,3.267,0,27.2745,27.2745,15.1,1503.2828,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,4,0.45,0.45,0.4785,NA,NA,NA,4.05,1.3005,1.3005,0,27.2745,27.2745,15.1,1503.2828,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","random",NA,NA,"random",NA,0,0,0.0179,28,30,2,1,1,3,100,3,1,1,5,0.5,0.5,0.5674,NA,NA,NA,1.1,0.4335,0.4335,0,27.2745,27.2745,15.1,1503.2828,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.3,0,0.0357,28,30,2,1,1,3,100,3,1,1,1,0.3,0.3,0.2759,0,NA,NA,46.55,16.2645,16.2645,0,27.2355,27.2355,15.35,765.1059,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.3,0,0.0357,28,30,2,1,1,3,100,3,1,1,2,0.35,0.44,0.3314,NA,NA,NA,22.55,5.9775,5.9775,0,27.2355,27.2355,15.35,765.1059,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.3,0,0.0357,28,30,2,1,1,3,100,3,1,1,3,0.4,0.505,0.4318,NA,NA,NA,10.55,3.2745,3.2745,0,27.2355,27.2355,15.35,765.1059,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.3,0,0.0357,28,30,2,1,1,3,100,3,1,1,4,0.45,0.57,0.4786,NA,NA,NA,3.85,1.2765,1.2765,0,27.2355,27.2355,15.35,765.1059,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.3,0,0.0357,28,30,2,1,1,3,100,3,1,1,5,0.5,0.635,0.5675,NA,NA,NA,1.15,0.4425,0.4425,0,27.2355,27.2355,15.35,765.1059,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","random",NA,NA,"random",NA,0.3,0,0.0357,28,30,2,1,1,3,100,3,1,1,1,0.3,0.3,0.2759,0.0818,NA,NA,46.25,16.173,16.173,0,27.1845,27.1845,15.45,763.3166,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","random",NA,NA,"random",NA,0.3,0,0.0357,28,30,2,1,1,3,100,3,1,1,2,0.35,0.44,0.3314,NA,NA,NA,22.75,6.021,6.021,0,27.1845,27.1845,15.45,763.3166,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","random",NA,NA,"random",NA,0.3,0,0.0357,28,30,2,1,1,3,100,3,1,1,3,0.4,0.505,0.4318,NA,NA,NA,10.55,3.2655,3.2655,0,27.1845,27.1845,15.45,763.3166,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","random",NA,NA,"random",NA,0.3,0,0.0357,28,30,2,1,1,3,100,3,1,1,4,0.45,0.57,0.4786,NA,NA,NA,3.85,1.2945,1.2945,0,27.1845,27.1845,15.45,763.3166,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","random",NA,NA,"random",NA,0.3,0,0.0357,28,30,2,1,1,3,100,3,1,1,5,0.5,0.635,0.5675,NA,NA,NA,1.15,0.4305,0.4305,0,27.1845,27.1845,15.45,763.3166,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,1,0.3,0.3,0.2759,0,NA,NA,46.35,16.2015,16.2015,0,27.243,27.243,15.25,1501.6263,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,2,0.35,0.44,0.3314,NA,NA,NA,22.65,6.048,6.048,0,27.243,27.243,15.25,1501.6263,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,3,0.4,0.505,0.4319,NA,NA,NA,10.8,3.273,3.273,0,27.243,27.243,15.25,1501.6263,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,4,0.45,0.57,0.4786,NA,NA,NA,3.85,1.2855,1.2855,0,27.243,27.243,15.25,1501.6263,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,5,0.5,0.635,0.5675,NA,NA,NA,1.1,0.435,0.435,0,27.243,27.243,15.25,1501.6263,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","random",NA,NA,"random",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,1,0.3,0.3,0.2757,0.0757,NA,NA,46.5,16.2105,16.2105,0,27.24,27.24,15.25,1500.8916,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","random",NA,NA,"random",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,2,0.35,0.44,0.3312,NA,NA,NA,22.75,6.003,6.003,0,27.24,27.24,15.25,1500.8916,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","random",NA,NA,"random",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,3,0.4,0.505,0.4316,NA,NA,NA,10.55,3.3045,3.3045,0,27.24,27.24,15.25,1500.8916,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","random",NA,NA,"random",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,4,0.45,0.57,0.4784,NA,NA,NA,3.8,1.281,1.281,0,27.24,27.24,15.25,1500.8916,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","random",NA,NA,"random",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,5,0.5,0.635,0.5673,NA,NA,NA,1.15,0.441,0.441,0,27.24,27.24,15.25,1500.8916,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.6,0,0.0357,28,30,2,1,1,3,100,3,1,1,1,0.3,0.3,0.2762,0,NA,NA,46.9,16.233,16.233,0,27.246,27.246,15.25,765.4893,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.6,0,0.0357,28,30,2,1,1,3,100,3,1,1,2,0.35,0.53,0.3317,NA,NA,NA,22.25,6.0435,6.0435,0,27.246,27.246,15.25,765.4893,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.6,0,0.0357,28,30,2,1,1,3,100,3,1,1,3,0.4,0.61,0.4321,NA,NA,NA,10.6,3.252,3.252,0,27.246,27.246,15.25,765.4893,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.6,0,0.0357,28,30,2,1,1,3,100,3,1,1,4,0.45,0.69,0.4789,NA,NA,NA,3.9,1.287,1.287,0,27.246,27.246,15.25,765.4893,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","crm_r_fixed",NA,NA,"crm_r_fixed",NA,0.6,0,0.0357,28,30,2,1,1,3,100,3,1,1,5,0.5,0.77,0.5677,NA,NA,NA,1.1,0.4305,0.4305,0,27.246,27.246,15.25,765.4893,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","random",NA,NA,"random",NA,0.6,0,0.0357,28,30,2,1,1,3,100,3,1,1,1,0.3,0.3,0.2762,0.0819,NA,NA,46.85,16.323,16.323,0,27.3495,27.3495,14.8,768.2656,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","random",NA,NA,"random",NA,0.6,0,0.0357,28,30,2,1,1,3,100,3,1,1,2,0.35,0.53,0.3317,NA,NA,NA,22.75,6.0285,6.0285,0,27.3495,27.3495,14.8,768.2656,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,1,1,"CRM","random",NA,NA,"random",NA,0.6,0,0.0357,28,30,2,1,1,3,100,3,1,1,3,0.4,0.61,0.4322,NA,NA,NA,10.7,3.2805,3.2805,0,27.3495,27.3495,14.8,768.2656,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
