"Scenario_Set","Scenario_Name","Scenario","Source_Scenario","Scenario_Group","True_MTD","Scenario_Attempt","Model","Method","BOIN_Method","BOIN_r_estimator","CRM_r_model","CFO_Method","Alpha_true","r_carry","Accrual","T_assess","Nmax_eff","Cycle_Max","IPDE_Design","New_Patient_First","N_Eval_Escalate","D_Cap","Dose_Cap","Continuous_Enrollment","Restrict_To_Tried","Restrict_To_Target","Dose","True_DLT_rate","True_IPDE_DLT_rate","Estimated_pj","r_hat","r_cap","r_use","MTD_Selection_pct","Pts_Treated","Unique_Pts_by_Dose","IPDE_Doses","Total_Administrations","Total_Unique_Patients","Early_Stopping_pct","Duration","n_valid","ntrial_from_files","CRM_Skeleton","CRM_Theta_Prior_Mean","CRM_Theta_Prior_SD","CRM_r_Prior_a","CRM_r_Prior_b","CFO_Skeleton","CFO_Model_File","CFO_Sigma2_Beta","CFO_Eta","CFO_PK_Method","CFO_N_MC_W","CFO_M_Use","CFO_Use_Monotone_Pair","CFO_N_Chains","CFO_N_Adapt","CFO_N_Burnin","CFO_N_Iter","CFO_Thin","CRM_Dose_Values","CRM_Alpha_Grid_Length","CRM_Dose_Scores_Raw","CRM_Dose_Scores","CRM_Cumu_Beta0_Mean","CRM_Cumu_Beta0_Prec","CRM_Cumu_Beta0_DF","CRM_Cumu_Beta1_Shape","CRM_Cumu_Beta1_Rate","CRM_Cumu_Beta2_Rate","CRM_Cumu_Include_Current"
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","crm_r_fixed",NA,NA,"fixed",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,4,0.45,0.57,NA,NA,NA,NA,15.05,4.1145,4.1145,2.3485,22.4045,13.8135,30.2,740.9136,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","crm_r_fixed",NA,NA,"fixed",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,5,0.5,0.635,NA,NA,NA,NA,3.75,1.545,1.545,0.999,22.4045,13.8135,30.2,740.9136,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,1,0.3,0.3,NA,NA,NA,NA,6,5.0845,5.0845,0,22.4105,14.619,30.3,786.5006,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,2,0.35,0.44,NA,NA,NA,NA,7.6,4.8175,4.8175,3.15,22.4105,14.619,30.3,786.5006,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,3,0.4,0.505,NA,NA,NA,NA,20.5,4.14,4.14,1.3925,22.4105,14.619,30.3,786.5006,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,4,0.45,0.57,NA,NA,NA,NA,12.95,3.882,3.882,2.094,22.4105,14.619,30.3,786.5006,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.3,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,5,0.5,0.635,NA,NA,NA,NA,22.65,4.4865,4.4865,1.155,22.4105,14.619,30.3,786.5006,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","crm_r_fixed",NA,NA,"fixed",NA,0.6,0,0.0357,28,30,2,1,1,3,100,3,1,1,0,1,0.3,0.3,NA,NA,NA,NA,33.75,9.1505,9.1505,0,22.5135,14.564,32.35,400.3234,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","crm_r_fixed",NA,NA,"fixed",NA,0.6,0,0.0357,28,30,2,1,1,3,100,3,1,1,0,2,0.35,0.53,NA,NA,NA,NA,22.35,8.908,8.908,5.4285,22.5135,14.564,32.35,400.3234,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","crm_r_fixed",NA,NA,"fixed",NA,0.6,0,0.0357,28,30,2,1,1,3,100,3,1,1,0,3,0.4,0.61,NA,NA,NA,NA,8,3.132,3.132,1.754,22.5135,14.564,32.35,400.3234,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","crm_r_fixed",NA,NA,"fixed",NA,0.6,0,0.0357,28,30,2,1,1,3,100,3,1,1,0,4,0.45,0.69,NA,NA,NA,NA,2.5,1.038,1.038,0.6115,22.5135,14.564,32.35,400.3234,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","crm_r_fixed",NA,NA,"fixed",NA,0.6,0,0.0357,28,30,2,1,1,3,100,3,1,1,0,5,0.5,0.77,NA,NA,NA,NA,1.05,0.285,0.285,0.1555,22.5135,14.564,32.35,400.3234,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.6,0,0.0357,28,30,2,1,1,3,100,3,1,1,0,1,0.3,0.3,NA,NA,NA,NA,18.8,6.1615,6.1615,0,22.633,14.2725,29.7,393.9834,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.6,0,0.0357,28,30,2,1,1,3,100,3,1,1,0,2,0.35,0.53,NA,NA,NA,NA,21.4,6.7755,6.7755,3.6875,22.633,14.2725,29.7,393.9834,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.6,0,0.0357,28,30,2,1,1,3,100,3,1,1,0,3,0.4,0.61,NA,NA,NA,NA,15.15,4.7145,4.7145,2.367,22.633,14.2725,29.7,393.9834,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.6,0,0.0357,28,30,2,1,1,3,100,3,1,1,0,4,0.45,0.69,NA,NA,NA,NA,7.8,2.745,2.745,1.4455,22.633,14.2725,29.7,393.9834,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.6,0,0.0357,28,30,2,1,1,3,100,3,1,1,0,5,0.5,0.77,NA,NA,NA,NA,7.15,2.2365,2.2365,0.8605,22.633,14.2725,29.7,393.9834,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","crm_r_fixed",NA,NA,"fixed",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,1,0.3,0.3,NA,NA,NA,NA,35.75,9.3565,9.3565,0,22.4685,14.13,32.8,758.1386,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","crm_r_fixed",NA,NA,"fixed",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,2,0.35,0.53,NA,NA,NA,NA,20,8.9375,8.9375,5.939,22.4685,14.13,32.8,758.1386,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","crm_r_fixed",NA,NA,"fixed",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,3,0.4,0.61,NA,NA,NA,NA,7.25,2.796,2.796,1.5905,22.4685,14.13,32.8,758.1386,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","crm_r_fixed",NA,NA,"fixed",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,4,0.45,0.69,NA,NA,NA,NA,2.65,1.035,1.035,0.627,22.4685,14.13,32.8,758.1386,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","crm_r_fixed",NA,NA,"fixed",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,5,0.5,0.77,NA,NA,NA,NA,1.55,0.3435,0.3435,0.182,22.4685,14.13,32.8,758.1386,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,1,0.3,0.3,NA,NA,NA,NA,19.8,5.728,5.728,0,22.448,13.9915,29.65,750.0203,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,2,0.35,0.53,NA,NA,NA,NA,18.5,6.3825,6.3825,3.7445,22.448,13.9915,29.65,750.0203,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,3,0.4,0.61,NA,NA,NA,NA,14.8,4.5155,4.5155,2.132,22.448,13.9915,29.65,750.0203,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,4,0.45,0.69,NA,NA,NA,NA,6.6,2.9825,2.9825,1.6055,22.448,13.9915,29.65,750.0203,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.6,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,5,0.5,0.77,NA,NA,NA,NA,10.65,2.8395,2.8395,0.9745,22.448,13.9915,29.65,750.0203,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","crm_r_fixed",NA,NA,"fixed",NA,0.9,0,0.0357,28,30,2,1,1,3,100,3,1,1,0,1,0.3,0.3,NA,NA,NA,NA,44.4,10.4245,10.4245,0,22.5215,14.584,33.55,401.3407,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","crm_r_fixed",NA,NA,"fixed",NA,0.9,0,0.0357,28,30,2,1,1,3,100,3,1,1,0,2,0.35,0.62,NA,NA,NA,NA,16.2,9.22,9.22,6.1395,22.5215,14.584,33.55,401.3407,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","crm_r_fixed",NA,NA,"fixed",NA,0.9,0,0.0357,28,30,2,1,1,3,100,3,1,1,0,3,0.4,0.715,NA,NA,NA,NA,4.7,2.193,2.193,1.377,22.5215,14.584,33.55,401.3407,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","crm_r_fixed",NA,NA,"fixed",NA,0.9,0,0.0357,28,30,2,1,1,3,100,3,1,1,0,4,0.45,0.81,NA,NA,NA,NA,0.8,0.534,0.534,0.3355,22.5215,14.584,33.55,401.3407,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","crm_r_fixed",NA,NA,"fixed",NA,0.9,0,0.0357,28,30,2,1,1,3,100,3,1,1,0,5,0.5,0.905,NA,NA,NA,NA,0.35,0.15,0.15,0.0855,22.5215,14.584,33.55,401.3407,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.9,0,0.0357,28,30,2,1,1,3,100,3,1,1,0,1,0.3,0.3,NA,NA,NA,NA,25.05,6.51,6.51,0,22.5775,14.084,30.05,388.3591,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.9,0,0.0357,28,30,2,1,1,3,100,3,1,1,0,2,0.35,0.62,NA,NA,NA,NA,21.2,7.1325,7.1325,3.9565,22.5775,14.084,30.05,388.3591,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.9,0,0.0357,28,30,2,1,1,3,100,3,1,1,0,3,0.4,0.715,NA,NA,NA,NA,12.8,4.4385,4.4385,2.378,22.5775,14.084,30.05,388.3591,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.9,0,0.0357,28,30,2,1,1,3,100,3,1,1,0,4,0.45,0.81,NA,NA,NA,NA,6.1,2.5555,2.5555,1.366,22.5775,14.084,30.05,388.3591,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.9,0,0.0357,28,30,2,1,1,3,100,3,1,1,0,5,0.5,0.905,NA,NA,NA,NA,4.8,1.941,1.941,0.793,22.5775,14.084,30.05,388.3591,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","crm_r_fixed",NA,NA,"fixed",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,1,0.3,0.3,NA,NA,NA,NA,46.05,10.7765,10.7765,0,22.441,14.189,34.7,759.3741,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","crm_r_fixed",NA,NA,"fixed",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,2,0.35,0.62,NA,NA,NA,NA,14,9.2855,9.2855,6.7335,22.441,14.189,34.7,759.3741,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","crm_r_fixed",NA,NA,"fixed",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,3,0.4,0.715,NA,NA,NA,NA,3.45,1.728,1.728,1.1335,22.441,14.189,34.7,759.3741,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","crm_r_fixed",NA,NA,"fixed",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,4,0.45,0.81,NA,NA,NA,NA,1.4,0.492,0.492,0.295,22.441,14.189,34.7,759.3741,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","crm_r_fixed",NA,NA,"fixed",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,5,0.5,0.905,NA,NA,NA,NA,0.4,0.159,0.159,0.09,22.441,14.189,34.7,759.3741,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,1,0.3,0.3,NA,NA,NA,NA,26.3,6.0755,6.0755,0,22.463,13.858,29.85,741.1696,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,2,0.35,0.62,NA,NA,NA,NA,20,6.705,6.705,4.003,22.463,13.858,29.85,741.1696,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,3,0.4,0.715,NA,NA,NA,NA,12.05,4.309,4.309,2.1885,22.463,13.858,29.85,741.1696,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,4,0.45,0.81,NA,NA,NA,NA,4.45,2.819,2.819,1.478,22.463,13.858,29.85,741.1696,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"CRM","random",NA,NA,"random",NA,0.9,0,0.0179,28,30,2,1,1,3,100,3,1,1,0,5,0.5,0.905,NA,NA,NA,NA,7.35,2.5545,2.5545,0.9355,22.463,13.858,29.85,741.1696,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
