"Task_ID","Scenario","Source_Scenario","Scenario_Group","Attempt","Allocation","Model_ID","Toxicity_Model","Efficacy_Model","Nmax","s1_Max","N_s2","n_eval","Cycle_Max","Arrival_Rate","True_MTD","Target_Toxicity","Dose","True_DLT_rate","True_Efficacy_rate","Estimated_CRM_pj","Estimated_Efficacy","Estimated_Utility","Carryover_Mean","MTD_Selection_pct","OBD_Selection_pct","Pts_Treated","Unique_Pts_by_Dose","IPDE_Doses","Total_Administrations","Total_Unique_Patients","Duration","n_eval_blocks","ntrial"
1,1,1,"base_example",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,1,0.3,1,0.3,0.05,0.338523362724472,0.0898392795406093,-0.0117177292767324,0.128252405718739,61.8,5,8.715,6.028,2.902,14.331,9.194,530.891181703762,1.048,1000
1,1,1,"base_example",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,1,0.3,2,0.35,0.06,0.390808456021593,0.301412843576623,0.184170306770145,0.128252405718739,16.3,6.8,3.345,2.654,1.395,14.331,9.194,530.891181703762,1.048,1000
1,1,1,"base_example",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,1,0.3,3,0.4,0.07,0.483928752846508,0.396959397902657,0.251780772048705,0.128252405718739,8.2,4.4,1.512,1.188,0.56,14.331,9.194,530.891181703762,1.048,1000
1,1,1,"base_example",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,1,0.3,4,0.45,0.08,0.526836366906656,0.459016818203865,0.300965908131868,0.128252405718739,3,1.2,0.567,0.46,0.214,14.331,9.194,530.891181703762,1.048,1000
1,1,1,"base_example",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,1,0.3,5,0.5,0.09,0.607927421781347,0.486546172714042,0.304167946179638,0.128252405718739,0.7,0.2,0.192,0.155,0.066,14.331,9.194,530.891181703762,1.048,1000
2,2,2,"base_example",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,3,0.3,1,0.15,0.2,0.172380216812182,0.205616498774816,0.153902433731161,0.115445653234336,20.1,21.8,11.187,7.443,3.962,27.885,18.833,1099.6017117222,1.758,1000
2,2,2,"base_example",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,3,0.3,2,0.2,0.25,0.218965814466409,0.291574358669946,0.225884614330023,0.115445653234336,21.9,18.8,5.961,4.53,2.299,27.885,18.833,1099.6017117222,1.758,1000
2,2,2,"base_example",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,3,0.3,3,0.3,0.5,0.311565727294484,0.458504964792071,0.365035246603726,0.115445653234336,32.3,34.9,6.957,5.679,1.86,27.885,18.833,1099.6017117222,1.758,1000
2,2,2,"base_example",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,3,0.3,4,0.35,0.5,0.358038595186507,0.48082705835193,0.373415479795978,0.115445653234336,16.2,10.5,2.766,2.346,0.702,27.885,18.833,1099.6017117222,1.758,1000
2,2,2,"base_example",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,3,0.3,5,0.45,0.5,0.451870294941125,0.490585312845826,0.355024224363489,0.115445653234336,8.4,3.3,1.014,0.881,0.229,27.885,18.833,1099.6017117222,1.758,1000
3,3,3,"base_example",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,3,0.3,1,0.15,0.1,0.183677935379012,0.139373074396981,0.0842696937832774,0.121482396200742,21.8,5.1,7.545,4.969,2.704,25.746,17.168,1005.72480669058,1.75,1000
3,3,3,"base_example",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,3,0.3,2,0.2,0.4,0.230459411090826,0.373417154709602,0.304279331382354,0.121482396200742,21,39.1,9.72,7.36,3.421,25.746,17.168,1005.72480669058,1.75,1000
3,3,3,"base_example",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,3,0.3,3,0.3,0.4,0.322784909522613,0.401811989467468,0.304976516610684,0.121482396200742,30.7,23.5,5.154,4.09,1.538,25.746,17.168,1005.72480669058,1.75,1000
3,3,3,"base_example",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,3,0.3,4,0.35,0.4,0.368900140534456,0.450417708327351,0.339747666167014,0.121482396200742,17.4,9.2,2.292,1.925,0.659,25.746,17.168,1005.72480669058,1.75,1000
3,3,3,"base_example",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,3,0.3,5,0.45,0.4,0.461712577763192,0.476257493352719,0.337743720023762,0.121482396200742,8,2.4,1.035,0.898,0.256,25.746,17.168,1005.72480669058,1.75,1000
4,4,4,"base_example",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,4,0.3,1,0.05,0.05,0.102302675490922,0.132343326260614,0.101652523613338,0.118311296681198,3.5,2.6,4.713,3.196,1.671,27.984,18.474,1107.85799282241,2.706,1000
4,4,4,"base_example",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,4,0.3,2,0.1,0.1,0.139408479347285,0.169068363109432,0.127245819305247,0.118311296681198,5.4,8.4,4.974,3.752,2.37,27.984,18.474,1107.85799282241,2.706,1000
4,4,4,"base_example",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,4,0.3,3,0.18,0.25,0.219936899913341,0.26388748424309,0.197906414269088,0.118311296681198,24.5,23,6.531,4.881,2.443,27.984,18.474,1107.85799282241,2.706,1000
4,4,4,"base_example",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,4,0.3,4,0.3,0.5,0.263255903554057,0.455246296066029,0.376269524999811,0.118311296681198,35,42,7.647,6.24,2.127,27.984,18.474,1107.85799282241,2.706,1000
4,4,4,"base_example",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,4,0.3,5,0.4,0.55,0.355805223493046,0.492384969914945,0.385643402867032,0.118311296681198,31.6,17,4.119,3.463,0.899,27.984,18.474,1107.85799282241,2.706,1000
5,5,5,"base_example",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,5,0.3,1,0.07,0.05,0.0940982305023386,0.124459589409847,0.096230120259145,0.117609822273292,5.9,1.4,5.004,3.332,1.781,28.107,17.616,1048.51601365254,2.529,1000
5,5,5,"base_example",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,5,0.3,2,0.12,0.3,0.127894605814944,0.26919612528594,0.230827743541457,0.117609822273292,6.1,27.2,9.798,7.136,4.013,28.107,17.616,1048.51601365254,2.529,1000
5,5,5,"base_example",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,5,0.3,3,0.17,0.3,0.20252506663846,0.302718003945096,0.241960483953558,0.117609822273292,18.9,27.4,6.243,4.73,2.237,28.107,17.616,1048.51601365254,2.529,1000
5,5,5,"base_example",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,5,0.3,4,0.22,0.3,0.243347438645748,0.348919235377028,0.275915003783304,0.117609822273292,25.1,23,4.299,3.414,1.546,28.107,17.616,1048.51601365254,2.529,1000
5,5,5,"base_example",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,5,0.3,5,0.3,0.3,0.332010408556055,0.387628321231789,0.288025198664973,0.117609822273292,43.9,14.5,2.763,2.196,0.914,28.107,17.616,1048.51601365254,2.529,1000
6,6,1,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,1,0.3,1,0.29,0.3,0.304278794268721,0.280543793567151,0.189260155286534,0.118446995221343,54.7,55.9,18.486,13.061,5.625,26.085,18.099,1034.55372158944,1.011,1000
6,6,1,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,1,0.3,2,0.34,0.32,0.358303188633976,0.392363221472609,0.284872264882417,0.118446995221343,21.9,16.6,4.545,3.594,1.485,26.085,18.099,1034.55372158944,1.011,1000
6,6,1,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,1,0.3,3,0.38,0.35,0.455581366634964,0.443938115252851,0.307263705262361,0.118446995221343,9.5,5.8,2.031,1.669,0.594,26.085,18.099,1034.55372158944,1.011,1000
6,6,1,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,1,0.3,4,0.43,0.38,0.500695702506021,0.484099222720241,0.333890511968435,0.118446995221343,2.6,1.4,0.702,0.611,0.209,26.085,18.099,1034.55372158944,1.011,1000
6,6,1,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,1,0.3,5,0.52,0.4,0.586235156646427,0.492687890073197,0.316817343079269,0.118446995221343,0.8,0.1,0.321,0.276,0.073,26.085,18.099,1034.55372158944,1.011,1000
7,7,2,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,4,0.3,1,0.16,0.2,0.169776100221261,0.211185704036563,0.160252873970185,0.118185272573957,21.2,14.3,9.882,6.582,3.411,27.738,19.212,1117.43139285721,1.664,1000
7,7,2,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,4,0.3,2,0.2,0.5,0.215439028865463,0.444780842122837,0.380149133463198,0.118185272573957,20.2,37.4,9.267,7.351,2.854,27.738,19.212,1117.43139285721,1.664,1000
7,7,2,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,4,0.3,3,0.26,0.5,0.30657815449717,0.465129261143513,0.373155814794362,0.118185272573957,28.2,23.2,5.004,4.076,1.34,27.738,19.212,1117.43139285721,1.664,1000
7,7,2,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,4,0.3,4,0.31,0.5,0.352513780299817,0.475265174216867,0.369511040126922,0.118185272573957,16.2,9.3,2.403,2.018,0.63,27.738,19.212,1117.43139285721,1.664,1000
7,7,2,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,4,0.3,5,0.36,0.5,0.445661129285619,0.488505287426491,0.354806948640805,0.118185272573957,12.9,4.4,1.182,1.022,0.291,27.738,19.212,1117.43139285721,1.664,1000
8,8,3,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,1,0.3,1,0.32,0.1,0.352399250845314,0.117760676841229,0.0120409015876352,0.126533982085965,63.3,15.9,10.992,7.517,3.634,17.043,11.293,649.179331464596,0.927,1000
8,8,3,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,1,0.3,2,0.37,0.15,0.405426809769104,0.340586028056545,0.218957985125813,0.126533982085965,14.9,9.1,3.498,2.759,1.326,17.043,11.293,649.179331464596,0.927,1000
8,8,3,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,1,0.3,3,0.42,0.2,0.499001927202806,0.429619608631126,0.279919030470284,0.126533982085965,7.3,4.2,1.821,1.432,0.568,17.043,11.293,649.179331464596,0.927,1000
8,8,3,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,1,0.3,4,0.48,0.3,0.541759989816118,0.48150884928039,0.318980852335555,0.126533982085965,1.4,0.9,0.579,0.483,0.177,17.043,11.293,649.179331464596,0.927,1000
8,8,3,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,1,0.3,5,0.52,0.4,0.621978465507195,0.496195111161979,0.309601571509821,0.126533982085965,0.1,0,0.153,0.13,0.045,17.043,11.293,649.179331464596,0.927,1000
9,9,4,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,5,0.3,1,0.15,0.05,0.162876940873124,0.109089638506504,0.0602265562445667,0.123459499420075,21,4.1,6.699,4.514,2.41,23.301,14.621,873.109564119585,2.16,1000
9,9,4,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,5,0.3,2,0.18,0.08,0.204263752898152,0.200458781987402,0.139179656117957,0.123459499420075,13,10.2,4.803,3.624,2.19,23.301,14.621,873.109564119585,2.16,1000
9,9,4,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,5,0.3,3,0.22,0.2,0.288325055386127,0.296990308806049,0.210492792190211,0.123459499420075,23,22.3,5.604,4.153,2.111,23.301,14.621,873.109564119585,2.16,1000
9,9,4,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,5,0.3,4,0.26,0.25,0.331518679038318,0.384866905970755,0.28541130225926,0.123459499420075,17.1,13,3.096,2.432,1.114,23.301,14.621,873.109564119585,2.16,1000
9,9,4,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,5,0.3,5,0.29,0.5,0.42086792071994,0.476310577530105,0.350050201314123,0.123459499420075,24.6,19.5,3.099,2.453,0.855,23.301,14.621,873.109564119585,2.16,1000
10,10,5,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,2,0.3,1,0.23,0.05,0.26558159922328,0.110026104650282,0.0303516248832983,0.126324186100029,44.3,4.1,6.948,4.689,2.343,20.655,14.057,813.626051273514,1.298,1000
10,10,5,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,2,0.3,2,0.28,0.4,0.316565913054925,0.407301533059358,0.312331759142881,0.126324186100029,22.5,32.1,8.199,6.327,2.72,20.655,14.057,813.626051273514,1.298,1000
10,10,5,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,2,0.3,3,0.32,0.42,0.411222652586402,0.442260512894683,0.318893717118762,0.126324186100029,19.7,13.1,3.564,2.827,1.031,20.655,14.057,813.626051273514,1.298,1000
10,10,5,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,2,0.3,4,0.39,0.45,0.456309436712078,0.484438396375733,0.34754556536211,0.126324186100029,6.2,3.9,1.392,1.173,0.383,20.655,14.057,813.626051273514,1.298,1000
10,10,5,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,2,0.3,5,0.43,0.5,0.54376396226094,0.497958807676968,0.334829618998686,0.126324186100029,3.3,1,0.552,0.478,0.121,20.655,14.057,813.626051273514,1.298,1000
11,11,1,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,2,0.3,1,0.22,0.2,0.262223061260278,0.187438006456131,0.108771088078047,0.11903856195249,44.9,42.7,15.87,10.676,5.489,25.152,16.445,948.481933610125,1.223,1000
11,11,1,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,2,0.3,2,0.32,0.2,0.315489952596614,0.303039281474983,0.208392295695999,0.11903856195249,34,22.7,5.67,4.403,2.083,25.152,16.445,948.481933610125,1.223,1000
11,11,1,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,2,0.3,3,0.44,0.2,0.413789895200465,0.385217183683942,0.261080215123803,0.11903856195249,13.9,6.7,2.79,2.28,0.889,25.152,16.445,948.481933610125,1.223,1000
11,11,1,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,2,0.3,4,0.59,0.2,0.46025946572059,0.455611694792258,0.317533855076081,0.11903856195249,3,1.4,0.702,0.632,0.213,25.152,16.445,948.481933610125,1.223,1000
11,11,1,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,2,0.3,5,0.67,0.2,0.549667077217452,0.490930810629626,0.32603068746439,0.11903856195249,0,0,0.12,0.104,0.033,25.152,16.445,948.481933610125,1.223,1000
12,12,2,"five_scenarios_txt",3,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,4,0.3,1,0.06,0.05,0.106201431184577,0.125965392011421,0.0941049626560483,0.115979025724271,4.3,4.3,5.184,3.507,1.871,27.285,17.777,1071.71006593107,2.736,1000
12,12,2,"five_scenarios_txt",3,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,4,0.3,2,0.09,0.1,0.143808184599426,0.171118843836067,0.12797638845624,0.115979025724271,4.7,14.2,5.295,3.935,2.529,27.285,17.777,1071.71006593107,2.736,1000
12,12,2,"five_scenarios_txt",3,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,4,0.3,3,0.18,0.12,0.22502155760568,0.195255722211646,0.127749254929942,0.115979025724271,26.5,16.3,4.653,3.535,1.866,27.285,17.777,1071.71006593107,2.736,1000
12,12,2,"five_scenarios_txt",3,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,4,0.3,4,0.29,0.4,0.268541853761618,0.398421789829389,0.317859233700904,0.115979025724271,34,34.6,6.942,5.507,2.192,27.285,17.777,1071.71006593107,2.736,1000
12,12,2,"five_scenarios_txt",3,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,4,0.3,5,0.44,0.6,0.36122610275595,0.518606941826489,0.410239110999704,0.115979025724271,30.4,21.8,5.211,4.454,1.05,27.285,17.777,1071.71006593107,2.736,1000
13,13,3,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,3,0.3,1,0.21,0.05,0.253553378816675,0.103369333704831,0.0273033200598289,0.120061405763478,42.4,4.2,7.245,4.868,2.499,21.327,14.029,814.656580744925,1.409,1000
13,13,3,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,3,0.3,2,0.29,0.3,0.30457302701376,0.343264828841512,0.251892920737384,0.120061405763478,23.6,30.9,8.241,6.218,2.992,21.327,14.029,814.656580744925,1.409,1000
13,13,3,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,3,0.3,3,0.3,0.32,0.399882295227753,0.401509752734921,0.281545064166595,0.120061405763478,20.1,14.7,3.513,2.726,1.129,21.327,14.029,814.656580744925,1.409,1000
13,13,3,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,3,0.3,4,0.39,0.35,0.445480755846737,0.454595254173909,0.320951027419888,0.120061405763478,8,4,1.668,1.374,0.52,21.327,14.029,814.656580744925,1.409,1000
13,13,3,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,3,0.3,5,0.46,0.4,0.534198331250853,0.482274021228706,0.32201452185345,0.120061405763478,3,1.2,0.66,0.573,0.158,21.327,14.029,814.656580744925,1.409,1000
14,14,4,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,4,0.3,1,0.09,0.05,0.129939299496087,0.110342834759571,0.071361044910745,0.118996843815718,8.9,5,6.339,4.26,2.376,25.311,15.689,942.366328434829,2.458,1000
14,14,4,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,4,0.3,2,0.15,0.08,0.170320205753899,0.160619896611781,0.109523834885611,0.118996843815718,11.2,15.6,5.652,4.234,2.577,25.311,15.689,942.366328434829,2.458,1000
14,14,4,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,4,0.3,3,0.23,0.12,0.254778964277066,0.214252356138539,0.137818666855419,0.118996843815718,27.9,19.5,5.256,3.91,2.083,25.311,15.689,942.366328434829,2.458,1000
14,14,4,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,4,0.3,4,0.28,0.3,0.298991026300739,0.365502204174687,0.275804896284466,0.118996843815718,27.4,26.6,4.974,3.831,1.751,25.311,15.689,942.366328434829,2.458,1000
14,14,4,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,4,0.3,5,0.39,0.4,0.391497311687467,0.442416261540513,0.324967068034273,0.118996843815718,24.4,14.6,3.09,2.5,0.835,25.311,15.689,942.366328434829,2.458,1000
15,15,5,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,3,0.3,1,0.13,0.1,0.175156509636234,0.117367040935909,0.0648200880450382,0.119057232279292,19.1,16.4,10.017,6.599,3.815,23.952,14.55,855.06263872999,1.945,1000
15,15,5,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,3,0.3,2,0.2,0.1,0.22142910161723,0.1907125027988,0.124283772313631,0.119057232279292,20.4,24.7,6.48,4.859,2.77,23.952,14.55,855.06263872999,1.945,1000
15,15,5,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,3,0.3,3,0.32,0.1,0.313238791451615,0.245424509461984,0.151452872026499,0.119057232279292,34.2,19.8,4.395,3.419,1.679,23.952,14.55,855.06263872999,1.945,1000
15,15,5,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,3,0.3,4,0.39,0.1,0.359300898845211,0.357172812131358,0.249382542477795,0.119057232279292,17.4,7.1,2.103,1.706,0.807,23.952,14.55,855.06263872999,1.945,1000
15,15,5,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,3,0.3,5,0.46,0.1,0.452365203699774,0.427124115156909,0.291414554046977,0.119057232279292,8.4,2.4,0.957,0.768,0.331,23.952,14.55,855.06263872999,1.945,1000
16,16,1,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,5,0.3,1,0.02,0.2,0.0394993098958988,0.189454016162379,0.177604223193609,0.12282156828024,0.7,12.6,8.955,5.898,3.416,29.685,17.668,1068.75206498245,3.096,1000
16,16,1,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,5,0.3,2,0.06,0.2,0.0600385223342339,0.207724553837941,0.189712997137671,0.12282156828024,1.5,18.2,7.056,5.121,3.086,29.685,17.668,1068.75206498245,3.096,1000
16,16,1,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,5,0.3,3,0.09,0.2,0.111714429437127,0.224596074630803,0.191081745799664,0.12282156828024,5.2,21.5,5.385,4.053,2.245,29.685,17.668,1068.75206498245,3.096,1000
16,16,1,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,5,0.3,4,0.14,0.2,0.142995197123511,0.242673540815735,0.199774981678681,0.12282156828024,12.3,24.4,4.587,3.601,1.863,29.685,17.668,1068.75206498245,3.096,1000
16,16,1,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,5,0.3,5,0.26,0.2,0.217058058447745,0.280350564471408,0.215233146937084,0.12282156828024,80.3,23,3.702,2.908,1.407,29.685,17.668,1068.75206498245,3.096,1000
17,17,2,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,2,0.3,1,0.11,0.3,0.181054297849041,0.287840867252568,0.233524577897855,0.114671265730245,14.9,22.8,11.19,7.68,3.717,29.253,20.829,1204.66795706728,1.552,1000
17,17,2,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,2,0.3,2,0.23,0.5,0.230463493617991,0.450858804266753,0.381719756181356,0.114671265730245,36.4,49.4,10.473,8.402,3.043,29.253,20.829,1204.66795706728,1.552,1000
17,17,2,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,2,0.3,3,0.39,0.5,0.327090542700369,0.466182428368086,0.368055265557975,0.114671265730245,41.3,21.2,5.592,4.756,1.278,29.253,20.829,1204.66795706728,1.552,1000
17,17,2,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,2,0.3,4,0.58,0.5,0.374870314908242,0.492684386977841,0.380223292505368,0.114671265730245,6.7,2.6,1.644,1.492,0.338,29.253,20.829,1204.66795706728,1.552,1000
17,17,2,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,2,0.3,5,0.76,0.5,0.470058955338841,0.498293083802797,0.357275397201145,0.114671265730245,0.5,0,0.354,0.338,0.048,29.253,20.829,1204.66795706728,1.552,1000
18,18,3,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,5,0.3,1,0.02,0.05,0.0583121469529565,0.130176202236357,0.11268255815047,0.120541013361728,0.7,2,4.653,3.138,1.684,29.139,18.34,1123.421889402,3.288,1000
18,18,3,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,5,0.3,2,0.04,0.1,0.0852450804105147,0.159706794730469,0.134133270607314,0.120541013361728,0.7,7.4,4.908,3.659,2.459,29.139,18.34,1123.421889402,3.288,1000
18,18,3,"five_scenarios_txt",1,"two_stage","additive_shared","additive_alpha","previous_dose_additive",30,6,30,3,2,0.0178571428571429,5,0.3,3,0.1,0.15,0.14933043139706,0.191005813024515,0.146206683605397,0.120541013361728,6.4,14.2,5.256,3.908,2.177,29.139,18.34,1123.421889402,3.288,1000
