"Task_ID","Scenario","Source_Scenario","Scenario_Group","Scenario_Attempt","True_MTD","True_OBD","Target_Toxicity","Allocation","Nmax","Sample_Size","N_s1","N_s2","Model","Model_ID","Carryover_Model","CRM_r_Model","CRM_Prior_a","CRM_Prior_b","Efficacy_Model","Efficacy_Prior_a","Efficacy_Prior_b","Efficacy_Carryover_Prior_a","Efficacy_Carryover_Prior_b","Efficacy_Additive_Alpha_Prior_a","Efficacy_Additive_Alpha_Prior_b","Utility_Type","Lambda_T","Stage2_Allocation","Enrollment_Scheme","Arrival_Rate","T_assess","Cycle_Max","IPDE_Dose_Assignment","Toxicity_IPDE_Alpha","Efficacy_IPDE_Alpha","Efficacy_Threshold","Futility_Cutoff","Min_Eff_N_for_Futility","Multicycle_Toxicity_Rule","Multicycle_Toxicity_Cutoff","Dose","True_DLT_rate","True_Efficacy_rate","Estimated_CRM_pj","Estimated_Efficacy","Estimated_Utility","r_hat","r_cap","r_use","MTD_Selection_pct","OBD_Selection_pct","Pts_Treated","Unique_Pts_by_Dose","IPDE_Doses","Total_Administrations","Total_Unique_Patients","Early_Stopping_pct","Design_Early_Stopping_pct","No_OBD_Selection_pct","Duration","n_valid","ntrial_from_files"
3,20,5,"five_scenarios_txt",1,3,2,0.3,"two_stage",30,30,6,30,"CRM","multicycle_additive","multicycle_additive","multicycle_additive",0.15,0.85,"multicycle_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"one_stage","ipde_first",0.0179,28,3,"any_admissible_dose",0,0,0.2,0.85,0,1,0.95,1,0.07,0.05,0.1358,0.1247,42.0507,0.1222,NA,NA,1.6,4.7,5.103,4.283,1.109,29.661,15.864,0.2,0.2,5.6,1113.8352,1000,1000
3,20,5,"five_scenarios_txt",1,3,2,0.3,"two_stage",30,30,6,30,"CRM","multicycle_additive","multicycle_additive","multicycle_additive",0.15,0.85,"multicycle_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"one_stage","ipde_first",0.0179,28,3,"any_admissible_dose",0,0,0.2,0.85,0,1,0.95,2,0.14,0.25,0.1796,0.2285,46.5255,0.1222,NA,NA,8.7,47.4,10.233,8.142,5.933,29.661,15.864,0.2,0.2,5.6,1113.8352,1000,1000
3,20,5,"five_scenarios_txt",1,3,2,0.3,"two_stage",30,30,6,30,"CRM","multicycle_additive","multicycle_additive","multicycle_additive",0.15,0.85,"multicycle_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"one_stage","ipde_first",0.0179,28,3,"any_admissible_dose",0,0,0.2,0.85,0,1,0.95,3,0.31,0.25,0.2698,0.239,43.5451,0.1222,NA,NA,37.8,27.9,7.95,6.871,3.922,29.661,15.864,0.2,0.2,5.6,1113.8352,1000,1000
3,20,5,"five_scenarios_txt",1,3,2,0.3,"two_stage",30,30,6,30,"CRM","multicycle_additive","multicycle_additive","multicycle_additive",0.15,0.85,"multicycle_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"one_stage","ipde_first",0.0179,28,3,"any_admissible_dose",0,0,0.2,0.85,0,1,0.95,4,0.41,0.25,0.3163,0.3001,45.3582,0.1222,NA,NA,35.3,12.6,4.488,4.11,1.812,29.661,15.864,0.2,0.2,5.6,1113.8352,1000,1000
3,20,5,"five_scenarios_txt",1,3,2,0.3,"two_stage",30,30,6,30,"CRM","multicycle_additive","multicycle_additive","multicycle_additive",0.15,0.85,"multicycle_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"one_stage","ipde_first",0.0179,28,3,"any_admissible_dose",0,0,0.2,0.85,0,1,0.95,5,0.52,0.25,0.4119,0.3994,47.49,0.1222,NA,NA,16.4,1.8,1.887,1.781,1.021,29.661,15.864,0.2,0.2,5.6,1113.8352,1000,1000
4,24,4,"five_scenarios_txt",1,5,4,0.3,"two_stage",30,30,6,30,"CRM","multicycle_additive","multicycle_additive","multicycle_additive",0.15,0.85,"multicycle_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"one_stage","ipde_first",0.0179,28,3,"any_admissible_dose",0,0,0.2,0.85,0,1,0.95,1,0.01,0.05,0.0293,0.1461,47.5971,0.1206,NA,NA,0,0.2,3.384,3.315,0.213,30,16.749,0,0,0,1169.006,1000,1000
4,24,4,"five_scenarios_txt",1,5,4,0.3,"two_stage",30,30,6,30,"CRM","multicycle_additive","multicycle_additive","multicycle_additive",0.15,0.85,"multicycle_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"one_stage","ipde_first",0.0179,28,3,"any_admissible_dose",0,0,0.2,0.85,0,1,0.95,2,0.02,0.08,0.0465,0.1608,47.786,0.1206,NA,NA,0,1.9,3.435,3.392,3.065,30,16.749,0,0,0,1169.006,1000,1000
4,24,4,"five_scenarios_txt",1,5,4,0.3,"two_stage",30,30,6,30,"CRM","multicycle_additive","multicycle_additive","multicycle_additive",0.15,0.85,"multicycle_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"one_stage","ipde_first",0.0179,28,3,"any_admissible_dose",0,0,0.2,0.85,0,1,0.95,3,0.05,0.2,0.0923,0.2155,49.2331,0.1206,NA,NA,0,5.2,4.32,4.083,3.356,30,16.749,0,0,0,1169.006,1000,1000
4,24,4,"five_scenarios_txt",1,5,4,0.3,"two_stage",30,30,6,30,"CRM","multicycle_additive","multicycle_additive","multicycle_additive",0.15,0.85,"multicycle_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"one_stage","ipde_first",0.0179,28,3,"any_admissible_dose",0,0,0.2,0.85,0,1,0.95,4,0.1,0.5,0.1212,0.4322,61.0831,0.1206,NA,NA,2.5,59.6,11.181,8.998,3.634,30,16.749,0,0,0,1169.006,1000,1000
4,24,4,"five_scenarios_txt",1,5,4,0.3,"two_stage",30,30,6,30,"CRM","multicycle_additive","multicycle_additive","multicycle_additive",0.15,0.85,"multicycle_additive",0.5,0.5,0.15,0.85,0.15,0.85,3,1,"one_stage","ipde_first",0.0179,28,3,"any_admissible_dose",0,0,0.2,0.85,0,1,0.95,5,0.25,0.5,0.1919,0.4078,56.7926,0.1206,NA,NA,97.5,33.1,7.68,6.535,2.983,30,16.749,0,0,0,1169.006,1000,1000
