"Scenario_Set","Scenario_Name","Scenario","Source_Scenario","Scenario_Group","True_MTD","Scenario_Attempt","Model","Method","BOIN_Method","BOIN_r_estimator","CRM_r_model","CFO_Method","Alpha_true","r_carry","Accrual","T_assess","Nmax_eff","Cycle_Max","Continuous_Enrollment","Restrict_To_Tried","Restrict_To_Target","Dose","True_DLT_rate","True_IPDE_DLT_rate","Estimated_pj","r_hat","r_cap","r_use","MTD_Selection_pct","Pts_Treated","Unique_Pts_by_Dose","IPDE_Doses","Total_Administrations","Total_Unique_Patients","Early_Stopping_pct","Duration","n_valid","ntrial_from_files","CRM_Skeleton","CRM_Theta_Prior_Mean","CRM_Theta_Prior_SD","CRM_r_Prior_a","CRM_r_Prior_b","CFO_Skeleton","CFO_Model_File","CFO_Sigma2_Beta","CFO_Eta","CFO_PK_Method","CFO_N_MC_W","CFO_M_Use","CFO_Use_Monotone_Pair","CFO_N_Chains","CFO_N_Adapt","CFO_N_Burnin","CFO_N_Iter","CFO_Thin","CRM_Dose_Values","CRM_Alpha_Grid_Length","CRM_Dose_Scores_Raw","CRM_Dose_Scores","CRM_Cumu_Beta0_Mean","CRM_Cumu_Beta0_Prec","CRM_Cumu_Beta0_DF","CRM_Cumu_Beta1_Shape","CRM_Cumu_Beta1_Rate","CRM_Cumu_Beta2_Rate","CRM_Cumu_Include_Current"
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx1-r_adaptive","approx1","r_adaptive",NA,NA,0,0,0.0714,28,30,2,1,1,1,1,0.3,0.3,0.1645,0.1388,NA,0.1388,27.45,13.986,13.986,0,26.796,22.312,16,344.463,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx1-r_adaptive","approx1","r_adaptive",NA,NA,0,0,0.0714,28,30,2,1,1,1,2,0.35,0.35,0.2189,0.1365,NA,0.1365,21.9,6.138,6.138,3.1385,26.796,22.312,16,344.463,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx1-r_adaptive","approx1","r_adaptive",NA,NA,0,0,0.0714,28,30,2,1,1,1,3,0.4,0.4,0.3319,0.1024,NA,0.1024,10.3,4.7685,4.7685,0.486,26.796,22.312,16,344.463,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx1-r_adaptive","approx1","r_adaptive",NA,NA,0,0,0.0714,28,30,2,1,1,1,4,0.45,0.45,0.3349,0.1475,NA,0.1475,4.6,1.308,1.308,0.798,26.796,22.312,16,344.463,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx1-r_adaptive","approx1","r_adaptive",NA,NA,0,0,0.0714,28,30,2,1,1,1,5,0.5,0.5,0.4857,0.1278,NA,0.1278,0.8,0.5955,0.5955,0.0615,26.796,22.312,16,344.463,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx2-r_adaptive","approx2","r_adaptive",NA,NA,0,0,0.0714,28,30,2,1,1,1,1,0.3,0.3,0.1665,0.1381,NA,0.1381,27.2,14.04,14.04,0,26.796,22.3095,16,344.4375,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx2-r_adaptive","approx2","r_adaptive",NA,NA,0,0,0.0714,28,30,2,1,1,1,2,0.35,0.35,0.2189,0.1357,NA,0.1357,22.05,6.168,6.168,3.1515,26.796,22.3095,16,344.4375,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx2-r_adaptive","approx2","r_adaptive",NA,NA,0,0,0.0714,28,30,2,1,1,1,3,0.4,0.4,0.3296,0.1012,NA,0.1012,10.05,4.7115,4.7115,0.484,26.796,22.3095,16,344.4375,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx2-r_adaptive","approx2","r_adaptive",NA,NA,0,0,0.0714,28,30,2,1,1,1,4,0.45,0.45,0.3313,0.1451,NA,0.1451,4.65,1.2915,1.2915,0.791,26.796,22.3095,16,344.4375,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx2-r_adaptive","approx2","r_adaptive",NA,NA,0,0,0.0714,28,30,2,1,1,1,5,0.5,0.5,0.4784,0.1238,NA,0.1238,0.9,0.585,0.585,0.06,26.796,22.3095,16,344.4375,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx1-r_adaptive","approx1","r_adaptive",NA,NA,0.3,0,0.0714,28,30,2,1,1,1,1,0.3,0.3,0.1827,0.1732,NA,0.1732,32.25,15.402,15.402,0,26.7705,22.424,16.4,345.1969,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx1-r_adaptive","approx1","r_adaptive",NA,NA,0.3,0,0.0714,28,30,2,1,1,1,2,0.35,0.44,0.2307,0.1802,NA,0.1802,18.5,5.7975,5.7975,3.178,26.7705,22.424,16.4,345.1969,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx1-r_adaptive","approx1","r_adaptive",NA,NA,0.3,0,0.0714,28,30,2,1,1,1,3,0.4,0.505,0.3361,0.1268,NA,0.1268,8.95,4.161,4.161,0.4495,26.7705,22.424,16.4,345.1969,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx1-r_adaptive","approx1","r_adaptive",NA,NA,0.3,0,0.0714,28,30,2,1,1,1,4,0.45,0.57,0.3516,0.1839,NA,0.1839,2.75,0.993,0.993,0.672,26.7705,22.424,16.4,345.1969,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx1-r_adaptive","approx1","r_adaptive",NA,NA,0.3,0,0.0714,28,30,2,1,1,1,5,0.5,0.635,0.4327,0.1655,NA,0.1655,0.65,0.417,0.417,0.047,26.7705,22.424,16.4,345.1969,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx2-r_adaptive","approx2","r_adaptive",NA,NA,0.3,0,0.0714,28,30,2,1,1,1,1,0.3,0.3,0.1855,0.1717,NA,0.1717,32,15.5175,15.5175,0,26.7705,22.449,16.4,345.3159,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx2-r_adaptive","approx2","r_adaptive",NA,NA,0.3,0,0.0714,28,30,2,1,1,1,2,0.35,0.44,0.2344,0.1783,NA,0.1783,18.85,5.8335,5.8335,3.2025,26.7705,22.449,16.4,345.3159,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx2-r_adaptive","approx2","r_adaptive",NA,NA,0.3,0,0.0714,28,30,2,1,1,1,3,0.4,0.505,0.337,0.1237,NA,0.1237,8.5,4.059,4.059,0.4265,26.7705,22.449,16.4,345.3159,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx2-r_adaptive","approx2","r_adaptive",NA,NA,0.3,0,0.0714,28,30,2,1,1,1,4,0.45,0.57,0.3555,0.181,NA,0.181,2.7,0.978,0.978,0.653,26.7705,22.449,16.4,345.3159,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx2-r_adaptive","approx2","r_adaptive",NA,NA,0.3,0,0.0714,28,30,2,1,1,1,5,0.5,0.635,0.4383,0.1508,NA,0.1508,0.65,0.3825,0.3825,0.0395,26.7705,22.449,16.4,345.3159,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx1-r_adaptive","approx1","r_adaptive",NA,NA,0.6,0,0.0714,28,30,2,1,1,1,1,0.3,0.3,0.2009,0.2209,NA,0.2209,38.3,17.352,17.352,0,26.6925,22.6895,17.65,346.0168,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx1-r_adaptive","approx1","r_adaptive",NA,NA,0.6,0,0.0714,28,30,2,1,1,1,2,0.35,0.53,0.2416,0.2414,NA,0.2414,14.1,5.127,5.127,3.117,26.6925,22.6895,17.65,346.0168,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx1-r_adaptive","approx1","r_adaptive",NA,NA,0.6,0,0.0714,28,30,2,1,1,1,3,0.4,0.61,0.3404,0.1607,NA,0.1607,6.7,3.294,3.294,0.3495,26.6925,22.6895,17.65,346.0168,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx1-r_adaptive","approx1","r_adaptive",NA,NA,0.6,0,0.0714,28,30,2,1,1,1,4,0.45,0.69,0.3884,0.2309,NA,0.2309,1.3,0.7335,0.7335,0.501,26.6925,22.6895,17.65,346.0168,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx1-r_adaptive","approx1","r_adaptive",NA,NA,0.6,0,0.0714,28,30,2,1,1,1,5,0.5,0.77,0.4241,0.2238,NA,0.2238,0.35,0.186,0.186,0.0355,26.6925,22.6895,17.65,346.0168,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx2-r_adaptive","approx2","r_adaptive",NA,NA,0.6,0,0.0714,28,30,2,1,1,1,1,0.3,0.3,0.2044,0.2182,NA,0.2182,38.9,17.523,17.523,0,26.691,22.7225,17.7,346.3075,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx2-r_adaptive","approx2","r_adaptive",NA,NA,0.6,0,0.0714,28,30,2,1,1,1,2,0.35,0.53,0.2501,0.2378,NA,0.2378,13.6,5.1645,5.1645,3.1455,26.691,22.7225,17.7,346.3075,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx2-r_adaptive","approx2","r_adaptive",NA,NA,0.6,0,0.0714,28,30,2,1,1,1,3,0.4,0.61,0.3433,0.1541,NA,0.1541,6.6,3.18,3.18,0.323,26.691,22.7225,17.7,346.3075,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx2-r_adaptive","approx2","r_adaptive",NA,NA,0.6,0,0.0714,28,30,2,1,1,1,4,0.45,0.69,0.4067,0.2199,NA,0.2199,1.05,0.6765,0.6765,0.474,26.691,22.7225,17.7,346.3075,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx2-r_adaptive","approx2","r_adaptive",NA,NA,0.6,0,0.0714,28,30,2,1,1,1,5,0.5,0.77,0.447,0.1792,NA,0.1792,0.25,0.147,0.147,0.026,26.691,22.7225,17.7,346.3075,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx1-r_adaptive","approx1","r_adaptive",NA,NA,0.9,0,0.0714,28,30,2,1,1,1,1,0.3,0.3,0.221,0.2626,NA,0.2626,43.2,19.2675,19.2675,0,26.6475,23.0395,18.1,348.6866,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx1-r_adaptive","approx1","r_adaptive",NA,NA,0.9,0,0.0714,28,30,2,1,1,1,2,0.35,0.62,0.2604,0.2948,NA,0.2948,9.95,4.4385,4.4385,2.979,26.6475,23.0395,18.1,348.6866,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx1-r_adaptive","approx1","r_adaptive",NA,NA,0.9,0,0.0714,28,30,2,1,1,1,3,0.4,0.715,0.3397,0.1872,NA,0.1872,4.2,2.3775,2.3775,0.2415,26.6475,23.0395,18.1,348.6866,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx1-r_adaptive","approx1","r_adaptive",NA,NA,0.9,0,0.0714,28,30,2,1,1,1,4,0.45,0.81,0.3759,0.2608,NA,0.2608,0.9,0.483,0.483,0.361,26.6475,23.0395,18.1,348.6866,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx1-r_adaptive","approx1","r_adaptive",NA,NA,0.9,0,0.0714,28,30,2,1,1,1,5,0.5,0.905,0.4476,0.3384,NA,0.3384,0.15,0.081,0.081,0.0265,26.6475,23.0395,18.1,348.6866,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx2-r_adaptive","approx2","r_adaptive",NA,NA,0.9,0,0.0714,28,30,2,1,1,1,1,0.3,0.3,0.2239,0.2596,NA,0.2596,44.1,19.443,19.443,0,26.646,23.065,18.15,348.9666,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx2-r_adaptive","approx2","r_adaptive",NA,NA,0.9,0,0.0714,28,30,2,1,1,1,2,0.35,0.62,0.2703,0.291,NA,0.291,9.4,4.455,4.455,3.006,26.646,23.065,18.15,348.9666,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx2-r_adaptive","approx2","r_adaptive",NA,NA,0.9,0,0.0714,28,30,2,1,1,1,3,0.4,0.715,0.3537,0.1778,NA,0.1778,4.15,2.2755,2.2755,0.22,26.646,23.065,18.15,348.9666,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx2-r_adaptive","approx2","r_adaptive",NA,NA,0.9,0,0.0714,28,30,2,1,1,1,4,0.45,0.81,0.4496,0.2414,NA,0.2414,0.55,0.4305,0.4305,0.3425,26.646,23.065,18.15,348.9666,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC1",1,1,"base_example",1,1,"BOIN","approx2-r_adaptive","approx2","r_adaptive",NA,NA,0.9,0,0.0714,28,30,2,1,1,1,5,0.5,0.905,0.5554,0.2116,NA,0.2116,0,0.042,0.042,0.0125,26.646,23.065,18.15,348.9666,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"BOIN","approx1-r_adaptive","approx1","r_adaptive",NA,NA,0,0,0.0714,28,30,2,1,1,1,1,0.15,0.15,0.0391,0.099,NA,0.099,8.7,6.7575,6.7575,0,29.7,22.235,1.25,354.8221,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"BOIN","approx1-r_adaptive","approx1","r_adaptive",NA,NA,0,0,0.0714,28,30,2,1,1,1,2,0.2,0.2,0.0895,0.0977,NA,0.0977,32.8,6.8835,6.8835,3.6005,29.7,22.235,1.25,354.8221,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"BOIN","approx1-r_adaptive","approx1","r_adaptive",NA,NA,0,0,0.0714,28,30,2,1,1,1,3,0.3,0.3,0.2061,0.0906,NA,0.0906,29.65,9.1665,9.1665,1.015,29.7,22.235,1.25,354.8221,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"BOIN","approx1-r_adaptive","approx1","r_adaptive",NA,NA,0,0,0.0714,28,30,2,1,1,1,4,0.35,0.35,0.2528,0.1052,NA,0.1052,22,4.4265,4.4265,2.424,29.7,22.235,1.25,354.8221,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"BOIN","approx1-r_adaptive","approx1","r_adaptive",NA,NA,0,0,0.0714,28,30,2,1,1,1,5,0.45,0.45,0.4137,0.1023,NA,0.1023,4.6,2.466,2.466,0.4255,29.7,22.235,1.25,354.8221,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"BOIN","approx2-r_adaptive","approx2","r_adaptive",NA,NA,0,0,0.0714,28,30,2,1,1,1,1,0.15,0.15,0.0404,0.099,NA,0.099,8.85,6.777,6.777,0,29.7,22.219,1.25,354.757,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Set_5dose_adaptive_r_37","Set_5dose_adaptive_r_37_SC2",2,2,"base_example",3,1,"BOIN","approx2-r_adaptive","approx2","r_adaptive",NA,NA,0,0,0.0714,28,30,2,1,1,1,2,0.2,0.2,0.0921,0.0976,NA,0.0976,32.65,6.9255,6.9255,3.6095,29.7,22.219,1.25,354.757,2000,2000,"0.15,0.2,0.3,0.35,0.45",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
